s_129	G_20	s_163	s_133	s_252	s_201	s_245	s_228	s_142	s_158	G_18	s_205	s_172	s_222	s_145	s_248	s_226	s_231	G_31	s_168	G_22	s_215	s_138	s_199	s_240	s_224	G_33	s_153	s_208	s_219	s_181	s_151	s_237	s_196	s_183	s_164	s_178	G_2	s_213	G_27	s_136	s_246	G_14	s_241	G_10	s_182	s_156	G_5	s_144	G_16	s_239	s_243	s_220	s_203	s_250	s_187	G_25	s_184	s_154	G_21	s_131	s_124	s_159	s_254	s_233	s_209	G_28	s_166	s_188	G_19	s_216	G_17	s_229	s_195	s_128	s_123	s_160	s_174	G_9	G_12	s_218	G_4	s_202	s_253	s_225	s_167	s_132	s_127	s_212	s_227	s_214	s_134	s_148	s_198	s_249	s_191	s_162	s_185	G_32	s_171	s_149	s_143	s_197	s_236	s_179	G_36	G_34	s_152	s_137	s_244	G_23	s_169	s_247	s_177	s_223	s_146	s_140	G_7	s_147	s_230	s_207	s_180	G_8	s_234	G_35	s_170	s_242	s_165	G_1	s_125	G_26	G_11	s_204	s_139	G_15	s_155	s_217	s_251	s_130	s_175	s_255	s_141	G_6	G_30	G_29	s_173	s_235	G_3	s_206	s_210	s_232	s_157	s_190	s_186	G_24	s_161	s_238	G_13
s_128 0.10000000 0.10000000 0.10000000 0.00000535 0.00000441 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000367 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_123 0.00000238 0.10000000 0.00005001 0.10000000 0.10000000 0.10000000 0.00000158 0.10000000 0.00000316 0.00000531 0.10000000 0.10000000 0.00000426 0.00000452 0.00000185 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00004924 0.10000000 0.10000000 0.10000000 0.00000237 0.10000000 0.00000372 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000185 0.10000000 0.10000000 0.10000000 0.10000000 0.00000345 0.10000000 0.00000106 0.10000000 0.10000000 0.10000000 0.00000159 0.10000000 0.10000000 0.10000000 0.10000000 0.00000452 0.00000638 0.10000000 0.00000132 0.00000158 0.00000312 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000346 0.10000000 0.00000411 0.10000000 0.10000000 0 0.00005010 0.00000426 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000132 0.10000000 0.10000000 0.10000000 0.10000000 0.00000264 0.10000000 0.10000000 0.10000000 0.00004974 0.00000479 0.10000000 0.00000450 0.10000000 0.00000343 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000479 0.10000000 0.10000000 0.10000000 0.10000000 0.00000264 0.10000000 0.00000479 0.00000290 0.00000106 0.10000000 0.00000264 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000264 0.10000000 0.10000000 0.00000212 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000319 0.10000000 0.10000000 0.00000212 0.00000399 0.10000000 0.00000290 0.10000000 0.10000000 0.10000000 0.00000425 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000455 0.10000000 0.10000000 0.10000000 0.00004920 0.10000000 0.10000000
s_160 0.00005594 0.10000000 0.00000814 0.10000000 0.10000000 0.10000000 0.00005528 0.10000000 0.00005463 0.00006922 0.10000000 0.10000000 0.00007255 0.00005652 0.00005413 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000945 0.10000000 0.10000000 0.10000000 0.00005613 0.10000000 0.00006521 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005444 0.10000000 0.10000000 0.10000000 0.10000000 0.00006705 0.10000000 0.00005438 0.10000000 0.10000000 0.10000000 0.00005491 0.10000000 0.10000000 0.10000000 0.10000000 0.00006982 0.00007420 0.10000000 0.00005579 0.00005424 0.00006785 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005360 0.10000000 0.00007013 0.10000000 0.10000000 0.00005010 0 0.00006569 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005493 0.10000000 0.10000000 0.10000000 0.10000000 0.00005473 0.10000000 0.10000000 0.10000000 0.00000761 0.00006520 0.10000000 0.00006797 0.10000000 0.00005316 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005825 0.10000000 0.10000000 0.10000000 0.10000000 0.00005775 0.10000000 0.00006868 0.00005553 0.00005583 0.10000000 0.00005586 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005133 0.10000000 0.10000000 0.00005612 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006705 0.10000000 0.10000000 0.00005256 0.00007144 0.10000000 0.00005697 0.10000000 0.10000000 0.10000000 0.00007252 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007006 0.10000000 0.10000000 0.10000000 0.00000971 0.10000000 0.10000000
s_174 0.00001228 0.10000000 0.00006316 0.10000000 0.10000000 0.10000000 0.00000664 0.10000000 0.00001221 0.00001079 0.10000000 0.10000000 0.00000789 0.00001033 0.00000613 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006511 0.10000000 0.10000000 0.10000000 0.00000770 0.10000000 0.00000473 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000584 0.10000000 0.10000000 0.10000000 0.10000000 0.00000948 0.10000000 0.00000426 0.10000000 0.10000000 0.10000000 0.00000535 0.10000000 0.10000000 0.10000000 0.10000000 0.00000499 0.00001052 0.10000000 0.00001120 0.00000425 0.00000493 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000509 0.10000000 0.00000351 0.10000000 0.10000000 0.00000426 0.00006569 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000665 0.10000000 0.10000000 0.10000000 0.10000000 0.00001327 0.10000000 0.10000000 0.10000000 0.00006316 0.00000763 0.10000000 0.00000778 0.10000000 0.00001223 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000584 0.10000000 0.10000000 0.10000000 0.10000000 0.00000797 0.10000000 0.00000342 0.00000478 0.00000614 0.10000000 0.00000746 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000717 0.10000000 0.10000000 0.00000640 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000342 0.10000000 0.10000000 0.00000907 0.00000473 0.10000000 0.00000744 0.10000000 0.10000000 0.10000000 0.00000605 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000451 0.10000000 0.10000000 0.10000000 0.00006480 0.10000000 0.10000000
G_9 0.10000000 0.00106314 0.10000000 0.10000000 0.10000000 0.00008477 0.10000000 0.00008339 0.10000000 0.10000000 0.00007853 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006687 0.00008397 0.00009265 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006345 0.00008813 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008354 0.00008692 0.00008446 0.00099146 0.00008551 0.00006487 0.10000000 0.10000000 0.00010110 0.10000000 0.10000000 0.10000000 0.10000000 0.00006402 0.10000000 0.00010334 0.10000000 0.10000000 0.10000000 0.10000000 0.00008576 0.10000000 0.00008379 0.10000000 0.10000000 0.00010436 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006442 0.00008543 0.10000000 0.00008045 0.10000000 0.00007077 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.00006601 0.10000000 0.00007332 0.00008545 0.10000000 0.00008700 0.00008301 0.10000000 0.10000000 0.00008496 0.00008703 0.00008420 0.10000000 0.10000000 0.10000000 0.10000000 0.00008585 0.10000000 0.10000000 0.00009752 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00012847 0.00006276 0.10000000 0.10000000 0.10000000 0.00005831 0.00008349 0.10000000 0.00008497 0.10000000 0.10000000 0.10000000 0.00006274 0.10000000 0.00012492 0.10000000 0.10000000 0.00006234 0.10000000 0.00010667 0.00008396 0.10000000 0.00008751 0.00105479 0.10000000 0.00006554 0.00100241 0.10000000 0.10000000 0.00008306 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006300 0.00006428 0.00008037 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008402 0.10000000 0.00008473 0.00008534 0.00007047 0.10000000 0.00008493 0.00005545
G_12 0.10000000 0.00108228 0.10000000 0.10000000 0.10000000 0.00007769 0.10000000 0.00007509 0.10000000 0.10000000 0.00006604 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005686 0.00007531 0.00007934 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005721 0.00008090 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007460 0.00007811 0.00007687 0.00098603 0.00007475 0.00005360 0.10000000 0.10000000 0.00008726 0.10000000 0.10000000 0.10000000 0.10000000 0.00005739 0.10000000 0.00008284 0.10000000 0.10000000 0.10000000 0.10000000 0.00007800 0.10000000 0.00006886 0.10000000 0.10000000 0.00009762 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005643 0.00007929 0.10000000 0.00006573 0.10000000 0.00006454 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006601 0 0.10000000 0.00006476 0.00007656 0.10000000 0.00007953 0.00007486 0.10000000 0.10000000 0.00007605 0.00008007 0.00007555 0.10000000 0.10000000 0.10000000 0.10000000 0.00007612 0.10000000 0.10000000 0.00008037 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00012248 0.00006351 0.10000000 0.10000000 0.10000000 0.00005033 0.00007520 0.10000000 0.00007527 0.10000000 0.10000000 0.10000000 0.00005169 0.10000000 0.00012767 0.10000000 0.10000000 0.00004895 0.10000000 0.00009328 0.00007382 0.10000000 0.00007923 0.00104245 0.10000000 0.00005925 0.00100045 0.10000000 0.10000000 0.00007482 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005742 0.00005508 0.00007499 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007484 0.10000000 0.00007660 0.00007587 0.00005192 0.10000000 0.00007695 0.00004694
s_218 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00138207 0.10000000 0.10000000 0.10000000 0.10000000 0.00000078 0.00063857 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00070605 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00064004 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000392 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
G_4 0.10000000 0.00105561 0.10000000 0.10000000 0.10000000 0.00008457 0.10000000 0.00008451 0.10000000 0.10000000 0.00007540 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006025 0.00008378 0.00008922 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005958 0.00008871 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008412 0.00008618 0.00008403 0.00098256 0.00008504 0.00006189 0.10000000 0.10000000 0.00010071 0.10000000 0.10000000 0.10000000 0.10000000 0.00006103 0.10000000 0.00009780 0.10000000 0.10000000 0.10000000 0.10000000 0.00008686 0.10000000 0.00007390 0.10000000 0.10000000 0.00010396 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006135 0.00008498 0.10000000 0.00008232 0.10000000 0.00006749 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007332 0.00006476 0.10000000 0 0.00008632 0.10000000 0.00008678 0.00008466 0.10000000 0.10000000 0.00008373 0.00008708 0.00008428 0.10000000 0.10000000 0.10000000 0.10000000 0.00008644 0.10000000 0.10000000 0.00009559 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00012647 0.00006672 0.10000000 0.10000000 0.10000000 0.00005765 0.00008541 0.10000000 0.00008452 0.10000000 0.10000000 0.10000000 0.00006034 0.10000000 0.00012712 0.10000000 0.10000000 0.00006030 0.10000000 0.00010207 0.00008508 0.10000000 0.00008756 0.00105173 0.10000000 0.00006592 0.00100012 0.10000000 0.10000000 0.00007991 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006046 0.00006273 0.00007990 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008439 0.10000000 0.00008377 0.00008514 0.00006738 0.10000000 0.00008310 0.00005409
s_202 0.10000000 0.00108023 0.10000000 0.10000000 0.10000000 0.00000339 0.10000000 0.00000781 0.10000000 0.10000000 0.00008398 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007552 0.00000573 0.00009905 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007528 0.00001100 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000705 0.00000991 0.00000391 0.00096630 0.00000287 0.00007373 0.10000000 0.10000000 0.00011221 0.10000000 0.10000000 0.10000000 0.10000000 0.00007495 0.10000000 0.00010851 0.10000000 0.10000000 0.10000000 0.10000000 0.00000914 0.10000000 0.00008610 0.10000000 0.10000000 0.00011764 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007161 0.00000835 0.10000000 0.00009457 0.10000000 0.00008082 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008545 0.00007656 0.10000000 0.00008632 0 0.10000000 0.00001176 0.00000678 0.10000000 0.10000000 0.00000208 0.00001096 0.00000208 0.10000000 0.10000000 0.10000000 0.10000000 0.00000469 0.10000000 0.10000000 0.00010657 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00014631 0.00008224 0.10000000 0.10000000 0.10000000 0.00006995 0.00000678 0.10000000 0.00000208 0.10000000 0.10000000 0.10000000 0.00007391 0.10000000 0.00004808 0.10000000 0.10000000 0.00006946 0.10000000 0.00011426 0.00000704 0.10000000 0.00001384 0.00102315 0.10000000 0.00007634 0.00097743 0.10000000 0.10000000 0.00009304 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007769 0.00007425 0.00009580 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000365 0.10000000 0.00000391 0.00000548 0.00008001 0.10000000 0.00000292 0.00007123
s_253 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00135252 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000247 0.00135432 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00135996 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_225 0.10000000 0.00108377 0.10000000 0.10000000 0.10000000 0.00000913 0.10000000 0.00000888 0.10000000 0.10000000 0.00008522 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007596 0.00000836 0.00009786 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007519 0.00000853 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000757 0.00000283 0.00000627 0.00096522 0.00000757 0.00007526 0.10000000 0.10000000 0.00011277 0.10000000 0.10000000 0.10000000 0.10000000 0.00007567 0.10000000 0.00011091 0.10000000 0.10000000 0.10000000 0.10000000 0.00000412 0.10000000 0.00008408 0.10000000 0.10000000 0.00011725 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007118 0.00000180 0.10000000 0.00009436 0.10000000 0.00008210 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008700 0.00007953 0.10000000 0.00008678 0.00001176 0.10000000 0 0.00000810 0.10000000 0.10000000 0.00000862 0.00000232 0.00000757 0.10000000 0.10000000 0.10000000 0.10000000 0.00000627 0.10000000 0.10000000 0.00010788 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00014377 0.00008191 0.10000000 0.10000000 0.10000000 0.00006960 0.00001124 0.10000000 0.00000862 0.10000000 0.10000000 0.10000000 0.00007252 0.10000000 0.00004218 0.10000000 0.10000000 0.00007281 0.10000000 0.00011164 0.00001071 0.10000000 0.00000361 0.00102298 0.10000000 0.00007812 0.00097851 0.10000000 0.10000000 0.00009275 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007659 0.00007417 0.00009683 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000627 0.10000000 0.00000706 0.00000601 0.00008182 0.10000000 0.00000585 0.00007088
s_167 0.10000000 0.00108233 0.10000000 0.10000000 0.10000000 0.00000496 0.10000000 0.00000156 0.10000000 0.10000000 0.00008041 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007378 0.00000261 0.00009518 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007385 0.00000969 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000261 0.00001018 0.00000496 0.00096602 0.00000548 0.00007281 0.10000000 0.10000000 0.00011035 0.10000000 0.10000000 0.10000000 0.10000000 0.00007459 0.10000000 0.00010768 0.10000000 0.10000000 0.10000000 0.10000000 0.00000470 0.10000000 0.00008330 0.10000000 0.10000000 0.00011603 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007086 0.00000548 0.10000000 0.00009185 0.10000000 0.00008020 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008301 0.00007486 0.10000000 0.00008466 0.00000678 0.10000000 0.00000810 0 0.10000000 0.10000000 0.00000522 0.00000783 0.00000522 0.10000000 0.10000000 0.10000000 0.10000000 0.00000600 0.10000000 0.10000000 0.00010492 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00014334 0.00007919 0.10000000 0.10000000 0.10000000 0.00006801 0.00000313 0.10000000 0.00000522 0.10000000 0.10000000 0.10000000 0.00007353 0.10000000 0.00004653 0.10000000 0.10000000 0.00006935 0.10000000 0.00011152 0.00000548 0.10000000 0.00000835 0.00102337 0.10000000 0.00007545 0.00097727 0.10000000 0.10000000 0.00009218 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007541 0.00007283 0.00009280 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000365 0.10000000 0.00000391 0.00000704 0.00008044 0.10000000 0.00000452 0.00006979
s_132 0.10000000 0.10000000 0.10000000 0.00000836 0.00000662 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000367 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_127 0.00000767 0.10000000 0.00005270 0.10000000 0.10000000 0.10000000 0.00000344 0.10000000 0.00000660 0.00001170 0.10000000 0.10000000 0.00000719 0.00000985 0.00000687 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00004974 0.10000000 0.10000000 0.10000000 0.00000713 0.10000000 0.00000665 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000185 0.10000000 0.10000000 0.10000000 0.10000000 0.00000718 0.10000000 0.00000291 0.10000000 0.10000000 0.10000000 0.00000371 0.10000000 0.10000000 0.10000000 0.10000000 0.00000772 0.00000798 0.10000000 0.00000740 0.00000502 0.00000720 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000611 0.10000000 0.00000628 0.10000000 0.10000000 0.00000132 0.00005493 0.00000665 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.00000898 0.10000000 0.10000000 0.10000000 0.00004724 0.00000985 0.10000000 0.00000786 0.10000000 0.00000608 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000533 0.10000000 0.10000000 0.10000000 0.10000000 0.00000317 0.10000000 0.00000559 0.00000581 0.00000555 0.10000000 0.00000766 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000581 0.10000000 0.10000000 0.00000608 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000558 0.10000000 0.10000000 0.00001057 0.00000559 0.10000000 0.00000767 0.10000000 0.10000000 0.10000000 0.00000666 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000774 0.10000000 0.10000000 0.10000000 0.00004887 0.10000000 0.10000000
