s_2377	s_2405	F_28	s_2393	F_47	F_17	F_12	s_2384	F_53	F_35	s_2373	F_51	s_2382	F_58	F_13	s_2370	F_37	s_2366	s_2414	s_2399	s_2368	F_39	s_2344	s_2371	F_44	s_2408	s_2401	s_2364	F_64	F_31	s_2387	F_61	G_2	s_2367	F_26	F_19	s_2390	F_21	s_2337	s_2360	G_5	s_2396	F_32	s_2391	s_2349	s_2336	F_56	s_2410	F_59	s_2412	F_41	s_2379	F_27	F_54	F_15	s_2340	s_2356	F_45	s_2361	s_2389	s_2335	F_24	s_2345	s_2397	s_2354	G_9	s_2403	G_4	s_2369	F_52	F_34	s_2363	F_25	F_11	F_18	F_62	s_2404	s_2378	F_43	F_29	s_2347	s_2409	F_42	F_40	s_2406	F_14	F_60	s_2353	F_48	F_20	s_2376	F_23	F_57	s_2343	s_2372	s_2388	s_2386	s_2400	F_36	F_66	F_38	G_7	s_2385	s_2338	s_2380	F_55	s_2398	s_2413	F_67	F_46	F_65	s_2350	G_8	s_2362	s_2381	F_63	s_2395	F_16	G_1	s_2355	F_22	s_2407	s_2415	G_6	F_30	s_2392	s_2411	s_2374	s_2348	s_2394	G_3	s_2351	s_2402	F_33	F_50	s_2383	F_49	s_2359	s_2365	s_2346
F_18 0.00001596 0.01450945 0.00002889 0.01418109 0.00000971 0.00001021 0.01383258 0.01422118 0.01385313 0.00043839 0.01338981 0.00024100 0.00002555 0.01457414 0.01396677 0.00001439 0.01418310 0.00001512 0.01337678 0.01450014 0.00001316 0.00001772 0.01450524 0.00005848 0.07610941 0.01469117 0.01449720 0.01317615 0.15237258 0.01423813 0.00004495 0.00002938 0.01402409 0.00003284 0.01419529 0.00006277 0.00006030 0.00035947 0.00001440 0.00001537 0.00019541 0.01442085 0.01374757 0.00001566 0.00001578 0.00001511 0.01461682 0.00001319 0.00001212 0.01476051 0.00004498 0.01499860 0.00001456 0.01423195 0.01490474 0.01278643 0.01337473 0.01423301 0.01321486 0.00001517 0.08329271 0.01498388 0.01500159 0.01482017 0.01332896 0.00015664 0.01467226 0.00004884 0.00006179 0.01451753 0.01379678 0.01371599 0.00004931 0.01498205 0 0.16114790 0.01455832 0.07944289 0.00035434 0.01428763 0.01466694 0.01450001 0.01373007 0.01402034 0.01472400 0.00003176 0.07609427 0.01320040 0.01422082 0.01442823 0.01466570 0.00004854 0.01478155 0.01480550 0.01392968 0.00001591 0.00002535 0.01449585 0.00001212 0.00003185 0.01434010 0.00014420 0.00007051 0.01493416 0.07851918 0.00035384 0.01467152 0.01452100 0.00015397 0.00002815 0.01574333 0.00009788 0.01402270 0.01332013 0.00006987 0.00036234 0.01464918 0.00002731 0.01528319 0.01333101 0.00015916 0.01467048 0.00033904 0.00015446 0.01389635 0.00001590 0.00001418 0.01332493 0.00001414 0.01468256 0.01498177 0.05619887 0.01442171 0.01385445 0.15193181 0.00002585 0.00002183 0.00001561 0.01323877 0.01382998
F_62 1.00000000 1.00000000 0.16114790 1.00000000 0.16114790 0.16114790 0.16114790 1.00000000 0.16114790 0.16114790 1.00000000 0.16114790 1.00000000 0.16114790 0.16114790 1.00000000 0.16114790 1.00000000 1.00000000 1.00000000 1.00000000 0.16114790 1.00000000 1.00000000 0.16629956 1.00000000 1.00000000 1.00000000 0.16652927 0.16114790 0.16114790 0.16114790 0.03222958 0.16114790 0.16114790 0.16114790 0.16114790 0.16114790 1.00000000 1.00000000 0.16114790 1.00000000 0.16114790 1.00000000 1.00000000 1.00000000 0.16114790 1.00000000 0.16114790 1.00000000 0.16114790 1.00000000 0.16114790 0.16114790 0.16114790 1.00000000 1.00000000 0.16114790 1.00000000 1.00000000 1.00000000 0.16114790 1.00000000 1.00000000 1.00000000 0.16114790 1.00000000 0.16114790 1.00000000 0.16114790 0.16114790 1.00000000 0.16114790 0.16114790 0.16114790 0 1.00000000 1.00000000 0.16114790 0.16114790 1.00000000 1.00000000 0.08057395 0.16114790 1.00000000 0.16114790 0.16629956 1.00000000 0.16114790 0.16114790 1.00000000 0.16114790 0.16114790 1.00000000 1.00000000 1.00000000 1.00000000 1.00000000 0.16114790 0.16158285 0.06528452 0.03222958 0.16114790 1.00000000 1.00000000 0.16114790 1.00000000 1.00000000 0.16158285 0.16114790 0.16158285 1.00000000 0.03222958 1.00000000 0.16114790 0.16158285 1.00000000 0.16114790 0.16114790 1.00000000 0.16114790 1.00000000 1.00000000 0.16114790 0.16114790 1.00000000 1.00000000 1.00000000 1.00000000 1.00000000 0.16114790 1.00000000 1.00000000 0.16114790 0.16629956 1.00000000 0.16114790 1.00000000 1.00000000 1.00000000
s_2404 0.01453387 0.00002382 0.01458717 0.00002513 0.01465873 0.01462727 0.01260017 0.00011197 0.01259431 0.01382282 0.01582111 0.01369204 0.01477760 0.01349795 0.01341952 0.01450988 0.01354361 0.01472438 0.01578144 0.00003021 0.01471043 0.01466868 0.00002716 0.01473227 0.07585521 0.00003417 0.00002474 0.01549334 0.15209224 0.01620703 0.01469444 0.01460202 0.01320231 0.01472442 0.01398639 0.01463594 0.01477537 0.01467382 0.01450430 0.01470805 0.01367196 0.00002807 0.01261413 0.01473892 0.01468640 0.01450115 0.01236622 0.01470874 0.01458773 0.00002072 0.01478911 0.00002911 0.01464032 0.01619890 0.01501198 0.01534522 0.01583901 0.01620845 0.01568686 0.01493469 0.08236118 0.01510680 0.00006255 0.00002790 0.01582157 0.01365921 0.00002834 0.01464285 0.01468999 0.01551191 0.01329597 0.01575708 0.01471192 0.01508965 0.01455832 1.00000000 0 0.07910227 0.01371177 0.01613567 0.00010837 0.00003144 0.01262356 0.01354838 0.00002784 0.01464550 0.07586432 0.01558953 0.01632411 0.01517823 0.00002572 0.01470097 0.00006285 0.00002885 0.01456184 0.01476028 0.01477762 0.00003046 0.01471164 0.01464623 0.01350276 0.01363733 0.01458351 0.00019330 0.07755723 0.01369972 0.00004004 0.00002620 0.01364537 0.01460298 0.01523553 0.01464782 0.01286954 0.01577425 0.01456990 0.01472551 0.00002529 0.01459960 0.01533626 0.01576687 0.01368809 0.00003192 0.01474390 0.01370273 0.01567401 0.01485988 0.01471488 0.01563143 0.01458477 0.00003290 0.01501242 0.04822010 0.00002832 0.01260656 0.15165458 0.01464984 0.01454913 0.01468584 0.01562626 0.00009540
s_2378 0.07931088 0.07925543 0.07626596 0.07917678 0.07940410 0.07945268 0.08275026 0.07913073 0.08272598 0.07534378 0.07453217 0.07949542 0.07958644 0.08259613 0.08212528 0.07965915 0.08177730 0.07967429 0.07581150 0.07916424 0.07966591 0.07938835 0.07904989 0.07972054 0.07487806 0.07953547 0.07916764 0.07633463 0.15289367 0.08016528 0.07953657 0.07626685 0.08096290 0.07966517 0.08260575 0.07986455 0.07953840 0.07609278 0.07965708 0.07966232 0.07954418 0.07917764 0.08235467 0.07953694 0.07944283 0.07965116 0.08270147 0.07958941 0.07946142 0.07918961 0.07979230 0.07948140 0.07941381 0.08023808 0.07602747 0.07914351 0.07548818 0.08015470 0.07987942 0.07957031 0.00000059 0.07602153 0.07933162 0.07903903 0.07535118 0.07966335 0.07922659 0.07985959 0.07937992 0.08280061 0.08215010 0.07315150 0.07983418 0.07600620 0.07944289 1.00000000 0.07910227 0 0.07539910 0.08021515 0.07908554 0.07922318 0.08263702 0.08095256 0.07966597 0.07621340 0.07486771 0.07940467 0.08010560 0.07841544 0.07907507 0.07978602 0.07913932 0.07905978 0.07069911 0.07954358 0.07954074 0.07917332 0.07983254 0.07618850 0.08225195 0.07934865 0.07952461 0.07862852 0.00002266 0.07555233 0.07904986 0.07915724 0.07931078 0.07626598 0.08331738 0.07895466 0.08096169 0.07522883 0.07953690 0.07603624 0.07905449 0.07619788 0.07762174 0.07528174 0.07958812 0.07924804 0.07625430 0.07958921 0.08068697 0.07954277 0.07958688 0.07440894 0.07965837 0.07882715 0.07615929 0.00415240 0.07917367 0.08230512 0.15145383 0.07954423 0.07954544 0.07965736 0.07478643 0.07404980
F_43 0.00037332 0.01365602 0.00011825 0.01334009 0.00039870 0.00040653 0.01385972 0.01338059 0.01387217 0.00005505 0.01286543 0.00136394 0.00036360 0.01524536 0.01403552 0.00037024 0.01421218 0.00037090 0.01300491 0.01364967 0.00035034 0.00035378 0.01365314 0.00038199 0.07564136 0.01381132 0.01364736 0.01299792 0.15221771 0.01420151 0.00036311 0.00012015 0.01432110 0.00037058 0.01420631 0.00100943 0.00038517 0.00002346 0.00036943 0.00034694 0.00136843 0.01357099 0.01367812 0.00038498 0.00041645 0.00037079 0.01513083 0.00037042 0.00034038 0.01391145 0.00102684 0.01409655 0.00034841 0.01393424 0.01309506 0.01343463 0.01319493 0.01393198 0.01385285 0.00038550 0.07974611 0.01324229 0.01408094 0.01393804 0.01303358 0.00136557 0.01379344 0.00101045 0.00030020 0.01451293 0.01380841 0.01349658 0.00107526 0.01329558 0.00035434 0.16114790 0.01371177 0.07539910 0 0.01435587 0.01378814 0.01365460 0.01380552 0.01392897 0.01381958 0.00011957 0.07529672 0.01392093 0.01387463 0.01391544 0.01378721 0.00106640 0.01363443 0.01392401 0.01444974 0.00036531 0.00036480 0.01364608 0.00100584 0.00012201 0.01447645 0.00125214 0.00035795 0.01400587 0.07464782 0.00002412 0.01379121 0.01367001 0.00135374 0.00011702 0.01687128 0.00061755 0.01431971 0.01305419 0.00035964 0.00002221 0.01379393 0.00011813 0.01356580 0.01306461 0.00136459 0.01379449 0.00007189 0.00135562 0.01381922 0.00038642 0.00036922 0.01297768 0.00036691 0.01382890 0.01312511 0.05194220 0.01357277 0.01386369 0.15130213 0.00037964 0.00036189 0.00036926 0.01337696 0.01308686
F_29 0.01395268 0.01594544 0.01412062 0.01554397 0.01428631 0.01427844 0.01478926 0.01574489 0.01480404 0.01425946 0.01502671 0.01439964 0.01418199 0.01470795 0.01410581 0.01412367 0.01462725 0.01413059 0.01505904 0.01605332 0.01415416 0.01414466 0.01597234 0.01412984 0.07444666 0.01611721 0.01605012 0.01496907 0.15114049 0.00000689 0.01413877 0.01416063 0.01464698 0.01410309 0.01442303 0.01416026 0.01410071 0.01411883 0.01422929 0.01415420 0.01421526 0.01596734 0.01448473 0.01409338 0.01412989 0.01413589 0.01510724 0.01414050 0.01415255 0.01630642 0.01433556 0.01666056 0.01419604 0.00000583 0.01599948 0.01469878 0.01503419 0.00000838 0.01518778 0.01413194 0.08201149 0.01598587 0.01669731 0.01631687 0.01506525 0.01408050 0.01616127 0.01411743 0.01416143 0.01432826 0.01352377 0.01507663 0.01417525 0.01588140 0.01428763 0.16114790 0.01613567 0.08021515 0.01435587 0 0.01624456 0.01603726 0.01454556 0.01367330 0.01626521 0.01417010 0.07462075 0.01509695 0.00000365 0.01574916 0.01609789 0.01415735 0.01631677 0.01629127 0.01593459 0.01410411 0.01413319 0.01603869 0.01419173 0.01416217 0.01325616 0.01406593 0.01412774 0.01613681 0.07725566 0.01433310 0.01617703 0.01604581 0.01431363 0.01416455 0.01538153 0.01383073 0.01464392 0.01508643 0.01414696 0.01419630 0.01612893 0.01420205 0.01571796 0.01508445 0.01411834 0.01610532 0.01423130 0.01408694 0.01479567 0.01414614 0.01412780 0.01516127 0.01413431 0.01625651 0.01570368 0.05602286 0.01598156 0.01479177 0.15105909 0.01418134 0.01411901 0.01413310 0.01492046 0.01541971
s_2347 0.01471014 0.00003264 0.01466952 0.00002145 0.01474536 0.01470927 0.01259851 0.00002120 0.01257621 0.01390171 0.01579941 0.01376122 0.01474718 0.01349377 0.01347384 0.01468522 0.01363323 0.01468384 0.01577959 0.00008431 0.01467735 0.01463877 0.00002097 0.01469350 0.07603356 0.00002516 0.00008646 0.01548396 0.15212840 0.01620721 0.01482364 0.01468490 0.01341379 0.01468299 0.01398226 0.01469202 0.01479040 0.01478179 0.01448185 0.01466641 0.01374389 0.00002215 0.01260433 0.01474947 0.01482756 0.01447842 0.01233971 0.01478498 0.01464814 0.00002263 0.01485195 0.00007602 0.01469966 0.01626185 0.01500959 0.01536777 0.01581969 0.01621211 0.01566512 0.01484348 0.08231190 0.01510451 0.00003847 0.00001787 0.01580084 0.01372947 0.00001477 0.01469379 0.01469369 0.01560000 0.01328255 0.01594547 0.01476799 0.01507994 0.01466694 1.00000000 0.00010837 0.07908554 0.01378814 0.01624456 0 0.00002501 0.01260745 0.01354804 0.00002321 0.01473076 0.07603960 0.01554578 0.01639272 0.01516297 0.00001358 0.01476448 0.00005528 0.00000692 0.01505303 0.01477371 0.01474812 0.00009481 0.01477235 0.01473140 0.01358309 0.01371146 0.01469198 0.00019314 0.08084319 0.01380396 0.00002097 0.00001548 0.01373070 0.01467601 0.01525724 0.01492692 0.01308964 0.01575976 0.01467319 0.01482165 0.00001383 0.01467950 0.01532483 0.01574797 0.01376579 0.00001953 0.01482488 0.01377295 0.01567334 0.01479265 0.01479518 0.01567765 0.01468304 0.00002015 0.01499626 0.05280511 0.00009886 0.01260376 0.15166363 0.01475111 0.01460580 0.01464544 0.01572562 0.00001482
s_2409 0.01453141 0.00002668 0.01452883 0.00001798 0.01460510 0.01456901 0.01260073 0.00001951 0.01259521 0.01376257 0.01578980 0.01363000 0.01477706 0.01349541 0.01354434 0.01450743 0.01354193 0.01472166 0.01576558 0.00007790 0.01470744 0.01452974 0.00002097 0.01472955 0.07622450 0.00002345 0.00002025 0.01546445 0.15212156 0.01602959 0.01469203 0.01454450 0.01345339 0.01472171 0.01398600 0.01457543 0.01479273 0.01461681 0.01450131 0.01470561 0.01361409 0.00001905 0.01261958 0.01475438 0.01468347 0.01449870 0.01236645 0.01466663 0.01453209 0.00002001 0.01473482 0.00006656 0.01458303 0.01622822 0.01499857 0.01532704 0.01581061 0.01618999 0.01565562 0.01493049 0.08230196 0.01509366 0.00003004 0.00001789 0.01579108 0.01360021 0.00001524 0.01458513 0.01468747 0.01551751 0.01327508 0.01560845 0.01465118 0.01508293 0.01450001 1.00000000 0.00003144 0.07922318 0.01365460 0.01603726 0.00002501 0 0.01263222 0.01330068 0.00001686 0.01459032 0.07623233 0.01556095 0.01630720 0.01515207 0.00002311 0.01464770 0.00004815 0.00001598 0.01451973 0.01477765 0.01477735 0.00001882 0.01465665 0.01459097 0.01349185 0.01357751 0.01458297 0.00019570 0.07750522 0.01364317 0.00001288 0.00001382 0.01359308 0.01454322 0.01525483 0.01458608 0.01312963 0.01574523 0.01456925 0.01466551 0.00001312 0.01453856 0.01532994 0.01573618 0.01362733 0.00001929 0.01468357 0.01364260 0.01567130 0.01487729 0.01467136 0.01556408 0.01458205 0.00002043 0.01500218 0.04823068 0.00002096 0.01261113 0.15166055 0.01464919 0.01448864 0.01468312 0.01555272 0.00003502
F_42 0.01380845 0.01262883 0.01379343 0.01218340 0.01380210 0.01380310 0.00000026 0.01265389 0.00000828 0.01368306 0.01477080 0.01370332 0.01376865 0.01231531 0.01305918 0.01383483 0.01270603 0.01383490 0.01481666 0.01265335 0.01375617 0.01374484 0.01264541 0.01376061 0.07540617 0.01272702 0.01261781 0.01454644 0.15141688 0.01454659 0.01372667 0.01374949 0.00902449 0.01382053 0.01306947 0.01368559 0.01372365 0.01381611 0.01385025 0.01384059 0.01372026 0.01260504 0.00007516 0.01383163 0.01370843 0.01383836 0.01242500 0.01374125 0.01379312 0.01263750 0.01369363 0.01272144 0.01373056 0.01457199 0.01521227 0.01434193 0.01479137 0.01463621 0.01471796 0.01382975 0.08425808 0.01519299 0.01272452 0.01261964 0.01481978 0.01379106 0.01260172 0.01378493 0.01384767 0.01491220 0.01266265 0.01494574 0.01373567 0.01518551 0.01373007 0.08057395 0.01262356 0.08263702 0.01380552 0.01454556 0.01260745 0.01263222 0 0.01293857 0.01269178 0.01377457 0.07542400 0.01475335 0.01460935 0.01506575 0.01261077 0.01384472 0.01256039 0.01260246 0.01529129 0.01382444 0.01375694 0.01261790 0.01380109 0.01373912 0.01304638 0.01360432 0.01375035 0.01268871 0.08023338 0.01380851 0.01261718 0.01263547 0.01375607 0.01375080 0.01461513 0.01367103 0.00902287 0.01478372 0.01374160 0.01367045 0.01263584 0.01378774 0.01522085 0.01477898 0.01370587 0.01263522 0.01381070 0.01382524 0.01475092 0.01373820 0.01383326 0.01480347 0.01374366 0.01261845 0.01508992 0.05551396 0.01265276 0.00000078 0.15174204 0.01377561 0.01377013 0.01383922 0.01485444 0.01184567
F_40 0.01396489 0.01330199 0.01392827 0.01307825 0.01404182 0.01404005 0.01299481 0.01352623 0.01296078 0.01390613 0.01470371 0.01391629 0.01392500 0.01258334 0.00997556 0.01393604 0.01283525 0.01392980 0.01471217 0.01330903 0.01391837 0.01397484 0.01354770 0.01398872 0.07445955 0.01349925 0.01331005 0.01452668 0.15207429 0.01346799 0.01391376 0.01391022 0.01290880 0.01396098 0.00994395 0.01394540 0.01394892 0.01394711 0.01392813 0.01393916 0.01391455 0.01329855 0.01279374 0.01391032 0.01397155 0.01394778 0.01347966 0.01391737 0.01393290 0.01367231 0.01400440 0.01387689 0.01394693 0.01344290 0.01495121 0.01423259 0.01472209 0.01347296 0.01462734 0.01393065 0.08438136 0.01501926 0.01385053 0.01370374 0.01472526 0.01392762 0.01355071 0.01395829 0.01395461 0.01460157 0.00001642 0.01498727 0.01396793 0.01503979 0.01402034 0.16114790 0.01354838 0.08095256 0.01392897 0.01367330 0.01354804 0.01330068 0.01293857 0 0.01350113 0.01391133 0.07448786 0.01461122 0.01361832 0.01472268 0.01354878 0.01391928 0.01369091 0.01369500 0.01540897 0.01392700 0.01390710 0.01330483 0.01397107 0.01392321 0.01160452 0.01380837 0.01397333 0.01384911 0.08035302 0.01396079 0.01345213 0.01332861 0.01393585 0.01391882 0.00951039 0.01408838 0.01290851 0.01467328 0.01395447 0.01403468 0.01345000 0.01389734 0.01496242 0.01468809 0.01392007 0.01353994 0.01401721 0.01392682 0.01407025 0.01394905 0.01393276 0.01477881 0.01393589 0.01368490 0.01484301 0.05606326 0.01330657 0.01294761 0.15201714 0.01393661 0.01394558 0.01393182 0.01477912 0.01281160
s_2406 0.01470351 0.00001930 0.01472645 0.00001346 0.01480499 0.01476756 0.01269599 0.00001488 0.01267217 0.01393926 0.01596235 0.01379142 0.01495512 0.01360646 0.01368249 0.01467820 0.01358934 0.01489891 0.01591970 0.00007206 0.01488413 0.01469477 0.00001588 0.01490701 0.07582019 0.00002028 0.00001954 0.01561939 0.15215805 0.01627514 0.01486942 0.01474289 0.01357760 0.01489923 0.01414934 0.01474179 0.01497241 0.01484209 0.01467242 0.01488248 0.01377425 0.00001441 0.01270104 0.01493296 0.01484691 0.01466863 0.01244000 0.01484388 0.01470494 0.00001783 0.01490582 0.00001272 0.01474994 0.01631517 0.01512711 0.01546767 0.01597153 0.01642873 0.01581103 0.01511422 0.08290597 0.01522349 0.00002954 0.00001565 0.01595137 0.01375990 0.00001221 0.01475199 0.01488891 0.01567877 0.01345673 0.01588783 0.01481967 0.01519766 0.01472400 1.00000000 0.00002784 0.07966597 0.01381958 0.01626521 0.00002321 0.00001686 0.01269178 0.01350113 0 0.01478173 0.07583088 0.01571734 0.01653751 0.01528194 0.00001050 0.01481603 0.00004961 0.00001199 0.01463229 0.01495756 0.01495530 0.00001881 0.01482582 0.01478239 0.01365329 0.01373737 0.01474745 0.00019266 0.07791626 0.01383600 0.00001810 0.00001050 0.01376027 0.01473319 0.01543836 0.01474363 0.01324502 0.01590013 0.01474189 0.01488370 0.00001150 0.01473624 0.01544954 0.01589287 0.01378855 0.00002028 0.01488618 0.01380360 0.01583707 0.01505949 0.01484872 0.01575896 0.01475522 0.00001824 0.01511953 0.04698307 0.00007476 0.01267842 0.15163408 0.01482379 0.01465307 0.01485927 0.01563512 0.00003126
F_14 0.00019231 0.01460055 0.00000752 0.01424356 0.00003029 0.00003029 0.01375804 0.01429755 0.01380696 0.00020894 0.01285382 0.00142800 0.00020135 0.01501044 0.01400172 0.00018953 0.01415441 0.00019026 0.01299866 0.01457141 0.00018874 0.00003094 0.01459838 0.00020456 0.07541488 0.01476954 0.01457010 0.01284962 0.15229954 0.01411381 0.00019167 0.00000658 0.01394497 0.00019194 0.01448986 0.00002727 0.00019145 0.00002507 0.00018868 0.00019100 0.00138595 0.01450084 0.01370878 0.00018960 0.00019048 0.00018995 0.01540487 0.00018861 0.00018611 0.01485077 0.00002900 0.01506435 0.00003047 0.01412911 0.01425434 0.01330448 0.01306681 0.01410875 0.01366027 0.00018955 0.08039641 0.01427302 0.01506656 0.01487462 0.01299155 0.00134872 0.01473808 0.00003196 0.00023295 0.01445703 0.01379374 0.01296244 0.00003106 0.01430152 0.00003176 0.16114790 0.01464550 0.07621340 0.00011957 0.01417010 0.01473076 0.01459032 0.01377457 0.01391133 0.01478173 0 0.07540078 0.01365795 0.01410227 0.01503541 0.01472952 0.00003081 0.01486619 0.01486966 0.01460303 0.00019070 0.00020641 0.01456929 0.00002868 0.00001034 0.01451702 0.00132535 0.00020301 0.01519074 0.07543469 0.00012381 0.01473771 0.01461145 0.00135380 0.00000822 0.01699928 0.00013145 0.01393059 0.01299049 0.00020253 0.00002966 0.01474076 0.00000728 0.01464604 0.01300124 0.00135453 0.01473355 0.00003466 0.00134478 0.01386876 0.00018974 0.00018880 0.01299446 0.00018869 0.01477093 0.01413842 0.05322213 0.01449370 0.01380826 0.15213514 0.00020107 0.00018958 0.00019104 0.01329784 0.01396240
F_60 0.07508738 0.07623758 0.07519301 0.07319957 0.07624528 0.07629014 0.07565178 0.07621542 0.07587409 0.07485314 0.07593667 0.07535473 0.07537689 0.07589979 0.07586927 0.07537112 0.07623983 0.07532736 0.07625033 0.07613403 0.07534759 0.07528734 0.07624093 0.07533884 0.00000311 0.07602156 0.07575320 0.07593482 0.15112490 0.07441838 0.07501443 0.07540755 0.07536911 0.07517428 0.07550903 0.07501422 0.07516964 0.07515103 0.07536569 0.07532905 0.07503255 0.07577311 0.07566830 0.07516182 0.07510818 0.07534801 0.07608349 0.07532819 0.07498109 0.07586518 0.07613958 0.07620454 0.07539198 0.07460178 0.07538447 0.07423873 0.07603617 0.07453518 0.07544924 0.07515832 0.07735003 0.07558579 0.07599640 0.07604578 0.07601514 0.07531504 0.07604288 0.07539807 0.07502319 0.07633228 0.07571145 0.07625089 0.07527219 0.07555756 0.07609427 0.16629956 0.07586432 0.07486771 0.07529672 0.07462075 0.07603960 0.07623233 0.07542400 0.07448786 0.07583088 0.07540078 0 0.07574813 0.07449895 0.07484083 0.07603570 0.07536712 0.07587075 0.07605160 0.07321384 0.07518748 0.07537784 0.07575471 0.07532298 0.07539710 0.07580767 0.07447933 0.07522986 0.07554905 0.07139583 0.07511512 0.07604669 0.07587292 0.07539180 0.07519423 0.07593082 0.07501740 0.07532965 0.07566653 0.07524936 0.07615022 0.07625679 0.07513222 0.07522139 0.07569530 0.07540293 0.07602994 0.07629150 0.07534807 0.07649277 0.07517456 0.07534120 0.07587705 0.07538954 0.07609274 0.07407756 0.06222121 0.07611775 0.07557209 0.15147565 0.07542064 0.07507060 0.07516986 0.07550329 0.07096570
s_2353 0.01325469 0.01557193 0.01365459 0.01556174 0.01325329 0.01320332 0.01476090 0.01540060 0.01474230 0.01379124 0.00029412 0.01376544 0.01323643 0.01471311 0.01476448 0.01329276 0.01303386 0.01329276 0.00001520 0.01558398 0.01322506 0.01315503 0.01555584 0.01329437 0.07573406 0.01569452 0.01559230 0.00001336 0.15159591 0.01487872 0.01327618 0.01372775 0.01510555 0.01329246 0.01454414 0.01374655 0.01335515 0.01395382 0.01322453 0.01320632 0.01372627 0.01559486 0.01479495 0.01327852 0.01324457 0.01327449 0.01558054 0.01328816 0.01321603 0.01559043 0.01382183 0.01568997 0.01320824 0.01476190 0.00449824 0.00006574 0.00001694 0.01477656 0.00000074 0.01328062 0.08290651 0.00449670 0.01571600 0.01558793 0.00002422 0.01368949 0.01559449 0.01367946 0.01314755 0.01396251 0.01448542 0.00140620 0.01376573 0.00449599 0.01320040 1.00000000 0.01558953 0.07940467 0.01392093 0.01509695 0.01554578 0.01556095 0.01475335 0.01461122 0.01571734 0.01365795 0.07574813 0 0.01471271 0.00405088 0.01558716 0.01376515 0.01558268 0.01553015 0.00039405 0.01334320 0.01321967 0.01556485 0.01376796 0.01379136 0.01517188 0.01376137 0.01330890 0.01589202 0.08182535 0.01387038 0.01557437 0.01560411 0.01369723 0.01380340 0.01559087 0.01297754 0.01490600 0.00001695 0.01321541 0.01403238 0.01558371 0.01374627 0.00459481 0.00001367 0.01369356 0.01557043 0.01406198 0.01376496 0.01471112 0.01336347 0.01336236 0.00015827 0.01327752 0.01555395 0.00418754 0.05879760 0.01557100 0.01473780 0.14738849 0.01331722 0.01322260 0.01321799 0.00105819 0.01481068
F_48 0.01389015 0.01629472 0.01405099 0.01571401 0.01420845 0.01420717 0.01467630 0.01608241 0.01465990 0.01390002 0.01460940 0.01421660 0.01412719 0.01462762 0.01408149 0.01406404 0.01455416 0.01407319 0.01462342 0.01632056 0.01408561 0.01409096 0.01605230 0.01407470 0.07455754 0.01654116 0.01632658 0.01456150 0.15118085 0.00000690 0.01406639 0.01408832 0.01450629 0.01404597 0.01442352 0.01409453 0.01403113 0.01404440 0.01406982 0.01409359 0.01406670 0.01631929 0.01430658 0.01403456 0.01405724 0.01407947 0.01506859 0.01408266 0.01400654 0.01630689 0.01430299 0.01657263 0.01412734 0.00000585 0.01587643 0.01432140 0.01461159 0.00000790 0.01481442 0.01406310 0.08157478 0.01586424 0.01665364 0.01627104 0.01464271 0.01393474 0.01625315 0.01406544 0.01411269 0.01429851 0.01344525 0.01504127 0.01411674 0.01575444 0.01422082 0.16114790 0.01632411 0.08010560 0.01387463 0.00000365 0.01639272 0.01630720 0.01460935 0.01361832 0.01653751 0.01410227 0.07449895 0.01471271 0 0.01579314 0.01628623 0.01409913 0.01624253 0.01627776 0.01562211 0.01403313 0.01407064 0.01631435 0.01409413 0.01408172 0.01334813 0.01386868 0.01405396 0.01638418 0.07730272 0.01417355 0.01632511 0.01618705 0.01414678 0.01408428 0.01536632 0.01375378 0.01450321 0.01468132 0.01408798 0.01411571 0.01627863 0.01414616 0.01559376 0.01467570 0.01396481 0.01628601 0.01417580 0.01394245 0.01474925 0.01407394 0.01406226 0.01475754 0.01407634 0.01631763 0.01559225 0.05622048 0.01631847 0.01468000 0.15083399 0.01411390 0.01401097 0.01407616 0.01487316 0.01512307
