#species	lib	length	genomeID	n50	genome_quality
Bacillus_cereus	N198_BC11	4126286	s_1004	148160	MEDIUM_QUAL
Bacillus_cereus	N199_BC11	4617976	s_1006	392915	HIGH_QUAL
Bacillus_cereus	N200_BC12	2643354	s_1010	40285	MEDIUM_QUAL
Bacillus_cereus	N201_BC11	4470326	s_1012	111112	MEDIUM_QUAL
Bacillus_cereus	N202_BC06	5362062	s_1015	2673447	HIGH_QUAL
Bacillus_cereus	N202_BC09	4095559	s_1016	217616	MEDIUM_QUAL
Bacillus_cereus	N203_BC01	5363502	s_1017	4994734	HIGH_QUAL
Bacillus_cereus	N204_BC03	3961479	s_1020	2690277	MEDIUM_QUAL
Bacillus_cereus	N204_BC09	3458655	s_1023	691734	MEDIUM_QUAL
Bacillus_cereus	N205_BC06	4611326	s_1025	1225963	HIGH_QUAL
Bacillus_cereus	N205_BC07	4868335	s_1026	690188	HIGH_QUAL
Bacillus_cereus	N205_BC09	5292193	s_1027	1534333	HIGH_QUAL
Bacillus_cereus	N206_BC06	4551770	s_1029	363348	MEDIUM_QUAL
Bacillus_cereus	N206_BC09	4985025	s_1030	332945	HIGH_QUAL
Bacillus_cereus	N206_BC10	3260986	s_1031	216478	MEDIUM_QUAL
Bacillus_cereus	N207_BC03	4430496	s_1033	564835	MEDIUM_QUAL
Bacillus_cereus	N207_BC04	5249429	s_1034	907038	HIGH_QUAL
Bacillus_cereus	N207_BC05	5441263	s_1035	3292297	HIGH_QUAL
Bacillus_cereus	N207_BC08	5095883	s_1037	314516	HIGH_QUAL
Bacillus_cereus	N207_BC10	4431742	s_1039	288116	MEDIUM_QUAL
Bacillus_cereus	N207_BC11	3268740	s_1040	173978	MEDIUM_QUAL
Bacillus_cereus	N208_BC07	2625016	s_1041	39175	MEDIUM_QUAL
Bacillus_cereus	N208_BC10	4700275	s_1044	135075	HIGH_QUAL
Bacillus_cereus	N208_BC11	3349952	s_1045	145991	MEDIUM_QUAL
Bacillus_cereus	N209_BC01	5396990	s_1046	2571018	HIGH_QUAL
Bacillus_cereus	N209_BC05	4523990	s_1048	724060	MEDIUM_QUAL
Bacillus_cereus	N210_BC10	4849775	s_1052	572469	HIGH_QUAL
Bacillus_cereus	N210_BC11	5047773	s_1053	192930	HIGH_QUAL
Bacillus_cereus	N211_BC06	4469639	s_1054	300915	MEDIUM_QUAL
Bacillus_cereus	N211_BC11	5793738	s_1056	1277788	MEDIUM_QUAL
Bacillus_cereus	N211_BC12	5539229	s_1057	5414561	HIGH_QUAL
Bacillus_cereus	N212_BC09	5398565	s_1059	5344986	HIGH_QUAL
Bacillus_cereus	N212_BC11	5506021	s_1061	5451379	HIGH_QUAL
Bacillus_cereus	N213_BC02	5454871	s_1062	1968872	HIGH_QUAL
Bacillus_cereus	N213_BC06	4758959	s_1063	1816335	HIGH_QUAL
Bacillus_cereus	N213_BC07	2895109	s_1064	90085	MEDIUM_QUAL
Bacillus_cereus	N213_BC09	3370034	s_1065	784756	MEDIUM_QUAL
Bacillus_cereus	N213_BC11	5515278	s_1067	4382286	HIGH_QUAL
Bacillus_cereus	N213_BC12	5270827	s_1068	3016923	HIGH_QUAL
Bacillus_cereus	N214_BC02	2861585	s_1069	132711	MEDIUM_QUAL
Bacillus_cereus	N214_BC09	3720067	s_1071	284027	MEDIUM_QUAL
Bacillus_cereus	N214_BC10	2542662	s_1072	86264	MEDIUM_QUAL
Bacillus_cereus	N214_BC11	4264598	s_1073	832388	MEDIUM_QUAL
Bacillus_cereus	N215_BC03	4946553	s_1075	730871	HIGH_QUAL
Bacillus_cereus	N215_BC04	4340241	s_1076	302491	MEDIUM_QUAL
Bacillus_cereus	N215_BC09	2981413	s_1078	95658	MEDIUM_QUAL
Bacillus_cereus	N216_BC04	5346870	s_1082	2771270	HIGH_QUAL
Bacillus_cereus	N216_BC05	5303936	s_1083	2930160	HIGH_QUAL
Bacillus_cereus	N216_BC10	3421009	s_1084	112826	MEDIUM_QUAL
Bacillus_cereus	N217_BC02	5395467	s_1085	347079	HIGH_QUAL
Bacillus_cereus	N218_BC01	5352372	s_1087	254977	HIGH_QUAL
Bacillus_cereus	N218_BC02	5278352	s_1088	5225965	HIGH_QUAL
Bacillus_cereus	N218_BC10	5245182	s_1091	5193122	HIGH_QUAL
Bacillus_cereus	N219_BC02	5556879	s_1093	5501733	HIGH_QUAL
Bacillus_cereus	N219_BC04	5523258	s_1094	5450475	HIGH_QUAL
Bacillus_cereus	N221_BC01	5237474	s_1101	1627314	HIGH_QUAL
Bacillus_cereus	N221_BC05	3107220	s_1103	369464	MEDIUM_QUAL
Bacillus_cereus	N222_BC02	5326879	s_1109	5274010	HIGH_QUAL
Bacillus_cereus	N222_BC08	4553919	s_1111	2774066	MEDIUM_QUAL
Bacillus_cereus	N222_BC12	4449094	s_1113	134820	MEDIUM_QUAL
Bacillus_cereus	N223_BC01	5502359	s_1114	5447754	HIGH_QUAL
Bacillus_cereus	N223_BC04	5104677	s_1116	3022914	HIGH_QUAL
Bacillus_cereus	N224_BC01	4910969	s_1121	515950	HIGH_QUAL
Bacillus_cereus	N224_BC05	5406090	s_1123	4041231	HIGH_QUAL
Bacillus_cereus	N225_BC06	4328281	s_1131	779510	MEDIUM_QUAL
Bacillus_cereus	N225_BC07	4120788	s_1132	117975	MEDIUM_QUAL
Bacillus_cereus	N225_BC08	5261638	s_1133	2872079	HIGH_QUAL
Bacillus_cereus	N225_BC11	3452855	s_1134	43900	MEDIUM_QUAL
Bacillus_cereus	N226_BC03	5243504	s_1136	476596	HIGH_QUAL
Bacillus_cereus	N226_BC04	4765056	s_1137	323185	HIGH_QUAL
Bacillus_cereus	N226_BC06	5341781	s_1138	1616257	HIGH_QUAL
Bacillus_cereus	N226_BC08	5367488	s_1140	3959293	HIGH_QUAL
Bacillus_cereus	N227_BC10	4308048	s_1144	461260	MEDIUM_QUAL
Bacillus_cereus	N227_BC12	5244409	s_1145	5192358	HIGH_QUAL
Bacillus_cereus	N228_BC08	4367134	s_1149	252381	MEDIUM_QUAL
Bacillus_cereus	N228_BC10	4576472	s_1150	382691	HIGH_QUAL
Bacillus_cereus	N229_BC07	5423924	s_1154	5352158	HIGH_QUAL
Bacillus_cereus	N229_BC11	5260165	s_1155	5085637	HIGH_QUAL
Bacillus_cereus	N229_BC12	4973169	s_1156	157536	HIGH_QUAL
Bacillus_cereus	N230_BC06	4291375	s_1161	2522096	MEDIUM_QUAL
Bacillus_cereus	N230_BC10	4460264	s_1162	324469	MEDIUM_QUAL
Bacillus_cereus	N230_BC11	5368079	s_1163	2923129	HIGH_QUAL
Bacillus_cereus	N231_BC06	4616232	s_1164	1258501	HIGH_QUAL
Bacillus_cereus	N231_BC08	4792065	s_1165	592476	HIGH_QUAL
Bacillus_cereus	N231_BC09	5442789	s_1166	2762809	HIGH_QUAL
Bacillus_cereus	N231_BC10	5599742	s_1167	1461916	HIGH_QUAL
Bacillus_cereus	N232_BC07	4557647	s_1170	561734	MEDIUM_QUAL
Bacillus_cereus	N233_BC01	4748255	s_1173	244681	HIGH_QUAL
Bacillus_cereus	N233_BC02	5350959	s_1174	933642	HIGH_QUAL
Bacillus_cereus	N233_BC03	5611000	s_1175	1491473	HIGH_QUAL
Bacillus_cereus	N233_BC04	5345557	s_1176	473503	HIGH_QUAL
Bacillus_cereus	N233_BC05	4511422	s_1177	285728	MEDIUM_QUAL
Bacillus_cereus	N234_BC05	3804961	s_1183	3497295	MEDIUM_QUAL
Bacillus_cereus	N234_BC08	5820123	s_1185	4887856	MEDIUM_QUAL
Bacillus_cereus	N235_BC03	5106232	s_1188	693379	HIGH_QUAL
Bacillus_cereus	N235_BC06	5325001	s_1189	452877	HIGH_QUAL
Bacillus_cereus	N235_BC08	4789677	s_1190	3164408	HIGH_QUAL
Bacillus_cereus	N235_BC11	5330324	s_1192	2807755	HIGH_QUAL
Bacillus_cereus	N236_BC02	3101943	s_1194	726956	MEDIUM_QUAL
Bacillus_cereus	N236_BC05	2678814	s_1196	89874	MEDIUM_QUAL
Bacillus_cereus	N236_BC11	4690322	s_1198	687459	HIGH_QUAL
Bacillus_cereus	N237_BC06	4132435	s_1200	522854	MEDIUM_QUAL
Bacillus_cereus	N237_BC11	3753391	s_1203	348658	MEDIUM_QUAL
Bacillus_cereus	N238_BC02	4864721	s_1205	1401361	HIGH_QUAL
Bacillus_cereus	N238_BC03	4071550	s_1206	209223	MEDIUM_QUAL
Bacillus_cereus	N238_BC06	5199531	s_1207	2682045	HIGH_QUAL
Bacillus_cereus	N238_BC11	4293234	s_1208	4210874	MEDIUM_QUAL
Bacillus_cereus	N238_BC12	2594290	s_1209	325074	MEDIUM_QUAL
Bacillus_cereus	N239_BC04	5102277	s_1210	527879	HIGH_QUAL
Bacillus_cereus	N239_BC05	5252236	s_1211	5050132	HIGH_QUAL
Bacillus_cereus	N240_BC01	5034505	s_1213	1638222	HIGH_QUAL
Bacillus_cereus	N240_BC03	5399675	s_1214	5346087	HIGH_QUAL
Bacillus_flexus	N130_BC12	5221046	s_1301	5169226	HIGH_QUAL
Bacillus_kochii	N211_BC04	4950600	s_1315	4901458	HIGH_QUAL
Bacillus_licheniformis	N222_BC11	4178129	s_1331	4136634	HIGH_QUAL
Bacillus_licheniformis	N237_BC12	4416332	s_1335	4087780	HIGH_QUAL
Bacillus_megaterium	N222_BC05	5231567	s_1342	5011892	HIGH_QUAL
Bacillus_megaterium	N223_BC08	4005502	s_1343	3179110	MEDIUM_QUAL
Bacillus_paralicheniformis	N219_BC08	4453966	s_1537	4206939	HIGH_QUAL
Bacillus_pumilus	N167_BC05	3173034	s_1549	941578	MEDIUM_QUAL
Bacillus_pumilus	N172_BC02	3836939	s_1551	3798822	HIGH_QUAL
Bacillus_pumilus	N227_BC03	2280335	s_1558	75059	MEDIUM_QUAL
Bacillus_safensis	N209_BC06	3773390	s_1569	3735904	HIGH_QUAL
Bacillus_safensis	N220_BC11	2315552	s_1572	519706	MEDIUM_QUAL
Bacillus_safensis	N224_BC07	1864653	s_1573	98791	MEDIUM_QUAL
Bacillus_sp.	N111_BC08	4677013	s_1596	1304863	HIGH_QUAL
Bacillus_sp.	N194_BC07	4140393	s_1662	4099273	HIGH_QUAL
Bacillus_sp.	N230_BC03	3720219	s_1754	233173	HIGH_QUAL
Bacillus_subtilis	N170_BC01	4258809	s_1794	4216516	HIGH_QUAL
Bacillus_subtilis	N224_BC10	4133254	s_1811	4092205	HIGH_QUAL
Bacillus_thuringiensis	N101_BC05	2784073	s_1822	35224	MEDIUM_QUAL
Bacillus_thuringiensis	N109_BC12	5485298	s_1826	5430861	HIGH_QUAL
Bacillus_thuringiensis	N111_BC02	5016294	s_1830	2045861	HIGH_QUAL
Bacillus_thuringiensis	N118_BC06	4109621	s_1834	326077	MEDIUM_QUAL
Bacillus_thuringiensis	N128_BC08	2967169	s_1849	105803	MEDIUM_QUAL
Bacillus_thuringiensis	N132_BC04	4725589	s_1854	264529	HIGH_QUAL
Bacillus_thuringiensis	N133_BC03	5597403	s_1856	5262703	HIGH_QUAL
Bacillus_thuringiensis	N144_BC01	3403312	s_1862	668466	MEDIUM_QUAL
Bacillus_thuringiensis	N145_BC01	2754367	s_1863	569906	MEDIUM_QUAL
Bacillus_thuringiensis	N145_BC07	5732625	s_1864	461735	HIGH_QUAL
Bacillus_thuringiensis	N151_BC02	4300246	s_1867	329249	MEDIUM_QUAL
Bacillus_thuringiensis	N161_BC10	4382150	s_1884	183000	MEDIUM_QUAL
Bacillus_thuringiensis	N162_BC02	3341309	s_1885	60297	MEDIUM_QUAL
Bacillus_thuringiensis	N163_BC11	4441072	s_1886	88586	MEDIUM_QUAL
Bacillus_thuringiensis	N167_BC05	4268660	s_1888	298675	MEDIUM_QUAL
Bacillus_thuringiensis	N170_BC08	6424537	s_1896	1481168	MEDIUM_QUAL
Bacillus_thuringiensis	N171_BC05	5057106	s_1898	197897	HIGH_QUAL
Bacillus_thuringiensis	N172_BC02	5614945	s_1899	942663	HIGH_QUAL
Bacillus_thuringiensis	N172_BC11	5267748	s_1901	5215466	HIGH_QUAL
Bacillus_thuringiensis	N177_BC01	3930754	s_1910	356721	MEDIUM_QUAL
Bacillus_thuringiensis	N177_BC02	3822579	s_1911	571089	MEDIUM_QUAL
Bacillus_thuringiensis	N178_BC05	6063417	s_1912	745778	HIGH_QUAL
Bacillus_thuringiensis	N178_BC10	4872279	s_1913	264075	HIGH_QUAL
Bacillus_thuringiensis	N179_BC12	6245178	s_1916	3858563	HIGH_QUAL
Bacillus_thuringiensis	N182_BC06	4921527	s_1918	210550	HIGH_QUAL
Bacillus_thuringiensis	N183_BC12	3294646	s_1921	54566	MEDIUM_QUAL
Bacillus_thuringiensis	N186_BC07	4357831	s_1924	220153	MEDIUM_QUAL
Bacillus_thuringiensis	N186_BC08	4791262	s_1925	201979	HIGH_QUAL
Bacillus_thuringiensis	N186_BC09	3485689	s_1926	82672	MEDIUM_QUAL
Bacillus_thuringiensis	N192_BC02	5321804	s_1938	5268986	HIGH_QUAL
Bacillus_thuringiensis	N192_BC03	4362937	s_1939	1453521	MEDIUM_QUAL
Bacillus_thuringiensis	N194_BC06	5200482	s_1947	4133221	HIGH_QUAL
Bacillus_thuringiensis	N195_BC09	5454786	s_1951	349958	HIGH_QUAL
Bacillus_thuringiensis	N196_BC04	4867482	s_1954	216401	HIGH_QUAL
Bacillus_thuringiensis	N197_BC05	5179553	s_1955	142046	HIGH_QUAL
Bacillus_thuringiensis	N199_BC05	5693139	s_1960	3257392	HIGH_QUAL
Bacillus_thuringiensis	N200_BC08	4510244	s_1962	137341	MEDIUM_QUAL
Bacillus_thuringiensis	N201_BC10	3508174	s_1965	486059	MEDIUM_QUAL
Bacillus_thuringiensis	N204_BC04	5972205	s_1974	373202	HIGH_QUAL
Bacillus_thuringiensis	N204_BC12	5623059	s_1978	5278183	HIGH_QUAL
Bacillus_thuringiensis	N208_BC08	5301165	s_1994	324172	HIGH_QUAL
Bacillus_thuringiensis	N210_BC09	4114724	s_2003	149186	MEDIUM_QUAL
Bacillus_thuringiensis	N212_BC03	6144607	s_2012	575665	HIGH_QUAL
Bacillus_thuringiensis	N213_BC03	5530624	s_2016	634973	HIGH_QUAL
Bacillus_thuringiensis	N215_BC07	6190955	s_2030	1017960	HIGH_QUAL
Bacillus_thuringiensis	N216_BC09	5518851	s_2036	5464083	HIGH_QUAL
Bacillus_thuringiensis	N218_BC06	5547876	s_2041	573619	HIGH_QUAL
Bacillus_thuringiensis	N218_BC08	6193722	s_2042	1415437	HIGH_QUAL
Bacillus_thuringiensis	N218_BC09	5257453	s_2043	5205272	HIGH_QUAL
Bacillus_thuringiensis	N219_BC01	3908660	s_2044	148132	MEDIUM_QUAL
Bacillus_thuringiensis	N219_BC08	5330662	s_2048	5277755	HIGH_QUAL
Bacillus_thuringiensis	N220_BC09	5663698	s_2052	326852	HIGH_QUAL
Bacillus_thuringiensis	N221_BC02	4102832	s_2054	2045668	MEDIUM_QUAL
Bacillus_thuringiensis	N221_BC08	5677261	s_2057	808724	HIGH_QUAL
Bacillus_thuringiensis	N221_BC09	2723643	s_2058	69916	MEDIUM_QUAL
Bacillus_thuringiensis	N221_BC10	5632866	s_2059	1698861	HIGH_QUAL
Bacillus_thuringiensis	N221_BC12	4941360	s_2061	455803	HIGH_QUAL
Bacillus_thuringiensis	N222_BC04	6340243	s_2062	788938	MEDIUM_QUAL
Bacillus_thuringiensis	N222_BC09	6263077	s_2064	5619181	HIGH_QUAL
Bacillus_thuringiensis	N223_BC02	5159844	s_2068	576787	HIGH_QUAL
Bacillus_thuringiensis	N223_BC06	5338946	s_2071	2789993	HIGH_QUAL
Bacillus_thuringiensis	N223_BC12	5304005	s_2074	373737	HIGH_QUAL
Bacillus_thuringiensis	N224_BC04	5403636	s_2077	5279090	HIGH_QUAL
Bacillus_thuringiensis	N224_BC09	5895812	s_2079	1468224	HIGH_QUAL
Bacillus_thuringiensis	N224_BC11	4164062	s_2080	730506	MEDIUM_QUAL
Bacillus_thuringiensis	N224_BC12	5020578	s_2081	775970	HIGH_QUAL
Bacillus_thuringiensis	N227_BC03	4702986	s_2093	88260	MEDIUM_QUAL
Bacillus_thuringiensis	N227_BC08	4450453	s_2094	114396	MEDIUM_QUAL
Bacillus_thuringiensis	N229_BC01	5436180	s_2101	5167937	HIGH_QUAL
Bacillus_thuringiensis	N229_BC08	5403941	s_2105	5330764	HIGH_QUAL
Bacillus_thuringiensis	N233_BC10	5145632	s_2130	1379048	HIGH_QUAL
Bacillus_thuringiensis	N235_BC02	4731224	s_2136	173037	HIGH_QUAL
Bacillus_thuringiensis	N236_BC02	2629284	s_2141	544420	MEDIUM_QUAL
Bacillus_thuringiensis	N236_BC05	3987935	s_2143	82449	MEDIUM_QUAL
Bacillus_thuringiensis	N236_BC09	5565499	s_2144	5019077	HIGH_QUAL
Bacillus_thuringiensis	N237_BC07	5751510	s_2148	454407	HIGH_QUAL
Bacillus_thuringiensis	N238_BC12	3944460	s_2155	273792	MEDIUM_QUAL
Bacillus_thuringiensis	N240_BC04	5392408	s_2160	3809232	HIGH_QUAL
Bacillus_thuringiensis	N240_BC08	6084599	s_2162	492079	HIGH_QUAL
Bacillus_velezensis	N136_BC08	4152963	s_2227	2546128	HIGH_QUAL
Bacillus_velezensis	N218_BC07	4046914	s_2230	4006720	HIGH_QUAL
Bacillus_velezensis	N222_BC01	3570415	s_2231	1952005	HIGH_QUAL
Bacillus_velezensis	N238_BC07	3955746	s_2235	3916454	HIGH_QUAL
Bacillus_velezensis	N238_BC10	3882823	s_2236	545735	HIGH_QUAL
Burkholderia_cenocepacia	N139_BC07	4039760	s_2429	3999637	MEDIUM_QUAL
Burkholderia_cenocepacia	N209_BC12	4066887	s_2439	4012890	MEDIUM_QUAL
Burkholderia_contaminans	N151_BC06	2011245	s_2467	300201	MEDIUM_QUAL
Burkholderia_lata	N104_BC06	1468945	s_2492	29494	MEDIUM_QUAL
Burkholderia_lata	N127_BC08	7914240	s_2496	3113755	HIGH_QUAL
Burkholderia_lata	N127_BC10	5467564	s_2497	3350646	HIGH_QUAL
Burkholderia_lata	N139_BC07	4710518	s_2498	3330614	HIGH_QUAL
Burkholderia_lata	N139_BC08	4351554	s_2499	162459	HIGH_QUAL
Burkholderia_lata	N150_BC11	3859806	s_2500	96262	HIGH_QUAL
Burkholderia_lata	N151_BC06	4160979	s_2501	258077	HIGH_QUAL
Burkholderia_lata	N200_BC05	3529506	s_2502	89356	HIGH_QUAL
Burkholderia_lata	N209_BC12	4256292	s_2504	2399672	HIGH_QUAL
Burkholderia_lata	N220_BC04	5594162	s_2505	503672	HIGH_QUAL
Burkholderia_lata	N236_BC06	4083625	s_2507	3370266	HIGH_QUAL
Burkholderia_lata	N236_BC07	7992525	s_2508	3182246	HIGH_QUAL
Candida_albicans	N131_BC09	13187907	s_2613	152052	HIGH_QUAL
Candida_albicans	N131_BC10	13169397	s_2614	197920	HIGH_QUAL
Candida_albicans	N135_BC06	13900043	s_2615	523581	HIGH_QUAL
Candida_albicans	N150_BC02	13852243	s_2617	151433	HIGH_QUAL
Candida_albicans	N154_BC07	14645386	s_2618	418502	HIGH_QUAL
Candida_albicans	N161_BC01	10804654	s_2622	40831	MEDIUM_QUAL
Candida_albicans	N161_BC07	13923868	s_2623	154780	HIGH_QUAL
Candida_albicans	N177_BC02	14404342	s_2625	156756	HIGH_QUAL
Candida_albicans	N181_BC02	12510757	s_2627	55871	MEDIUM_QUAL
Candida_albicans	N186_BC11	12476641	s_2628	49650	MEDIUM_QUAL
Candida_albicans	N195_BC11	13366958	s_2631	114368	HIGH_QUAL
Candida_albicans	N206_BC11	11196423	s_2633	54020	MEDIUM_QUAL
Candida_albicans	N225_BC10	14991853	s_2634	406015	HIGH_QUAL
Candida_albicans	N230_BC09	14876914	s_2636	667016	HIGH_QUAL
Candida_albicans	N232_BC08	15311764	s_2637	735550	HIGH_QUAL
Candida_albicans	N235_BC07	9179067	s_2638	651172	MEDIUM_QUAL
Candida_dubliniensis	N235_BC07	5796650	s_2655	1031312	HIGH_QUAL
Candida_dubliniensis	N239_BC02	8755558	s_2657	1510412	HIGH_QUAL
Chromobacterium_vaccinii	N175_BC04	3021488	s_2683	406895	MEDIUM_QUAL
Chromobacterium_vaccinii	N183_BC04	4951221	s_2686	4902072	HIGH_QUAL
Chromobacterium_vaccinii	N187_BC02	4991588	s_2687	4942038	MEDIUM_QUAL
Chromobacterium_vaccinii	N196_BC09	5141404	s_2688	5090373	MEDIUM_QUAL
Chromobacterium_vaccinii	N208_BC01	2807774	s_2690	766517	MEDIUM_QUAL
Chromobacterium_vaccinii	N227_BC02	2950756	s_2693	2013091	MEDIUM_QUAL
Chromobacterium_vaccinii	N228_BC06	2641821	s_2694	152942	MEDIUM_QUAL
Chromobacterium_violaceum	N196_BC11	2398065	s_2700	2374197	MEDIUM_QUAL
Chromobacterium_violaceum	N221_BC06	3143524	s_2703	1827642	MEDIUM_QUAL
Comamonas_testosteroni	N114_BC09	5254376	s_2729	4323506	HIGH_QUAL
Corynebacterium_aurimucosum	N217_BC05	2795529	s_2740	2767723	HIGH_QUAL
Corynebacterium_resistens	N238_BC08	2679673	s_2751	1350507	HIGH_QUAL
Corynebacterium_striatum	N120_BC04	1758223	s_2762	1710901	MEDIUM_QUAL
Corynebacterium_striatum	N230_BC07	1066447	s_2766	716671	MEDIUM_QUAL
Corynebacterium_striatum	N236_BC03	2559720	s_2767	2534249	HIGH_QUAL
Corynebacterium_striatum	N240_BC06	1168395	s_2768	52929	MEDIUM_QUAL
Cupriavidus_sp.	N168_BC01	2066359	s_2810	32913	MEDIUM_QUAL
Cupriavidus_sp.	N198_BC01	5287921	s_2814	24803	HIGH_QUAL
Delftia_tsuruhatensis	N149_BC11	6840606	s_2843	4755557	HIGH_QUAL
Delftia_tsuruhatensis	N149_BC12	6839967	s_2844	6772116	HIGH_QUAL
Delftia_tsuruhatensis	N165_BC10	6879027	s_2850	6810791	HIGH_QUAL
Delftia_tsuruhatensis	N165_BC11	6836676	s_2851	6768860	HIGH_QUAL
Delftia_tsuruhatensis	N165_BC12	6884972	s_2852	6793483	HIGH_QUAL
Delftia_tsuruhatensis	N214_BC06	6865638	s_2859	6797536	HIGH_QUAL
Delftia_tsuruhatensis	N217_BC03	6867332	s_2860	6799212	HIGH_QUAL
Elizabethkingia_anophelis	N109_BC09	4404038	s_2879	4360308	HIGH_QUAL
Elizabethkingia_anophelis	N114_BC09	4265064	s_2880	4222710	HIGH_QUAL
Elizabethkingia_anophelis	N119_BC11	3175046	s_2881	118206	MEDIUM_QUAL
Elizabethkingia_anophelis	N123_BC07	4249815	s_2883	4207611	HIGH_QUAL
Elizabethkingia_anophelis	N130_BC01	3716360	s_2884	103066	HIGH_QUAL
Elizabethkingia_anophelis	N138_BC03	4615395	s_2885	863508	HIGH_QUAL
Elizabethkingia_anophelis	N138_BC06	4303956	s_2888	4192075	HIGH_QUAL
Elizabethkingia_anophelis	N141_BC08	4293639	s_2890	2515446	HIGH_QUAL
Elizabethkingia_anophelis	N141_BC09	4246731	s_2891	4204557	HIGH_QUAL
Elizabethkingia_anophelis	N141_BC10	4237388	s_2892	4138378	HIGH_QUAL
Elizabethkingia_anophelis	N141_BC11	4265888	s_2893	4206519	HIGH_QUAL
Elizabethkingia_anophelis	N141_BC12	4253578	s_2894	2131863	HIGH_QUAL
Elizabethkingia_anophelis	N145_BC08	4244904	s_2896	4202749	HIGH_QUAL
Elizabethkingia_anophelis	N146_BC04	4327139	s_2897	2896553	HIGH_QUAL
Elizabethkingia_anophelis	N151_BC11	4253803	s_2899	4198143	HIGH_QUAL
Elizabethkingia_anophelis	N162_BC08	4245041	s_2902	4202885	HIGH_QUAL
Elizabethkingia_anophelis	N162_BC09	4308112	s_2903	2353558	HIGH_QUAL
Elizabethkingia_anophelis	N164_BC06	4282863	s_2906	4214106	HIGH_QUAL
Elizabethkingia_anophelis	N164_BC07	2966192	s_2907	59018	MEDIUM_QUAL
Elizabethkingia_anophelis	N167_BC01	4428846	s_2909	4372660	HIGH_QUAL
Elizabethkingia_anophelis	N167_BC10	4300522	s_2913	4257815	HIGH_QUAL
Elizabethkingia_anophelis	N170_BC04	4346084	s_2915	4263321	HIGH_QUAL
Elizabethkingia_anophelis	N170_BC05	4305378	s_2916	4262625	HIGH_QUAL
Elizabethkingia_anophelis	N170_BC06	4304956	s_2917	4262207	HIGH_QUAL
Elizabethkingia_anophelis	N170_BC07	4312545	s_2918	4269720	HIGH_QUAL
Elizabethkingia_anophelis	N180_BC02	4322434	s_2920	4210366	HIGH_QUAL
Elizabethkingia_anophelis	N180_BC03	4276708	s_2921	4234237	HIGH_QUAL
Elizabethkingia_anophelis	N185_BC03	4255668	s_2924	3191762	HIGH_QUAL
Elizabethkingia_anophelis	N185_BC05	4388320	s_2925	1075583	HIGH_QUAL
Elizabethkingia_anophelis	N185_BC06	4548711	s_2926	2354403	HIGH_QUAL
Elizabethkingia_anophelis	N185_BC08	4384153	s_2928	2295829	HIGH_QUAL
Elizabethkingia_anophelis	N185_BC09	4576526	s_2929	1254839	HIGH_QUAL
Elizabethkingia_anophelis	N186_BC04	4446603	s_2930	4220151	HIGH_QUAL
Elizabethkingia_anophelis	N186_BC05	4243399	s_2931	2495732	HIGH_QUAL
Elizabethkingia_anophelis	N191_BC10	4234723	s_2932	2053648	HIGH_QUAL
Elizabethkingia_anophelis	N196_BC08	4288754	s_2935	4233683	HIGH_QUAL
Elizabethkingia_anophelis	N211_BC01	2074069	s_2937	40244	MEDIUM_QUAL
Elizabethkingia_anophelis	N212_BC12	4315165	s_2938	3343025	HIGH_QUAL
Elizabethkingia_anophelis	N217_BC10	4295306	s_2940	4252652	HIGH_QUAL
Elizabethkingia_anophelis	N218_BC05	4608300	s_2941	4562548	HIGH_QUAL
Elizabethkingia_anophelis	N218_BC12	4481812	s_2942	1387264	HIGH_QUAL
Elizabethkingia_anophelis	N220_BC12	3432054	s_2944	66927	MEDIUM_QUAL
Elizabethkingia_anophelis	N221_BC03	2146539	s_2945	1559135	MEDIUM_QUAL
Elizabethkingia_anophelis	N237_BC02	4324736	s_2946	2617049	HIGH_QUAL
Elizabethkingia_anophelis	N237_BC03	3267860	s_2947	115561	MEDIUM_QUAL
Elizabethkingia_anophelis	N237_BC05	4319909	s_2948	4235457	HIGH_QUAL
Elizabethkingia_genomosp.	N155_BC09	2765106	s_2992	2709434	MEDIUM_QUAL
Elizabethkingia_genomosp.	N221_BC03	2321356	s_3016	2243664	MEDIUM_QUAL
Elizabethkingia_meningoseptica	N119_BC11	2106777	s_3022	47458	MEDIUM_QUAL
Elizabethkingia_meningoseptica	N120_BC05	3179477	s_3023	3147870	MEDIUM_QUAL
Elizabethkingia_miricola	N109_BC06	4410886	s_3029	4367089	HIGH_QUAL
Elizabethkingia_miricola	N109_BC10	4399304	s_3031	4355621	HIGH_QUAL
Elizabethkingia_miricola	N138_BC07	4382813	s_3037	4339293	HIGH_QUAL
Elizabethkingia_miricola	N161_BC04	4393853	s_3039	4350223	HIGH_QUAL
Elizabethkingia_miricola	N161_BC05	2911331	s_3040	2882380	MEDIUM_QUAL
Elizabethkingia_miricola	N161_BC06	4402129	s_3041	4358416	HIGH_QUAL
Elizabethkingia_miricola	N167_BC02	3793843	s_3047	3673552	HIGH_QUAL
Elizabethkingia_miricola	N167_BC04	4404662	s_3048	4360925	HIGH_QUAL
Elizabethkingia_miricola	N171_BC04	4403952	s_3052	4360223	HIGH_QUAL
Elizabethkingia_miricola	N194_BC10	3621798	s_3058	3585813	MEDIUM_QUAL
Elizabethkingia_miricola	N217_BC08	4389663	s_3061	4346076	HIGH_QUAL
