Species_name	Nanopore_ID	Genome_ID	Sequence_size	N50	AR_gene_list	Genome_quality
Staphylococcus_aureus	N153_BC05	s_4831	2669640	1899651	BlaZ;Aac6-Aph2;MECA;TetK;APH-Stph;Tet-38;Dha1;	HIGH_QUAL
Staphylococcus_aureus	N122_BC05	s_4730	2983006	1255557	APH-Stph;Aac3-Ik;NorA;BlaZ;Aac6-Aph2;MECA;TetK;Tet-38;Dha1;	HIGH_QUAL
Staphylococcus_aureus	N167_BC05	s_4874	2951045	2871007	AadD;MECA;Aac3-Ik;Dha1;Tet-38;APH-Stph;BlaZ;NorA;	HIGH_QUAL
Staphylococcus_aureus	N104_BC01	s_4674	2940798	2842299	MECA;APH-Stph;BlaZ;TetK;Aac6-Aph2;Aac3-Ik;Tet-38;Dha1;NorA;	HIGH_QUAL
Staphylococcus_aureus	N183_BC12	s_4937	2323036	55876	MECA;TetK;Aac6-Aph2;BlaZ;Dha1;Tet-38;APH-Stph;Aac3-Ik;	MEDIUM_QUAL
Staphylococcus_aureus	N164_BC02	s_4863	2978868	2949248	BlaZ;APH-Stph;MECA;Aac6-Aph2;Tet-38;Aac3-Ik;TetK;Dha1;NorA;	HIGH_QUAL
Staphylococcus_aureus	N164_BC04	s_4865	2819297	217338	MECA;Aac6-Aph2;Dha1;TetK;BlaZ;Tet-38;Aac3-Ik;NorA;APH-Stph;	HIGH_QUAL
Staphylococcus_aureus	N183_BC11	s_4936	2424788	41690	Aac3-Ik;NorA;Tet-38;TetK;APH-Stph;	HIGH_QUAL
Staphylococcus_aureus	N125_BC06	s_4737	3005314	2825666	Dha1;MECA;Aac3-Ik;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL
Staphylococcus_aureus	N214_BC03	s_5053	1603489	19522	MECA;FosB;Dha1;APH-Stph;BlaZ;Aac6-Aph2;BlaZ;	MEDIUM_QUAL
Staphylococcus_aureus	N135_BC09	s_4776	2915943	2886947	Tet-38;Dha1;MECA;NorA;APH-Stph;FosB;Aac3-Ik;Dfr;BlaZ;	HIGH_QUAL
Staphylococcus_aureus	N145_BC01	s_4801	2847418	1413891	BlaZ;Dha1;MECA;Tet-38;Aac3-Ik;APH-Stph;NorA;	HIGH_QUAL
Staphylococcus_aureus	N212_BC06	s_5046	2867394	2838877	MECA;Aac3-Ik;Dha1;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL
Staphylococcus_aureus	N199_BC04	s_4995	2977511	231683	APH-Stph;Aac3-Ik;NorA;MECA;BlaZ;TetK;Tet-38;Dha1;	HIGH_QUAL
Staphylococcus_aureus	N188_BC06	s_4958	2802173	2774303	MECA;Aac3-Ik;Dha1;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL
Staphylococcus_aureus	N214_BC10	s_5054	3129149	2986612	Aac6-Aph2;BlaZ;MECA;TetK;APH-Stph;Aac3-Ik;Tet-38;Dha1;NorA;	HIGH_QUAL
Staphylococcus_aureus	N169_BC10	s_4883	2960694	1155477	APH-Stph;Dha1;FosB;NorA;Aac3-Ik;BlaZ;Tet-38;Tet-38;	HIGH_QUAL
Staphylococcus_aureus	N179_BC02	s_4916	3186449	390835	APH-Stph;Aac3-Ik;NorA;BlaZ;Aac6-Aph2;MECA;TetK;Dha1;Dha1;Tet-38;	HIGH_QUAL
Staphylococcus_aureus	N221_BC09	s_5075	2968697	2884907	BlaZ;MECA;Aac6-Aph2;TetK;TetK;APH-Stph;Tet-38;Aac3-Ik;Dha1;NorA;MECA;	HIGH_QUAL
Staphylococcus_aureus	N104_BC12	s_4679	2939995	461332	BlaZ;APH-Stph;NorA;Aac3-Ik;Tet-38;Dfr;Dha1;FosB;	HIGH_QUAL
Staphylococcus_aureus	N141_BC02	s_4788	3022089	751367	TetK;Tet-38;Aac3-Ik;NorA;BlaZ;Aac6-Aph2;Dha1;APH-Stph;AadD;BlaZ;	HIGH_QUAL
Staphylococcus_aureus	N162_BC06	s_4857	2928174	1945568	BlaZ;MECA;Aac6-Aph2;TetK;APH-Stph;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL
Staphylococcus_aureus	N184_BC10	s_4943	3009335	2890137	BlaZ;MECA;APH-Stph;Aac6-Aph2;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL
Staphylococcus_aureus	N146_BC07	s_4802	2856966	316043	BlaZ;Aac6-Aph2;Dha1;Aac3-Ik;APH-Stph;NorA;TetK;Tet-38;	HIGH_QUAL
Staphylococcus_aureus	N195_BC06	s_4984	2281882	81237	FosB;Aac3-Ik;NorA;APH-Stph;Tet-38;	MEDIUM_QUAL
Staphylococcus_aureus	N184_BC06	s_4941	2959789	2930358	Aac6-Aph2;BlaZ;APH-Stph;MECA;TetK;Aac3-Ik;Tet-38;Dha1;NorA;	HIGH_QUAL
Staphylococcus_aureus	N220_BC07	s_5071	3039840	188907	TetK;APH-Stph;Tet-38;MECA;Aac3-Ik;NorA;BlaZ;Aac6-Aph2;BlaZ;Dha1;	HIGH_QUAL
Staphylococcus_aureus	N188_BC05	s_4957	2984658	2933802	Aac6-Aph2;MECA;BlaZ;MECA;TetK;TetK;APH-Stph;Aac3-Ik;Tet-38;Dha1;NorA;Spc;ErmA;	HIGH_QUAL
Staphylococcus_aureus	N181_BC05	s_4923	2909136	2880207	Aac6-Aph2;BlaZ;APH-Stph;MECA;TetK;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL
Staphylococcus_aureus	N217_BC02	s_5061	2789016	143092	TetK;MECA;Tet-38;BlaZ;Aac6-Aph2;Dha1;APH-Stph;Aac3-Ik;NorA;	HIGH_QUAL
Staphylococcus_aureus	N176_BC12	s_4904	3147666	1814993	Aac6-Aph2;BlaZ;TetK;Tet-38;Aac3-Ik;Dha1;NorA;MECA;APH-Stph;	HIGH_QUAL
Staphylococcus_aureus	N166_BC06	s_4872	2994588	2964812	Aac6-Aph2;APH-Stph;TetK;TetK;Aac3-Ik;Tet-38;Dha1;BlaZ;NorA;	HIGH_QUAL
Staphylococcus_aureus	N130_BC03	s_4750	2960894	2916640	BlaZ;APH-Stph;MECA;TetK;Aac6-Aph2;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL
Staphylococcus_aureus	N184_BC02	s_4938	2987121	2932876	BlaZ;MECA;APH-Stph;TetK;Tet-38;Dha1;Aac3-Ik;Aac6-Aph2;NorA;	HIGH_QUAL
Staphylococcus_aureus	N142_BC04	s_4791	2348264	310625	Dha1;APH-Stph;BlaZ;Aac3-Ik;NorA;	MEDIUM_QUAL
Staphylococcus_aureus	N142_BC03	s_4790	2838403	2810174	MECA;Dha1;Aac3-Ik;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL
Staphylococcus_aureus	N186_BC07	s_4949	3100846	511736	Aac3-Ik;NorA;Dha1;APH-Stph;MECA;TetK;Tet-38;BlaZ;	HIGH_QUAL
Staphylococcus_aureus	N223_BC06	s_5086	3056054	2881965	BlaZ;Aac6-Aph2;MECA;APH-Stph;Tet-38;Dha1;Aac3-Ik;NorA;TetK;	HIGH_QUAL
Staphylococcus_aureus	N159_BC02	s_4847	3038112	2239671	BlaZ;MECA;Aac6-Aph2;APH-Stph;TetK;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL
Staphylococcus_aureus	N231_BC09	s_5111	2446924	74252	APH-Stph;Tet-38;MECA;Aac3-Ik;NorA;	HIGH_QUAL
Staphylococcus_aureus	N171_BC07	s_4887	3035982	3005797	FosB;NorA;Aph3-III;Spc;ErmA;Sat4A;Dha1;APH-Stph;BlaZ;Dfr;MECA;Aac6-Aph2;Aac3-Ik;Tet-38;TetM;	HIGH_QUAL
Staphylococcus_aureus	N170_BC10	s_4885	3011487	2940436	Aac6-Aph2;BlaZ;MECA;APH-Stph;TetK;Aac3-Ik;Tet-38;Dha1;NorA;	HIGH_QUAL
Staphylococcus_aureus	N147_BC11	s_4806	3025013	559276	APH-Stph;Dha1;BlaZ;Aac6-Aph2;ErmC;ErmC;MECA;TetK;Tet-38;Aac3-Ik;NorA;	HIGH_QUAL
Staphylococcus_aureus	N219_BC06	s_5066	2809933	2749945	NorA;Tet-38;Dha1;APH-Stph;Aac3-Ik;FosB;	HIGH_QUAL
Staphylococcus_aureus	N238_BC08	s_5127	2745190	979114	APH-Stph;BlaZ;Aac3-Ik;NorA;Dha1;Tet-38;	HIGH_QUAL
Staphylococcus_aureus	N131_BC07	s_4756	2667662	157820	APH-Stph;Tet-38;Aac3-Ik;NorA;Dha1;Aac6-Aph2;	HIGH_QUAL
Staphylococcus_aureus	N109_BC03	s_4686	2943254	2451164	Aac3-Ik;NorA;BlaZ;APH-Stph;TetK;Aac6-Aph2;Tet-38;MECA;Dha1;	HIGH_QUAL
Staphylococcus_aureus	N232_BC01	s_5112	3333196	1715692	APH-Stph;Aac3-Ik;NorA;BlaZ;Aac6-Aph2;MECA;TetK;Tet-38;Dha1;NorA;NorA;	MEDIUM_QUAL
Staphylococcus_aureus	N182_BC04	s_4930	3012143	2982193	Spc;NorA;Aph3-III;Sat4A;Dha1;BlaZ;FosB;Aac6-Aph2;MECA;ErmA;APH-Stph;Dfr;Aac3-Ik;Tet-38;TetM;	HIGH_QUAL
Staphylococcus_aureus	N200_BC03	s_5000	2871252	2048205	NorA;Aph3-III;Dha1;TetL;Tet-38;Sat4A;Aac3-Ik;BlaZ;APH-Stph;	HIGH_QUAL
Staphylococcus_aureus	N193_BC08	s_4974	2915248	2886259	MECA;BlaZ;Aac6-Aph2;APH-Stph;Aac3-Ik;TetK;Tet-38;Dha1;NorA;	HIGH_QUAL
Staphylococcus_aureus	N210_BC03	s_5036	3031578	2562742	MECA;APH-Stph;TetK;Tet-38;Aac3-Ik;NorA;Aac6-Aph2;BlaZ;ErmC;ErmC;Dha1;	HIGH_QUAL
Staphylococcus_aureus	N132_BC01	s_4760	2915598	1810507	APH-Stph;BlaZ;Aac3-Ik;NorA;Dha1;MECA;Tet-38;	HIGH_QUAL
Staphylococcus_aureus	N165_BC03	s_4866	2955543	131006	Aac3-Ik;NorA;Dha1;APH-Stph;TetK;Tet-38;Aac6-Aph2;BlaZ;MECA;	HIGH_QUAL
Staphylococcus_aureus	N179_BC03	s_4917	2965162	2914153	BlaZ;MECA;Aac6-Aph2;APH-Stph;TetK;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL
Staphylococcus_aureus	N216_BC02	s_5057	2957408	274704	APH-Stph;Aac3-Ik;NorA;Aac6-Aph2;Dha1;MECA;TetK;Tet-38;	HIGH_QUAL
Staphylococcus_aureus	N178_BC09	s_4915	2795423	2767618	MECA;Aac3-Ik;Dha1;Tet-38;APH-Stph;BlaZ;NorA;	HIGH_QUAL
Staphylococcus_aureus	N149_BC03	s_4817	2932795	2903630	Dha1;Tet-38;NorA;MECA;Dfr;FosB;APH-Stph;Aac3-Ik;BlaZ;	HIGH_QUAL
Staphylococcus_aureus	N222_BC05	s_5077	2971085	2918855	Aac6-Aph2;BlaZ;MECA;APH-Stph;TetK;Aac3-Ik;Tet-38;Dha1;NorA;	HIGH_QUAL
Staphylococcus_aureus	N215_BC10	s_5056	2993870	838130	BlaZ;Aac6-Aph2;APH-Stph;Aac3-Ik;NorA;MECA;TetK;Tet-38;	HIGH_QUAL
Staphylococcus_aureus	N195_BC05	s_4983	2746165	614799	MECA;Aac3-Ik;Tet-38;NorA;BlaZ;APH-Stph;Dha1;	HIGH_QUAL
Staphylococcus_aureus	N181_BC07	s_4925	2804565	2761208	MECA;Aac3-Ik;Dha1;APH-Stph;Tet-38;BlaZ;NorA;Dfr;	HIGH_QUAL
Staphylococcus_aureus	N128_BC12	s_4745	3041046	3010810	BlaZ;BlaZ;MECA;APH-Stph;TetK;Aac6-Aph2;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL
Staphylococcus_aureus	N210_BC04	s_5037	3017547	100099	Tet-38;Aac3-Ik;NorA;TetK;Dha1;APH-Stph;MECA;BlaZ;Aac6-Aph2;Dha1;	HIGH_QUAL
Staphylococcus_aureus	N203_BC12	s_5012	3024040	241840	TetK;BlaZ;APH-Stph;Dha1;MECA;Tet-38;NorA;	HIGH_QUAL
Staphylococcus_aureus	N157_BC01	s_4840	2754255	182523	Dfr;NorA;Aac3-Ik;Tet-38;MECA;BlaZ;APH-Stph;FosB;Dha1;	HIGH_QUAL
Staphylococcus_aureus	N138_BC10	s_4783	3021428	2991387	BlaZ;BlaZ;MECA;APH-Stph;Aac6-Aph2;TetK;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL
Staphylococcus_aureus	N113_BC04	s_4705	3005292	2975411	BlaZ;BlaZ;MECA;Aac6-Aph2;APH-Stph;TetK;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL
Staphylococcus_aureus	N197_BC09	s_4989	3302797	2756542	MECA;Aac3-Ik;Dha1;APH-Stph;Tet-38;BlaZ;NorA;TetK;TetK;TetK;Dha1;Aac3-Ik;Aac3-Ik;	MEDIUM_QUAL
Staphylococcus_aureus	N194_BC11	s_4981	3090744	335354	MECA;TetK;Tet-38;Dha1;Aac3-Ik;NorA;BlaZ;Aac6-Aph2;APH-Stph;	HIGH_QUAL
Staphylococcus_aureus	N129_BC01	s_4746	3049189	3018874	BlaZ;BlaZ;Aac6-Aph2;MECA;APH-Stph;TetK;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL
Staphylococcus_aureus	N217_BC06	s_5062	3038877	2954321	Aac6-Aph2;APH-Stph;TetK;Aac3-Ik;Tet-38;Dha1;BlaZ;NorA;BlaZ;BlaZ;	HIGH_QUAL
Staphylococcus_aureus	N165_BC08	s_4869	2936809	2895029	Aac6-Aph2;Aac6-Aph2;BlaZ;MECA;BlaZ;APH-Stph;TetK;Tet-38;Aac3-Ik;Dha1;Aac6-Aph2;NorA;ErmC;	HIGH_QUAL
Staphylococcus_aureus	N166_BC05	s_4871	3033734	612784	NorA;Dfr;Aac3-Ik;TetM;APH-Stph;Spc;ErmA;Spc;ErmA;MECA;Tet-38;Aph3-III;Sat4A;FosB;BlaZ;Dha1;	HIGH_QUAL
Staphylococcus_aureus	N219_BC09	s_5067	1582306	90130	APH-Stph;MECA;TetK;NorA;Aac6-Aph2;BlaZ;Dha1;Aac3-Ik;	MEDIUM_QUAL
Staphylococcus_aureus	N168_BC10	s_4880	2618243	598819	APH-Stph;Dha1;FosB;Tet-38;NorA;Aac3-Ik;BlaZ;	HIGH_QUAL
Staphylococcus_aureus	N238_BC10	s_5128	2820508	2284059	Dha1;APH-Stph;Tet-38;BlaZ;Aac3-Ik;NorA;	HIGH_QUAL
Staphylococcus_aureus	N230_BC04	s_5108	2867239	1550429	Dha1;APH-Stph;BlaZ;Aac3-Ik;MECA;Tet-38;NorA;	HIGH_QUAL
Staphylococcus_aureus	N140_BC07	s_4786	2852198	2269724	NorA;APH-Stph;Tet-38;Aac3-Ik;	HIGH_QUAL
Staphylococcus_aureus	N127_BC04	s_4742	2899838	1648763	MECA;Dha1;Tet-38;Aac3-Ik;APH-Stph;BlaZ;NorA;	HIGH_QUAL
Staphylococcus_aureus	N122_BC06	s_4731	2985520	2955834	BlaZ;MECA;Aac6-Aph2;APH-Stph;TetK;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL
Staphylococcus_aureus	N162_BC02	s_4854	1462687	26305	Dha1;	MEDIUM_QUAL
Staphylococcus_epidermidis	N143_BC01	s_5634	2318814	119562	MECA;Aac6-Aph2;DfrC;Aac6-Aph2;Far1;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N131_BC04	s_5601	2212829	280096	MECA;ErmC;DfrC;DfrC;Far1;BlaZ;	MEDIUM_QUAL
Staphylococcus_epidermidis	N125_BC01	s_5577	2551193	1320420	Far1;MECA;BlaZ;Aac6-Aph2;DfrC;DfrC;	HIGH_QUAL
Staphylococcus_epidermidis	N230_BC05	s_5889	2508432	444806	MECA;BlaZ;DfrC;	HIGH_QUAL
Staphylococcus_epidermidis	N171_BC09	s_5722	2518167	2469920	DfrC;MECA;Aac6-Aph2;TetK;	HIGH_QUAL
Staphylococcus_epidermidis	N113_BC08	s_5530	2503391	1385323	ErmC;Aac6-Aph2;Far1;BlaZ;DfrC;DfrC;	HIGH_QUAL
Staphylococcus_epidermidis	N134_BC05	s_5617	2563604	568879	Aac6-Aph2;MECA;Aac6-Aph2;DfrC;BlaZ;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N189_BC07	s_5783	2566734	2517331	DfrC;	HIGH_QUAL
Staphylococcus_epidermidis	N105_BC06	s_5508	2618958	391065	DfrC;MECA;Aac6-Aph2;	HIGH_QUAL
Staphylococcus_epidermidis	N106_BC11	s_5511	2553312	2113601	DfrC;MECA;	HIGH_QUAL
Staphylococcus_epidermidis	N166_BC11	s_5705	2718200	2663522	DfrC;MECA;Far1;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N202_BC09	s_5822	2460990	183123	DfrC;MECA;MphC;MsrA;LnuA;BlaZ;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N186_BC12	s_5771	2487023	371733	Far1;BlaZ;DfrC;DfrC;MECA;Aac6-Aph2;	HIGH_QUAL
Staphylococcus_epidermidis	N157_BC03	s_5675	2072198	116071	DfrC;	MEDIUM_QUAL
Staphylococcus_epidermidis	N219_BC11	s_5864	2501748	503734	DfrC;Far1;MphC;MsrA;	HIGH_QUAL
Staphylococcus_epidermidis	N155_BC10	s_5669	2531090	2505901	MECA;DfrC;DfrC;DfrC;DfrC;DfrC;DfrC;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N189_BC11	s_5787	2690162	180885	DfrC;DfrC;BlaZ;MECA;Aph3-III;Aac6-Aph2;Aac6-Aph2;	HIGH_QUAL
Staphylococcus_epidermidis	N148_BC09	s_5650	1755091	35618	TetK;BlaZ;BlaZ;Aac6-Aph2;DfrC;	MEDIUM_QUAL
Staphylococcus_epidermidis	N141_BC07	s_5630	2582084	1383862	MECA;DfrC;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N156_BC09	s_5674	2568362	2542805	MphC;DfrC;MECA;Far1;MsrA;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N119_BC04	s_5554	2512814	477265	DfrC;BlaZ;MECA;MphC;MphC;MsrA;MsrA;Far1;	HIGH_QUAL
Staphylococcus_epidermidis	N205_BC02	s_5827	2537850	2512595	MphC;DfrC;MECA;Far1;MsrA;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N113_BC05	s_5528	1674203	33813	MECA;DfrC;	MEDIUM_QUAL
Staphylococcus_epidermidis	N226_BC11	s_5882	2665364	235451	DfrC;MphC;MsrA;Far1;	HIGH_QUAL
Staphylococcus_epidermidis	N108_BC09	s_5518	2486023	2461284	Far1;BlaZ;DfrC;DfrC;	HIGH_QUAL
Staphylococcus_epidermidis	N236_BC04	s_5905	2246341	96250	Dfr;BlaZ;AadD;TetL;ErmC;	MEDIUM_QUAL
Staphylococcus_epidermidis	N166_BC08	s_5702	2742217	2664127	DfrC;MECA;Far1;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N115_BC08	s_5535	2543785	1297796	BlaZ;Far1;DfrC;	HIGH_QUAL
Staphylococcus_epidermidis	N159_BC05	s_5683	2279133	155450	Dfr;DfrC;	HIGH_QUAL
Staphylococcus_epidermidis	N239_BC01	s_5914	2582278	2556584	DfrC;MECA;	HIGH_QUAL
Staphylococcus_epidermidis	N234_BC07	s_5901	2485412	2460678	DfrC;MECA;Far1;	HIGH_QUAL
Staphylococcus_epidermidis	N154_BC06	s_5666	1282731	32456	MECA;DfrC;	MEDIUM_QUAL
Staphylococcus_epidermidis	N192_BC05	s_5801	2506913	2481967	DfrC;MECA;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N223_BC09	s_5874	2436263	73533	DfrC;Far1;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N157_BC06	s_5677	2493539	106736	BlaZ;MECA;DfrC;DfrC;ErmC;Aac6-Aph2;	HIGH_QUAL
Staphylococcus_epidermidis	N153_BC02	s_5660	2664128	2307690	DfrC;Far1;DfrC;BlaZ;ErmC;Aac6-Aph2;MECA;ErmC;	HIGH_QUAL
Staphylococcus_epidermidis	N153_BC01	s_5659	1813974	48580	BlaZ;DfrC;	MEDIUM_QUAL
Staphylococcus_epidermidis	N175_BC05	s_5736	2398913	94029	MECA;ErmC;Aac6-Aph2;Far1;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N133_BC05	s_5611	2224604	110748	MECA;DfrC;Far1;	MEDIUM_QUAL
Staphylococcus_epidermidis	N128_BC07	s_5587	2463991	2439470	DfrC;Aph3-III;MECA;Aac6-Aph2;	HIGH_QUAL
Staphylococcus_epidermidis	N124_BC11	s_5575	2666810	2640279	DfrC;MECA;ErmC;Aac6-Aph2;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N234_BC12	s_5904	2553638	2528228	DfrC;MECA;Far1;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N210_BC06	s_5842	2861682	2613320	DfrC;Aac6-Aph2;MECA;Far1;ErmC;DfrC;BlaZ;DfrC;TetK;	MEDIUM_QUAL
Staphylococcus_epidermidis	N187_BC04	s_5772	2581229	2555547	DfrC;	HIGH_QUAL
Staphylococcus_epidermidis	N123_BC05	s_5571	2698517	976003	Far1;MphC;MECA;MsrA;DfrC;	HIGH_QUAL
Staphylococcus_epidermidis	N119_BC03	s_5553	1620996	35266	DfrC;DfrC;BlaZ;	MEDIUM_QUAL
Staphylococcus_epidermidis	N116_BC10	s_5543	2527237	1614333	MECA;Far1;DfrC;BlaZ;DfrC;	HIGH_QUAL
Staphylococcus_epidermidis	N128_BC10	s_5589	2449954	2181592	MECA;DfrC;Aac6-Aph2;Aph3-III;	HIGH_QUAL
Staphylococcus_epidermidis	N164_BC11	s_5694	2616107	2590078	DfrC;MECA;Far1;Aac6-Aph2;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N153_BC10	s_5662	1808653	30132		MEDIUM_QUAL
Staphylococcus_epidermidis	N212_BC05	s_5849	2661608	374420	Aac6-Aph2;ErmC;DfrC;DfrC;Far1;BlaZ;AadD;MECA;AadD;MECA;	HIGH_QUAL
Staphylococcus_epidermidis	N112_BC12	s_5526	2668365	2641821	DfrC;MECA;ErmC;Far1;Aac6-Aph2;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N116_BC11	s_5544	2563141	2537637	DfrC;MECA;Far1;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N154_BC01	s_5664	2465549	2410105	DfrC;MECA;MECA;	HIGH_QUAL
Staphylococcus_epidermidis	N146_BC03	s_5642	2719749	2667763	ErmC;DfrC;MECA;ErmC;Far1;Aac6-Aph2;Aac6-Aph2;DfrC;BlaZ;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N100_BC10	s_5490	2704982	2539699	MECA;DfrC;ErmC;Far1;Aac6-Aph2;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N103_BC02	s_5499	2518920	2493854	MphC;MECA;DfrC;Far1;MsrA;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N149_BC10	s_5653	2729381	554327	ErmC;Aac6-Aph2;MECA;DfrC;DfrC;BlaZ;Far1;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N157_BC04	s_5676	2540780	2515496	DfrC;Aph3-III;MECA;Aac6-Aph2;Far1;	HIGH_QUAL
Staphylococcus_epidermidis	N175_BC06	s_5737	2666258	2617667	DfrC;MECA;Aac6-Aph2;Far1;ErmC;Aac6-Aph2;ErmC;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N175_BC10	s_5739	2701373	574374	Far1;DfrC;MphC;MsrA;	HIGH_QUAL
Staphylococcus_epidermidis	N230_BC11	s_5892	2562616	2537117	MECA;DfrC;	HIGH_QUAL
Staphylococcus_epidermidis	N188_BC11	s_5780	1666962	40352	DfrC;	MEDIUM_QUAL
Staphylococcus_epidermidis	N227_BC04	s_5883	2424381	166013	DfrC;DfrC;MECA;Far1;BlaZ;Aac6-Aph2;ErmC;	HIGH_QUAL
Staphylococcus_epidermidis	N158_BC02	s_5678	2645233	618161	MECA;DfrC;	HIGH_QUAL
Staphylococcus_epidermidis	N219_BC07	s_5862	2597085	2571245	DfrC;MECA;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N187_BC09	s_5774	2503183	507209	MphC;MECA;TetK;MsrA;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N100_BC06	s_5487	2567463	2541915	DfrC;MECA;	HIGH_QUAL
Staphylococcus_epidermidis	N175_BC07	s_5738	1716413	54707	Far1;BlaZ;DfrC;	MEDIUM_QUAL
Staphylococcus_epidermidis	N101_BC02	s_5491	2663775	2637276	DfrC;MECA;Aac6-Aph2;ErmC;Far1;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N208_BC12	s_5837	2582212	1620629	DfrC;MphC;MECA;Far1;MsrA;	HIGH_QUAL
Staphylococcus_epidermidis	N174_BC10	s_5735	2614091	2588084	DfrC;MECA;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N129_BC11	s_5595	2269781	181638	DfrC;DfrC;MECA;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N222_BC04	s_5869	2449539	225428	MECA;Aac6-Aph2;Far1;BlaZ;DfrC;	HIGH_QUAL
Staphylococcus_epidermidis	N107_BC07	s_5513	2490905	2466115	MECA;DfrC;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N128_BC11	s_5590	2502362	1475140	DfrC;Aph3-III;Aac6-Aph2;MECA;	HIGH_QUAL
Staphylococcus_epidermidis	N173_BC05	s_5731	2433042	468732	DfrC;MECA;Aac6-Aph2;	HIGH_QUAL
Staphylococcus_epidermidis	N184_BC03	s_5765	2257892	87779	Aac6-Aph2;MECA;DfrC;DfrC;Far1;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N133_BC04	s_5610	2530013	2504836	DfrC;MECA;	HIGH_QUAL
Staphylococcus_epidermidis	N102_BC01	s_5495	2688921	2640174	DfrC;MECA;Aac6-Aph2;ErmC;Far1;DfrC;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N201_BC06	s_5818	2182589	92968	MECA;DfrC;Far1;DfrC;BlaZ;	MEDIUM_QUAL
Staphylococcus_epidermidis	N128_BC06	s_5586	2466394	2441847	DfrC;Aph3-III;Aac6-Aph2;MECA;	HIGH_QUAL
Staphylococcus_epidermidis	N134_BC07	s_5618	2490023	2465244	DfrC;MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N190_BC08	s_5791	2535581	2474794	DfrC;MECA;Far1;	HIGH_QUAL
Staphylococcus_epidermidis	N166_BC10	s_5704	2708610	2643283	DfrC;MECA;Far1;Aac6-Aph2;DfrC;ErmC;BlaZ;BlaZ;	HIGH_QUAL
Staphylococcus_epidermidis	N199_BC09	s_5815	2654243	2590337	DfrC;MECA;ErmC;ErmC;Aac6-Aph2;ErmC;Far1;DfrC;BlaZ;ErmC;Aac6-Aph2;	HIGH_QUAL
Staphylococcus_epidermidis	N120_BC04	s_5559	2544841	707032	MphC;MsrA;Far1;DfrC;MECA;	HIGH_QUAL
Staphylococcus_epidermidis	N129_BC04	s_5593	2362829	206296	BlaZ;DfrC;	HIGH_QUAL
