Species_name	Nanopore_ID	Genome_ID	Sequence_size	N50	AR_gene_list	Genome_quality
Staphylococcus_aureus	N149_BC09	s_4558	2835305	1889795	NONE	HIGH_QUAL
Staphylococcus_aureus	N199_BC03	s_4694	2971736	759089	NONE	HIGH_QUAL
Staphylococcus_aureus	N175_BC10	s_4630	2830825	1359740	NONE	HIGH_QUAL
Staphylococcus_aureus	N240_BC05	s_4780	3033605	2217089	NONE	HIGH_QUAL
Staphylococcus_aureus	N160_BC03	s_4590	2875335	1516037	NONE	HIGH_QUAL
Staphylococcus_aureus	N113_BC01	s_4455	2974048	273575	NONE	HIGH_QUAL
Staphylococcus_aureus	N193_BC10	s_4682	2911234	616213	NONE	HIGH_QUAL
Staphylococcus_aureus	N217_BC09	s_4735	2934668	2878907	NONE	HIGH_QUAL
Staphylococcus_aureus	N200_BC01	s_4696	2839455	2795642	NONE	HIGH_QUAL
Staphylococcus_aureus	N154_BC04	s_4572	2946355	1899370	NONE	HIGH_QUAL
Staphylococcus_aureus	N129_BC11	s_4499	3176682	870500	NONE	HIGH_QUAL
Staphylococcus_aureus	N177_BC10	s_4632	3051021	1000537	NONE	HIGH_QUAL
Staphylococcus_aureus	N112_BC06	s_4453	3000896	433975	NONE	HIGH_QUAL
Staphylococcus_aureus	N206_BC05	s_4711	2876809	1071087	NONE	HIGH_QUAL
Staphylococcus_aureus	N219_BC01	s_4736	2887753	1965006	NONE	HIGH_QUAL
Staphylococcus_aureus	N184_BC03	s_4652	2992249	488726	NONE	HIGH_QUAL
Staphylococcus_aureus	N128_BC06	s_4490	1633800	20792	NONE	MEDIUM_QUAL
Staphylococcus_aureus	N133_BC02	s_4510	2800296	71459	NONE	HIGH_QUAL
Staphylococcus_aureus	N199_BC01	s_4693	3009256	2958181	NONE	HIGH_QUAL
Staphylococcus_aureus	N230_BC03	s_4769	2719210	695408	NONE	HIGH_QUAL
Staphylococcus_aureus	N190_BC08	s_4677	2929127	146838	NONE	HIGH_QUAL
Staphylococcus_aureus	N152_BC01	s_4562	2924961	1477596	NONE	HIGH_QUAL
Staphylococcus_aureus	N112_BC04	s_4451	3097888	290112	NONE	HIGH_QUAL
Staphylococcus_aureus	N124_BC06	s_4481	3005067	2765288	NONE	HIGH_QUAL
Staphylococcus_aureus	N234_BC01	s_4775	2946560	1657245	NONE	HIGH_QUAL
Staphylococcus_aureus	N104_BC11	s_4435	2834035	197174	NONE	HIGH_QUAL
Staphylococcus_aureus	N229_BC06	s_4767	2950217	469278	NONE	HIGH_QUAL
Staphylococcus_aureus	N223_BC07	s_4751	3299655	471836	NONE	MEDIUM_QUAL
Staphylococcus_aureus	N186_BC06	s_4658	3049696	1996921	NONE	HIGH_QUAL
Staphylococcus_aureus	N133_BC11	s_4514	2888282	821478	NONE	HIGH_QUAL
Staphylococcus_aureus	N190_BC06	s_4675	2894174	732542	NONE	HIGH_QUAL
Staphylococcus_aureus	N166_BC07	s_4604	3048270	864977	NONE	HIGH_QUAL
Staphylococcus_aureus	N125_BC08	s_4485	3116645	777491	NONE	HIGH_QUAL
Staphylococcus_aureus	N111_BC04	s_4449	2911336	664234	NONE	HIGH_QUAL
Staphylococcus_aureus	N257_barcode12	s_4816	3024316	614766	NONE	HIGH_QUAL
Staphylococcus_aureus	N165_BC07	s_4599	2927674	772535	NONE	HIGH_QUAL
Staphylococcus_aureus	N126_BC11	s_4486	2899525	615031	NONE	HIGH_QUAL
Staphylococcus_aureus	N212_BC02	s_4722	2897993	2788525	NONE	HIGH_QUAL
Staphylococcus_aureus	N114_BC04	s_4459	2941576	1957026	NONE	HIGH_QUAL
Staphylococcus_aureus	N205_BC04	s_4709	3041319	466824	NONE	HIGH_QUAL
Staphylococcus_aureus	N153_BC03	s_4566	3148333	362340	NONE	HIGH_QUAL
Staphylococcus_aureus	N227_BC12	s_4762	3096095	2201421	NONE	HIGH_QUAL
Staphylococcus_aureus	N190_BC05	s_4674	2893422	2285839	NONE	HIGH_QUAL
Staphylococcus_aureus	N117_BC06	s_4470	2990607	2953657	NONE	HIGH_QUAL
Staphylococcus_aureus	N175_BC02	s_4627	2972984	1586420	NONE	HIGH_QUAL
Staphylococcus_aureus	N181_BC03	s_4642	2978049	655448	NONE	HIGH_QUAL
Staphylococcus_aureus	N148_BC02	s_4554	2936567	1018450	NONE	HIGH_QUAL
Staphylococcus_aureus	N151_BC09	s_4561	3008240	827145	NONE	HIGH_QUAL
Staphylococcus_aureus	N105_BC07	s_4438	2911689	260990	NONE	HIGH_QUAL
Staphylococcus_aureus	N146_BC09	s_4546	2983281	2444220	NONE	HIGH_QUAL
Staphylococcus_aureus	N223_BC02	s_4749	3031486	510831	NONE	HIGH_QUAL
Staphylococcus_aureus	N200_BC09	s_4698	2997202	619744	NONE	HIGH_QUAL
Staphylococcus_aureus	N138_BC08	s_4524	3021094	1619435	NONE	HIGH_QUAL
Staphylococcus_aureus	N163_BC12	s_4593	3184633	789951	NONE	HIGH_QUAL
Staphylococcus_aureus	N165_BC09	s_4601	3081772	1744163	NONE	HIGH_QUAL
Staphylococcus_aureus	N193_BC07	s_4680	2955649	1644248	NONE	HIGH_QUAL
Staphylococcus_aureus	N133_BC06	s_4512	3065182	508022	NONE	HIGH_QUAL
Staphylococcus_aureus	N195_BC02	s_4686	2769921	1148955	NONE	HIGH_QUAL
Staphylococcus_aureus	N122_BC07	s_4477	3026876	1153233	NONE	HIGH_QUAL
Staphylococcus_aureus	N132_BC12	s_4509	2976928	444545	NONE	HIGH_QUAL
Staphylococcus_aureus	N224_BC06	s_4754	3115469	2856012	NONE	HIGH_QUAL
Staphylococcus_aureus	N157_BC09	s_4581	3034702	850144	NONE	HIGH_QUAL
Staphylococcus_aureus	N222_BC08	s_4747	2837520	87098	NONE	HIGH_QUAL
Staphylococcus_aureus	N223_BC01	s_4748	3015116	1940284	NONE	HIGH_QUAL
Staphylococcus_aureus	N186_BC09	s_4660	2855125	351321	NONE	HIGH_QUAL
Staphylococcus_aureus	N228_BC04	s_4764	2154790	23331	NONE	MEDIUM_QUAL
Staphylococcus_aureus	N115_BC03	s_4462	2935657	804918	NONE	HIGH_QUAL
Staphylococcus_aureus	N152_BC02	s_4563	2741887	185070	NONE	HIGH_QUAL
Staphylococcus_aureus	N104_BC03	s_4433	2942077	830915	NONE	HIGH_QUAL
Staphylococcus_aureus	N202_BC05	s_4700	3005652	1290325	NONE	HIGH_QUAL
Staphylococcus_aureus	N109_BC05	s_4448	2942736	715725	NONE	HIGH_QUAL
Staphylococcus_aureus	N143_BC05	s_4540	2975376	1066436	NONE	HIGH_QUAL
Staphylococcus_aureus	N204_BC09	s_4706	2879108	390953	NONE	HIGH_QUAL
Staphylococcus_aureus	N189_BC04	s_4668	2860539	544644	NONE	HIGH_QUAL
Staphylococcus_aureus	N131_BC03	s_4503	2853963	374609	NONE	HIGH_QUAL
Staphylococcus_aureus	N163_BC05	s_4592	2935565	787738	NONE	HIGH_QUAL
Staphylococcus_aureus	N104_BC05	s_4434	2967940	318713	NONE	HIGH_QUAL
Staphylococcus_aureus	N135_BC12	s_4521	2927949	2245177	NONE	HIGH_QUAL
Staphylococcus_aureus	N177_BC12	s_4633	2945072	1572921	NONE	HIGH_QUAL
Staphylococcus_aureus	N153_BC05	s_4567	3096566	801232	NONE	HIGH_QUAL
Staphylococcus_aureus	N122_BC05	s_4475	2957197	503137	NONE	HIGH_QUAL
Staphylococcus_aureus	N167_BC05	s_4608	2940063	894004	NONE	HIGH_QUAL
Staphylococcus_aureus	N104_BC01	s_4432	2951314	718033	NONE	HIGH_QUAL
Staphylococcus_aureus	N164_BC02	s_4594	3110405	1116783	NONE	HIGH_QUAL
Staphylococcus_aureus	N164_BC04	s_4596	2982196	620525	NONE	HIGH_QUAL
Staphylococcus_aureus	N183_BC11	s_4650	2998887	128610	NONE	HIGH_QUAL
Staphylococcus_aureus	N135_BC09	s_4519	2914333	1454755	NONE	HIGH_QUAL
Staphylococcus_aureus	N145_BC01	s_4543	2857961	378357	NONE	HIGH_QUAL
Staphylococcus_aureus	N212_BC06	s_4723	2872560	1900046	NONE	HIGH_QUAL
Staphylococcus_aureus	N188_BC06	s_4665	2838682	2083219	NONE	HIGH_QUAL
Staphylococcus_aureus	N214_BC10	s_4729	2990745	2046355	NONE	HIGH_QUAL
Staphylococcus_aureus	N228_BC02	s_4763	2119794	19321	NONE	MEDIUM_QUAL
Staphylococcus_aureus	N169_BC10	s_4611	2989822	644824	NONE	HIGH_QUAL
Staphylococcus_aureus	N179_BC02	s_4635	3320088	404818	NONE	MEDIUM_QUAL
Staphylococcus_aureus	N221_BC09	s_4744	2995294	2893801	NONE	HIGH_QUAL
Staphylococcus_aureus	N104_BC12	s_4436	3036885	310815	NONE	HIGH_QUAL
Staphylococcus_aureus	N213_BC07	s_4727	2543916	30616	NONE	HIGH_QUAL
Staphylococcus_aureus	N162_BC06	s_4591	2936968	698491	NONE	HIGH_QUAL
Staphylococcus_aureus	N146_BC07	s_4544	2952708	985452	NONE	HIGH_QUAL
Staphylococcus_aureus	N184_BC10	s_4655	2998464	862092	NONE	HIGH_QUAL
Staphylococcus_aureus	N184_BC06	s_4653	2972576	1905774	NONE	HIGH_QUAL
Staphylococcus_aureus	N253_barcode02	s_4784	2982669	2021533	NONE	HIGH_QUAL
Staphylococcus_aureus	N220_BC07	s_4742	2971022	347051	NONE	HIGH_QUAL
Staphylococcus_aureus	N188_BC05	s_4664	3211497	616494	NONE	MEDIUM_QUAL
Staphylococcus_aureus	N181_BC05	s_4644	2961285	665361	NONE	HIGH_QUAL
Staphylococcus_aureus	N217_BC02	s_4733	2872291	304906	NONE	HIGH_QUAL
Staphylococcus_aureus	N176_BC12	s_4631	3116841	1846409	NONE	HIGH_QUAL
Staphylococcus_aureus	N166_BC06	s_4603	3039633	2712007	NONE	HIGH_QUAL
Staphylococcus_aureus	N130_BC03	s_4500	2977891	506267	NONE	HIGH_QUAL
Staphylococcus_aureus	N184_BC02	s_4651	3060908	854354	NONE	HIGH_QUAL
Staphylococcus_aureus	N142_BC03	s_4536	2869022	1896714	NONE	HIGH_QUAL
Staphylococcus_aureus	N266_barcode22	s_6905	3030725	1016803	NONE	HIGH_QUAL
Staphylococcus_aureus	N186_BC07	s_4659	3043409	477026	NONE	HIGH_QUAL
Staphylococcus_aureus	N223_BC06	s_4750	2976549	807454	NONE	HIGH_QUAL
Staphylococcus_aureus	N159_BC02	s_4584	3056126	2414858	NONE	HIGH_QUAL
Staphylococcus_aureus	N231_BC09	s_4774	2891333	304794	NONE	HIGH_QUAL
Staphylococcus_aureus	N171_BC07	s_4616	3053232	3004277	NONE	HIGH_QUAL
Staphylococcus_aureus	N170_BC10	s_4614	3032456	1571313	NONE	HIGH_QUAL
Staphylococcus_aureus	N147_BC11	s_4552	2971236	455041	NONE	HIGH_QUAL
Staphylococcus_aureus	N219_BC06	s_4737	2801021	895768	NONE	HIGH_QUAL
Staphylococcus_aureus	N238_BC08	s_4777	2744342	618703	NONE	HIGH_QUAL
Staphylococcus_aureus	N131_BC07	s_4504	2916058	436970	NONE	HIGH_QUAL
Staphylococcus_aureus	N109_BC03	s_4446	2945319	795420	NONE	HIGH_QUAL
Staphylococcus_aureus	N182_BC04	s_4647	3053981	574353	NONE	HIGH_QUAL
Staphylococcus_aureus	N200_BC03	s_4697	2927532	1540333	NONE	HIGH_QUAL
Staphylococcus_aureus	N193_BC08	s_4681	2934769	1588900	NONE	HIGH_QUAL
Staphylococcus_aureus	N210_BC03	s_4719	2982793	1140476	NONE	HIGH_QUAL
Staphylococcus_aureus	N132_BC01	s_4507	2959545	392576	NONE	HIGH_QUAL
Staphylococcus_aureus	N165_BC03	s_4598	2942635	547540	NONE	HIGH_QUAL
Staphylococcus_aureus	N179_BC03	s_4636	2942451	1801870	NONE	HIGH_QUAL
Staphylococcus_aureus	N216_BC02	s_4731	3011756	729849	NONE	HIGH_QUAL
Staphylococcus_aureus	N178_BC09	s_4634	2799486	637699	NONE	HIGH_QUAL
Staphylococcus_aureus	N265_barcode13	s_6900	2988200	1870010	NONE	HIGH_QUAL
Staphylococcus_aureus	N149_BC03	s_4557	2930526	782687	NONE	HIGH_QUAL
Staphylococcus_aureus	N222_BC05	s_4746	3001036	1686740	NONE	HIGH_QUAL
Staphylococcus_aureus	N215_BC10	s_4730	3046444	552285	NONE	HIGH_QUAL
Staphylococcus_aureus	N195_BC05	s_4687	2815801	638672	NONE	HIGH_QUAL
Staphylococcus_aureus	N181_BC07	s_4645	2800172	1028037	NONE	HIGH_QUAL
Staphylococcus_aureus	N128_BC12	s_4494	3051488	1711005	NONE	HIGH_QUAL
Staphylococcus_aureus	N210_BC04	s_4720	2956155	199544	NONE	HIGH_QUAL
Staphylococcus_aureus	N203_BC12	s_4704	2888289	728952	NONE	HIGH_QUAL
Staphylococcus_aureus	N253_barcode03	s_4785	2988520	2535916	NONE	HIGH_QUAL
Staphylococcus_aureus	N157_BC01	s_4578	2916388	1484528	NONE	HIGH_QUAL
Staphylococcus_aureus	N160_BC02	s_4589	1367694	14324	NONE	MEDIUM_QUAL
Staphylococcus_aureus	N138_BC10	s_4525	3008944	912983	NONE	HIGH_QUAL
Staphylococcus_aureus	N113_BC04	s_4456	3076348	1752945	NONE	HIGH_QUAL
Staphylococcus_aureus	N194_BC11	s_4685	3019802	806232	NONE	HIGH_QUAL
Staphylococcus_aureus	N129_BC01	s_4495	3054051	1592607	NONE	HIGH_QUAL
Staphylococcus_aureus	N217_BC06	s_4734	3040731	1064165	NONE	HIGH_QUAL
Staphylococcus_aureus	N165_BC08	s_4600	2936838	1748213	NONE	HIGH_QUAL
Staphylococcus_aureus	N166_BC05	s_4602	3048529	666166	NONE	HIGH_QUAL
Staphylococcus_aureus	N219_BC09	s_4739	2994105	2957112	NONE	HIGH_QUAL
Staphylococcus_aureus	N168_BC10	s_4609	2853274	414384	NONE	HIGH_QUAL
Staphylococcus_aureus	N238_BC10	s_4778	2758833	799353	NONE	HIGH_QUAL
Staphylococcus_aureus	N230_BC04	s_4770	2891789	2498448	NONE	HIGH_QUAL
Staphylococcus_aureus	N100_BC07	s_4420	2816233	291967	NONE	HIGH_QUAL
Staphylococcus_aureus	N140_BC07	s_4528	2882200	2220563	NONE	HIGH_QUAL
Staphylococcus_aureus	N257_barcode13	s_4817	3028090	641479	NONE	HIGH_QUAL
Staphylococcus_aureus	N127_BC04	s_4489	2923341	334456	NONE	HIGH_QUAL
Staphylococcus_aureus	N122_BC06	s_4476	3009675	2317221	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N143_BC01	s_5208	2546890	560421	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N125_BC01	s_5173	1873207	533156	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N230_BC05	s_5377	2474469	745235	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N171_BC09	s_5268	2501121	560967	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N103_BC03	s_5136	2376179	75051	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N113_BC08	s_5156	2539612	441950	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N266_barcode19	s_6925	2457763	1733197	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N134_BC05	s_5195	2467934	417127	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N188_BC09	s_5306	1615597	18574	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N189_BC07	s_5309	2559909	1296637	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N143_BC07	s_5212	2382174	103631	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N259_barcode12	s_5392	2462584	2432149	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N105_BC06	s_5142	2526315	280671	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N106_BC11	s_5146	2492107	617642	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N166_BC11	s_5259	2660785	1480161	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N202_BC09	s_5334	2686941	325943	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N186_BC12	s_5298	2483913	385535	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N264_barcode17	s_5399	2551715	1480622	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N219_BC11	s_5357	2606324	1293354	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N155_BC10	s_5232	2539951	2062629	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N256_barcode16	s_5390	2503071	977218	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N189_BC11	s_5313	2627677	308426	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N156_BC09	s_5236	2585798	737902	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N119_BC04	s_5165	2566425	365221	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N265_barcode06	s_6919	2784817	1413717	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N205_BC02	s_5336	2524575	1278980	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N108_BC09	s_5150	2491580	768134	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N166_BC08	s_6918	2625679	596327	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N115_BC08	s_5159	2696500	690160	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N105_BC08	s_5144	2436682	170689	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N184_BC07	s_5296	2429270	213709	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N159_BC05	s_5243	2473013	1515946	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N182_BC05	s_5290	1694530	15394	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N234_BC07	s_5381	2512057	1801424	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N158_BC03	s_5241	2704180	115508	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N192_BC05	s_5320	2511182	344711	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N223_BC09	s_5364	2627789	211491	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N157_BC06	s_5238	2587545	667756	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N153_BC02	s_5225	2640245	1436699	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N175_BC05	s_5276	2658365	422588	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N141_BC10	s_5206	2356960	35630	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N128_BC07	s_5180	2629205	2125419	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N124_BC11	s_5172	2667528	1783988	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N265_barcode22	s_6923	2534996	1417909	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N234_BC12	s_5382	2514721	1394710	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N146_BC08	s_5215	2230527	48817	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N187_BC04	s_5299	2589258	1389354	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N123_BC05	s_5170	2813699	589746	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N116_BC10	s_5162	2586900	445163	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N189_BC02	s_5307	2592001	682586	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N128_BC10	s_5181	2642734	1440501	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N164_BC11	s_5250	2673279	1496189	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N153_BC10	s_5227	2468522	269755	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N212_BC05	s_5343	2422360	1203507	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N112_BC12	s_5154	2668714	1558518	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N116_BC11	s_5163	2552615	1434433	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N154_BC01	s_5229	2455011	560437	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N146_BC03	s_5213	2701416	1889736	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N100_BC10	s_5126	2691786	532369	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N103_BC02	s_5135	2528665	1416131	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N149_BC10	s_5220	2482836	303225	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N157_BC04	s_5237	2557680	2251364	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N175_BC06	s_5277	2646232	615917	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N175_BC10	s_5278	2594614	507275	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N230_BC11	s_5378	2553262	653871	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N227_BC04	s_5370	2630081	355286	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N219_BC07	s_5355	2699008	1064598	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N187_BC09	s_5300	2564468	1311819	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N100_BC06	s_5123	2577049	2400320	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N217_BC09	s_5351	2728786	119394	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N101_BC02	s_5127	2661712	927543	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N208_BC12	s_5340	2577443	1501567	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N174_BC10	s_5275	2595720	1393806	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N129_BC11	s_5186	2512096	608787	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N222_BC04	s_5360	2548676	1604362	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N107_BC07	s_5147	2491281	738956	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N128_BC11	s_5182	2392306	348042	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N184_BC03	s_5294	2544411	265246	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N133_BC04	s_5192	2507808	606075	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N102_BC01	s_5131	2680799	402865	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N128_BC06	s_5179	2492635	1267032	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N134_BC07	s_5196	2486799	782357	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N190_BC08	s_5316	2532868	1486410	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N166_BC10	s_5258	2656052	1486883	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N199_BC09	s_5328	2592005	1032544	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N129_BC04	s_5185	2612366	612467	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N196_BC06	s_5326	2598308	2109058	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N166_BC09	s_5257	2725873	2416900	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N104_BC11	s_5140	2411044	353946	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N208_BC03	s_5338	2544454	1388535	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N172_BC08	s_5270	2601309	1065533	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N166_BC07	s_5256	2543001	357997	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N217_BC07	s_5350	2675472	1346738	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N214_BC12	s_5347	2588356	2484568	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N263_barcode10	s_5396	1589171	13345	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N227_BC05	s_5371	2532322	690920	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N212_BC02	s_5342	2177232	20599	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N159_BC07	s_5244	2467646	1378441	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N227_BC10	s_5372	2557746	1321961	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N267_barcode21	s_6928	2551158	976361	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N113_BC09	s_5157	2623876	1509932	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N267_barcode12	s_6927	2427061	1257178	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N227_BC12	s_5373	2454092	299969	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N218_BC01	s_5352	2495719	356347	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N156_BC07	s_5234	2533696	1324924	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N101_BC07	s_5129	2505981	636231	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N105_BC07	s_5143	2461197	311059	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N143_BC03	s_5209	2645313	568401	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N223_BC02	s_5362	2376007	53286	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N166_BC12	s_5260	2698980	1582053	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N209_BC04	s_5341	2791593	654074	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N102_BC10	s_5132	2295058	34965	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N163_BC12	s_5248	2428954	302684	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N165_BC09	s_5253	2723659	413564	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N187_BC10	s_5301	2328411	631243	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N133_BC06	s_5193	2757864	2479350	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N141_BC04	s_5203	2508584	296237	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N224_BC06	s_5366	1322409	35318	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N157_BC09	s_5239	1881719	17709	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N180_BC08	s_5284	2620716	2323035	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N155_BC11	s_5233	2558018	1102805	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N189_BC10	s_5312	2559111	493921	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N130_BC08	s_5187	2511676	554364	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N147_BC03	s_5216	2508354	444839	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N108_BC07	s_5149	2470251	239195	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N137_BC10	s_5200	2848160	951517	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N143_BC05	s_5211	2391507	533643	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N189_BC04	s_5308	1907741	19558	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N131_BC03	s_5188	2493212	311392	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N163_BC05	s_5247	1944428	15969	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N104_BC05	s_5139	1960965	12842	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N253_barcode10	s_5387	2352795	83188	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N159_BC04	s_5242	2467264	750240	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N207_BC09	s_5337	2548081	377870	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N167_BC05	s_5261	2634505	212695	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N179_BC01	s_5282	2721357	1837389	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N104_BC01	s_5137	1290034	9143	NONE	MEDIUM_QUAL
Staphylococcus_epidermidis	N183_BC11	s_5292	2466735	1573825	NONE	HIGH_QUAL
Staphylococcus_epidermidis	N259_barcode11	s_5391	2470659	2197845	NONE	HIGH_QUAL
