species	sample	contig	start	end	AR_gene
Enterococcus_faecalis	N232_BC04	tig00000001	521169	521995	MphD_MLS
Enterococcus_faecalis	N232_BC04	tig00000001	1346983	1348891	TetM_Tet
Enterococcus_faecalis	N232_BC04	tig00000001	1669772	1671678	TetM_Tet
Enterococcus_faecalis	N232_BC04	tig00000001	1182292	1183775	LsaA_MLS
Enterococcus_faecalis	N233_BC07	tig00000039	1516728	1518158	Aac6-Aph2_AGly
Enterococcus_faecalis	N233_BC07	tig00000039	2232090	2233999	TetM_Tet
Enterococcus_faecalis	N233_BC07	tig00000039	191614	192437	MphD_MLS
Enterococcus_faecalis	N233_BC07	tig00000177	467825	469310	LsaA_MLS
Enterococcus_faecalis	N233_BC08	tig00000001	1703734	1705162	Aac6-Aph2_AGly
Enterococcus_faecalis	N233_BC08	tig00000001	987560	989471	TetM_Tet
Enterococcus_faecalis	N233_BC08	tig00000001	664837	666745	TetM_Tet
Enterococcus_faecalis	N233_BC08	tig00000001	3030458	3031283	MphD_MLS
Enterococcus_faecalis	N233_BC08	tig00000001	500198	501680	LsaA_MLS
Enterococcus_faecalis	N236_BC03	tig00000023	319908	321814	TetM_Tet
Enterococcus_faecalis	N236_BC03	tig00000027	234336	235163	MphD_MLS
Enterococcus_faecalis	N236_BC03	tig00000035	182373	183856	LsaA_MLS
Enterococcus_faecalis	N236_BC03	tig00000149	641518	642946	Aac6-Aph2_AGly
Enterococcus_faecalis	N237_BC01	tig00000001	721128	722557	Aac6-Aph2_AGly
Enterococcus_faecalis	N237_BC01	tig00000001	4886	6794	TetM_Tet
Enterococcus_faecalis	N237_BC01	tig00000001	2873629	2875539	TetM_Tet
Enterococcus_faecalis	N237_BC01	tig00000001	2047924	2048749	MphD_MLS
Enterococcus_faecalis	N237_BC01	tig00000001	2708978	2710463	LsaA_MLS
Enterococcus_faecalis	N237_BC01	tig00000002	10782	12692	TetM_Tet
Enterococcus_faecalis	N237_BC08	tig00000001	1204647	1205471	MphD_MLS
Enterococcus_faecalis	N237_BC08	tig00000001	677054	678536	LsaA_MLS
Enterococcus_faecalis	N240_BC09	tig00000026	97514	99421	TetM_Tet
Enterococcus_faecalis	N240_BC09	tig00000027	108113	108935	MphD_MLS
Enterococcus_faecalis	N240_BC09	tig00000030	81043	82474	Aac6-Aph2_AGly
Enterococcus_faecalis	N240_BC09	tig00000552	242969	244453	LsaA_MLS
Enterococcus_faecalis	N240_BC09	tig00000553	21650	23554	TetM_Tet
Enterococcus_faecalis	N240_BC09	tig00000554	7646	9553	TetM_Tet
Enterococcus_faecium	N107_BC04	tig00000003	93803	95232	Aac6-Aph2_AGly
Enterococcus_faecium	N107_BC04	tig00000124	160802	162704	TetM_Tet
Enterococcus_faecium	N107_BC04	tig00000126	730	2632	TetM_Tet
Enterococcus_faecium	N107_BC04	tig00000132	214330	214877	Aac6-Ii_AGly
Enterococcus_faecium	N107_BC04	tig00000133	76649	78113	MsrC_MLS
Enterococcus_faecium	N107_BC06	tig00000024	1192606	1193150	Aac6-Ii_AGly
Enterococcus_faecium	N107_BC06	tig00000024	2366987	2368896	TetM_Tet
Enterococcus_faecium	N107_BC06	tig00000024	787368	788830	MsrC_MLS
Enterococcus_faecium	N110_BC09	tig00000069	25793	26332	Aac6-Ii_AGly
Enterococcus_faecium	N110_BC09	tig00000186	14635	16089	MsrC_MLS
Enterococcus_faecium	N110_BC09	tig00000908	2873	3648	Spc_AGly
Enterococcus_faecium	N110_BC09	tig00000908	2026	2748	ErmA_MLS
Enterococcus_faecium	N110_BC10	tig00000000	2507853	2508459	VanX-M_Gly
Enterococcus_faecium	N110_BC10	tig00000000	2509478	2510441	VanH-Pt_Gly
Enterococcus_faecium	N110_BC10	tig00000000	2419167	2419944	Spc_AGly
Enterococcus_faecium	N110_BC10	tig00000000	2505890	2506795	VanY-A_Gly
Enterococcus_faecium	N110_BC10	tig00000000	2510653	2511799	VanS-A_Gly
Enterococcus_faecium	N110_BC10	tig00000000	2511777	2512467	VanR-A_Gly
Enterococcus_faecium	N110_BC10	tig00000000	2418316	2419041	ErmA_MLS
Enterococcus_faecium	N110_BC10	tig00000000	2508465	2509485	VanA_Gly
Enterococcus_faecium	N110_BC10	tig00000000	1408510	1409002	Dfr_Tmt
Enterococcus_faecium	N110_BC10	tig00000000	92525	93939	MsrC_MLS
Enterococcus_faecium	N110_BC10	tig00000007	244510	245054	Aac6-Ii_AGly
Enterococcus_faecium	N110_BC11	tig00000000	2415452	2416231	Spc_AGly
Enterococcus_faecium	N110_BC11	tig00000000	2414606	2415329	ErmA_MLS
Enterococcus_faecium	N110_BC11	tig00000000	2511769	2512312	Aac6-Ii_AGly
Enterococcus_faecium	N110_BC11	tig00000000	1411801	1412288	Dfr_Tmt
Enterococcus_faecium	N110_BC11	tig00000000	91014	92476	MsrC_MLS
Enterococcus_faecium	N110_BC11	tig00000191	35780	36387	VanX-M_Gly
Enterococcus_faecium	N110_BC11	tig00000191	126271	127050	Spc_AGly
Enterococcus_faecium	N110_BC11	tig00000191	33795	34759	VanH-Pt_Gly
Enterococcus_faecium	N110_BC11	tig00000191	127175	127902	ErmA_MLS
Enterococcus_faecium	N110_BC11	tig00000191	34752	35774	VanA_Gly
Enterococcus_faecium	N110_BC11	tig00000191	32440	33584	VanS-A_Gly
Enterococcus_faecium	N110_BC11	tig00000191	37436	38338	VanY-A_Gly
Enterococcus_faecium	N110_BC11	tig00000191	31785	32462	VanR-A_Gly
Enterococcus_faecium	N110_BC12	tig00000000	536250	536740	Dfr_Tmt
Enterococcus_faecium	N110_BC12	tig00000004	4724	5504	Spc_AGly
Enterococcus_faecium	N110_BC12	tig00000004	3874	4599	ErmA_MLS
Enterococcus_faecium	N110_BC12	tig00000004	95090	95693	VanX-M_Gly
Enterococcus_faecium	N110_BC12	tig00000004	96713	97673	VanH-Pt_Gly
Enterococcus_faecium	N110_BC12	tig00000004	95699	96720	VanA_Gly
Enterococcus_faecium	N110_BC12	tig00000004	100894	101582	VanR-A_Gly
Enterococcus_faecium	N110_BC12	tig00000004	93145	94045	VanY-A_Gly
Enterococcus_faecium	N110_BC12	tig00000013	301101	301880	Spc_AGly
Enterococcus_faecium	N110_BC12	tig00000013	397510	398056	Aac6-Ii_AGly
Enterococcus_faecium	N110_BC12	tig00000013	300253	300976	ErmA_MLS
Enterococcus_faecium	N110_BC12	tig00000015	141148	142607	MsrC_MLS
Enterococcus_faecium	N116_BC09	tig00000050	346182	346729	Aac6-Ii_AGly
Enterococcus_faecium	N116_BC09	tig00000009	63393	62664	ErmC_MLS
Enterococcus_faecium	N116_BC09	tig00000048	590386	591851	MsrC_MLS
Enterococcus_faecium	N116_BC09	tig00000009	56980	58317	TetL_Tet
Enterococcus_faecium	N116_BC09	tig00000009	54944	56852	TetM_Tet
Enterococcus_faecium	N116_BC09	tig00000048	388441	388934	Dfr_Tmt
Enterococcus_faecium	N145_BC01	tig00000278	3	1328	Aac6-Aph2_AGly
Enterococcus_faecium	N145_BC01	tig00000303	15528	16255	ErmA_MLS
Enterococcus_faecium	N145_BC01	tig00000303	14633	15403	Spc_AGly
Enterococcus_faecium	N145_BC01	tig00000339	17727	19163	MsrC_MLS
Enterococcus_faecium	N145_BC01	tig00000418	10287	12179	TetM_Tet
Enterococcus_faecium	N145_BC01	tig00000431	10000	10546	Aac6-Ii_AGly
Enterococcus_faecium	N154_BC05	tig00000001	501839	503169	TetL_Tet
Enterococcus_faecium	N154_BC05	tig00000001	536043	536777	ErmB_MLS
Enterococcus_faecium	N154_BC05	tig00000001	2261693	2262413	ErmC_MLS
Enterococcus_faecium	N154_BC05	tig00000001	346295	346841	Aac6-Ii_AGly
Enterococcus_faecium	N154_BC05	tig00000001	1413738	1414229	Dfr_Tmt
Enterococcus_faecium	N154_BC05	tig00000001	2266750	2268113	TetL_Tet
Enterococcus_faecium	N154_BC05	tig00000001	530531	531320	LinB_MLS
Enterococcus_faecium	N154_BC05	tig00000001	503293	505204	TetM_Tet
Enterococcus_faecium	N154_BC05	tig00000001	2268289	2270166	TetM_Tet
Enterococcus_faecium	N154_BC05	tig00000077	141516	142006	Dfr_Tmt
Enterococcus_faecium	N154_BC05	tig00000078	7717	8204	Dfr_Tmt
Enterococcus_faecium	N154_BC05	tig00000079	7293	7786	Dfr_Tmt
Enterococcus_faecium	N154_BC05	tig00000079	193093	194553	MsrC_MLS
Enterococcus_faecium	N155_BC04	tig00000001	208618	209224	VanX-M_Gly
Enterococcus_faecium	N155_BC04	tig00000001	210243	211206	VanH-Pt_Gly
Enterococcus_faecium	N155_BC04	tig00000001	936952	937499	Aac6-Ii_AGly
Enterococcus_faecium	N155_BC04	tig00000001	780453	781789	TetL_Tet
Enterococcus_faecium	N155_BC04	tig00000001	211416	212562	VanS-A_Gly
Enterococcus_faecium	N155_BC04	tig00000001	1749154	1750518	TetL_Tet
Enterococcus_faecium	N155_BC04	tig00000001	746897	747630	ErmB_MLS
Enterococcus_faecium	N155_BC04	tig00000001	207294	208197	VanY-A_Gly
Enterococcus_faecium	N155_BC04	tig00000001	209230	210250	VanA_Gly
Enterococcus_faecium	N155_BC04	tig00000001	212540	213227	VanR-A_Gly
Enterococcus_faecium	N155_BC04	tig00000001	190737	192158	Aac6-Aph2_AGly
Enterococcus_faecium	N155_BC04	tig00000001	752367	753159	LinB_MLS
Enterococcus_faecium	N155_BC04	tig00000001	1521765	1522255	Dfr_Tmt
Enterococcus_faecium	N155_BC04	tig00000001	2603906	2604395	Dfr_Tmt
Enterococcus_faecium	N155_BC04	tig00000001	1754870	1755594	ErmC_MLS
Enterococcus_faecium	N155_BC04	tig00000001	1334736	1336191	MsrC_MLS
Enterococcus_faecium	N155_BC04	tig00000001	778418	780325	TetM_Tet
Enterococcus_faecium	N155_BC04	tig00000001	1747056	1748962	TetM_Tet
Enterococcus_faecium	N156_BC07	tig00000009	342659	343438	Spc_AGly
Enterococcus_faecium	N156_BC07	tig00000009	341810	342535	ErmA_MLS
Enterococcus_faecium	N156_BC07	tig00000009	438882	439423	Aac6-Ii_AGly
Enterococcus_faecium	N156_BC07	tig00000052	148326	149107	Spc_AGly
Enterococcus_faecium	N156_BC07	tig00000052	60192	60798	VanX-M_Gly
Enterococcus_faecium	N156_BC07	tig00000052	58212	59174	VanH-Pt_Gly
Enterococcus_faecium	N156_BC07	tig00000052	61850	62754	VanY-A_Gly
Enterococcus_faecium	N156_BC07	tig00000052	149232	149957	ErmA_MLS
Enterococcus_faecium	N156_BC07	tig00000052	54306	54994	VanR-A_Gly
Enterococcus_faecium	N156_BC07	tig00000052	59167	60186	VanA_Gly
Enterococcus_faecium	N156_BC07	tig00001585	508361	509818	MsrC_MLS
Enterococcus_faecium	N156_BC07	tig00001587	672912	673402	Dfr_Tmt
Enterococcus_faecium	N156_BC08	tig00000050	18447	18938	Dfr_Tmt
Enterococcus_faecium	N156_BC08	tig00000065	32750	34201	MsrC_MLS
Enterococcus_faecium	N156_BC08	tig00000221	52210	53173	VanH-Pt_Gly
Enterococcus_faecium	N156_BC08	tig00000221	142210	142986	Spc_AGly
Enterococcus_faecium	N156_BC08	tig00000221	54192	54798	VanX-M_Gly
Enterococcus_faecium	N156_BC08	tig00000221	55850	56752	VanY-A_Gly
Enterococcus_faecium	N156_BC08	tig00000221	143109	143832	ErmA_MLS
Enterococcus_faecium	N156_BC08	tig00000221	53166	54186	VanA_Gly
Enterococcus_faecium	N156_BC08	tig00000221	50871	52000	VanS-A_Gly
Enterococcus_faecium	N156_BC09	tig00000010	4088	4868	Spc_AGly
Enterococcus_faecium	N156_BC09	tig00000010	91830	92434	VanX-M_Gly
Enterococcus_faecium	N156_BC09	tig00000010	3242	3966	ErmA_MLS
Enterococcus_faecium	N156_BC09	tig00000010	89878	90779	VanY-A_Gly
Enterococcus_faecium	N156_BC09	tig00000010	93443	94396	VanH-Pt_Gly
Enterococcus_faecium	N156_BC09	tig00000010	92440	93450	VanA_Gly
Enterococcus_faecium	N156_BC09	tig00000010	97591	98269	VanR-A_Gly
Enterococcus_faecium	N156_BC09	tig00000241	129	903	Spc_AGly
Enterococcus_faecium	N156_BC10	tig00000001	2453043	2453820	Spc_AGly
Enterococcus_faecium	N156_BC10	tig00000001	2549442	2549988	Aac6-Ii_AGly
Enterococcus_faecium	N156_BC10	tig00000001	2452193	2452918	ErmA_MLS
Enterococcus_faecium	N156_BC10	tig00000001	1439716	1440207	Dfr_Tmt
Enterococcus_faecium	N156_BC10	tig00000001	117130	118587	MsrC_MLS
Enterococcus_faecium	N156_BC10	tig00000031	55702	56308	VanX-M_Gly
Enterococcus_faecium	N156_BC10	tig00000031	57379	58262	VanY-A_Gly
Enterococcus_faecium	N156_BC10	tig00000031	53722	54685	VanH-Pt_Gly
Enterococcus_faecium	N156_BC10	tig00000031	143796	144572	Spc_AGly
Enterococcus_faecium	N156_BC10	tig00000031	52367	53512	VanS-A_Gly
Enterococcus_faecium	N156_BC10	tig00000031	144697	145421	ErmA_MLS
Enterococcus_faecium	N156_BC10	tig00000031	54678	55696	VanA_Gly
Enterococcus_faecium	N157_BC10	tig00000001	1651139	1651685	Aac6-Ii_AGly
Enterococcus_faecium	N157_BC10	tig00000001	2792120	2792610	Dfr_Tmt
Enterococcus_faecium	N157_BC10	tig00000001	432249	434152	TetM_Tet
Enterococcus_faecium	N157_BC10	tig00000001	1220129	1221589	MsrC_MLS
Enterococcus_faecium	N160_BC03	tig00000001	1258990	1259769	Spc_AGly
Enterococcus_faecium	N160_BC03	tig00000001	1361755	1362301	Aac6-Ii_AGly
Enterococcus_faecium	N160_BC03	tig00000001	1258141	1258865	ErmA_MLS
Enterococcus_faecium	N160_BC03	tig00000001	137385	139291	TetM_Tet
Enterococcus_faecium	N160_BC03	tig00000001	1762781	1764245	MsrC_MLS
Enterococcus_faecium	N160_BC12	tig00000011	168993	170328	TetL_Tet
Enterococcus_faecium	N160_BC12	tig00000011	13102	13648	Aac6-Ii_AGly
Enterococcus_faecium	N160_BC12	tig00000011	170456	172364	TetM_Tet
Enterococcus_faecium	N160_BC12	tig00000814	364103	364836	ErmB_MLS
Enterococcus_faecium	N160_BC12	tig00000814	369576	370368	LinB_MLS
Enterococcus_faecium	N160_BC12	tig00000814	395735	397646	TetM_Tet
Enterococcus_faecium	N160_BC12	tig00000815	14429	15799	TetL_Tet
Enterococcus_faecium	N160_BC12	tig00000815	12329	14238	TetM_Tet
Enterococcus_faecium	N160_BC12	tig00000816	103	1466	TetL_Tet
Enterococcus_faecium	N160_BC12	tig00000816	5810	6538	ErmC_MLS
Enterococcus_faecium	N160_BC12	tig00000821	67894	69793	TetM_Tet
Enterococcus_faecium	N160_BC12	tig00000824	94480	95942	MsrC_MLS
Enterococcus_faecium	N160_BC12	tig00010267	169220	169712	Dfr_Tmt
Enterococcus_faecium	N160_BC12	tig00010273	137930	138421	Dfr_Tmt
Enterococcus_faecium	N161_BC09	tig00000048	44795	45521	ErmA_MLS
Enterococcus_faecium	N161_BC09	tig00000048	45646	46421	Spc_AGly
Enterococcus_faecium	N161_BC09	tig00000048	147957	148502	Aac6-Ii_AGly
Enterococcus_faecium	N161_BC09	tig00000076	58900	60356	MsrC_MLS
Enterococcus_faecium	N161_BC09	tig00000200	240469	242374	TetM_Tet
Enterococcus_faecium	N162_BC02	tig00000006	128662	129151	Dfr_Tmt
Enterococcus_faecium	N162_BC02	tig00000037	251197	253089	TetM_Tet
Enterococcus_faecium	N162_BC02	tig00000904	297954	298501	Aac6-Ii_AGly
Enterococcus_faecium	N162_BC02	tig00000908	313788	315229	MsrC_MLS
Enterococcus_faecium	N163_BC02	tig00000001	1163755	1164533	Spc_AGly
Enterococcus_faecium	N163_BC02	tig00000001	1164658	1165385	ErmA_MLS
Enterococcus_faecium	N163_BC02	tig00000001	1064611	1065157	Aac6-Ii_AGly
Enterococcus_faecium	N163_BC02	tig00000001	677028	678491	MsrC_MLS
Enterococcus_faecium	N163_BC02	tig00000021	5058	5836	Spc_AGly
Enterococcus_faecium	N163_BC02	tig00000021	117025	117988	VanH-Pt_Gly
Enterococcus_faecium	N163_BC02	tig00000021	119008	119614	VanX-M_Gly
Enterococcus_faecium	N163_BC02	tig00000021	4207	4933	ErmA_MLS
Enterococcus_faecium	N163_BC02	tig00000021	114173	115319	VanS-A_Gly
Enterococcus_faecium	N163_BC02	tig00000021	120037	120942	VanY-A_Gly
Enterococcus_faecium	N163_BC02	tig00000021	113507	114195	VanR-A_Gly
Enterococcus_faecium	N163_BC02	tig00000021	117981	119002	VanA_Gly
Enterococcus_faecium	N171_BC07	tig00000194	1439619	1440166	Aac6-Ii_AGly
Enterococcus_faecium	N171_BC07	tig00000194	1034192	1035659	MsrC_MLS
Enterococcus_faecium	N171_BC07	tig00000196	846146	848055	TetM_Tet
Enterococcus_faecium	N171_BC07	tig00000200	4141	5510	TetL_Tet
Enterococcus_faecium	N173_BC06	tig00000223	23322	24783	MsrC_MLS
Enterococcus_faecium	N173_BC06	tig00000285	428	970	Aac6-Ii_AGly
Enterococcus_faecium	N173_BC09	tig00000001	772146	772926	Spc_AGly
Enterococcus_faecium	N173_BC09	tig00000001	773052	773780	ErmA_MLS
Enterococcus_faecium	N173_BC09	tig00000001	669412	669955	Aac6-Ii_AGly
Enterococcus_faecium	N173_BC09	tig00000001	1895256	1897167	TetM_Tet
Enterococcus_faecium	N173_BC09	tig00000001	266593	268061	MsrC_MLS
Enterococcus_faecium	N173_BC11	tig00000001	1426774	1427320	Aac6-Ii_AGly
Enterococcus_faecium	N173_BC11	tig00000001	163455	165364	TetM_Tet
Enterococcus_faecium	N173_BC11	tig00000001	1832716	1834180	MsrC_MLS
Enterococcus_faecium	N179_BC08	tig00000105	427799	429262	MsrC_MLS
Enterococcus_faecium	N179_BC08	tig00000109	551071	552980	TetM_Tet
Enterococcus_faecium	N179_BC08	tig00000345	515475	515967	Dfr_Tmt
Enterococcus_faecium	N179_BC08	tig00000346	18957	19504	Aac6-Ii_AGly
Enterococcus_faecium	N179_BC08	tig00000348	3113	4474	TetL_Tet
Enterococcus_faecium	N179_BC09	tig00000068	1305254	1305746	Dfr_Tmt
Enterococcus_faecium	N179_BC09	tig00000068	727154	729063	TetM_Tet
Enterococcus_faecium	N179_BC09	tig00000074	688372	688918	Aac6-Ii_AGly
Enterococcus_faecium	N179_BC09	tig00000086	45068	46521	MsrC_MLS
Enterococcus_faecium	N179_BC10	tig00001264	543898	544445	Aac6-Ii_AGly
Enterococcus_faecium	N179_BC10	tig00001264	1686293	1686787	Dfr_Tmt
Enterococcus_faecium	N179_BC10	tig00001264	2263617	2265524	TetM_Tet
Enterococcus_faecium	N179_BC10	tig00001264	112075	113538	MsrC_MLS
Enterococcus_faecium	N181_BC01	tig00000001	2855880	2856661	Spc_AGly
Enterococcus_faecium	N181_BC01	tig00000001	2856787	2857515	ErmA_MLS
Enterococcus_faecium	N181_BC01	tig00000001	1003206	1003700	Dfr_Tmt
Enterococcus_faecium	N181_BC01	tig00000001	2759484	2760030	Aac6-Ii_AGly
Enterococcus_faecium	N181_BC01	tig00000001	2328891	2330351	MsrC_MLS
Enterococcus_faecium	N181_BC01	tig00000042	95933	96540	VanX-M_Gly
Enterococcus_faecium	N181_BC01	tig00000042	5528	6308	Spc_AGly
Enterococcus_faecium	N181_BC01	tig00000042	93969	94876	VanY-A_Gly
Enterococcus_faecium	N181_BC01	tig00000042	97560	98523	VanH-Pt_Gly
Enterococcus_faecium	N181_BC01	tig00000042	4675	5402	ErmA_MLS
Enterococcus_faecium	N181_BC01	tig00000042	101745	102435	VanR-A_Gly
Enterococcus_faecium	N181_BC01	tig00000042	96546	97567	VanA_Gly
Enterococcus_faecium	N181_BC02	tig00001178	1258702	1259431	ErmA_MLS
Enterococcus_faecium	N181_BC02	tig00001178	1259557	1260336	Spc_AGly
Enterococcus_faecium	N181_BC02	tig00001178	252195	252688	Dfr_Tmt
Enterococcus_faecium	N181_BC02	tig00001181	940352	941819	MsrC_MLS
Enterococcus_faecium	N181_BC02	tig00007063	5511	6292	Spc_AGly
Enterococcus_faecium	N181_BC02	tig00007063	95895	96502	VanX-M_Gly
Enterococcus_faecium	N181_BC02	tig00007063	4657	5386	ErmA_MLS
Enterococcus_faecium	N181_BC02	tig00007063	93930	94837	VanY-A_Gly
Enterococcus_faecium	N181_BC02	tig00007063	97521	98484	VanH-Pt_Gly
Enterococcus_faecium	N181_BC02	tig00007063	101710	102401	VanR-A_Gly
Enterococcus_faecium	N181_BC02	tig00007063	96508	97528	VanA_Gly
Enterococcus_faecium	N181_BC02	tig00007083	70344	70891	Aac6-Ii_AGly
Enterococcus_faecium	N182_BC11	tig00000001	751685	752591	Ant6-Ia_AGly
Enterococcus_faecium	N182_BC11	tig00000001	753218	754008	Aph3-III_AGly
Enterococcus_faecium	N182_BC11	tig00000001	747720	748453	ErmB_MLS
Enterococcus_faecium	N182_BC11	tig00000001	752588	753125	Sat4A_AGly
Enterococcus_faecium	N182_BC11	tig00000001	2609800	2611706	TetM_Tet
Enterococcus_faecium	N184_BC12	tig00000162	797101	797644	Aac6-Ii_AGly
Enterococcus_faecium	N184_BC12	tig00000162	399997	401462	MsrC_MLS
Enterococcus_faecium	N184_BC12	tig00000065	21897	19995	TetM_Tet
Enterococcus_faecium	N184_BC12	tig00000022	33928	34419	Dfr_Tmt
Enterococcus_faecium	N185_BC10	tig00000001	1895009	1895504	Dfr_Tmt
Enterococcus_faecium	N185_BC10	tig00000001	1318590	1319137	Aac6-Ii_AGly
Enterococcus_faecium	N185_BC10	tig00000001	2123947	2125280	TetL_Tet
Enterococcus_faecium	N185_BC10	tig00000001	1715202	1716663	MsrC_MLS
Enterococcus_faecium	N185_BC10	tig00000001	2121908	2123819	TetM_Tet
Enterococcus_faecium	N185_BC11	tig00000001	835125	837031	TetM_Tet
Enterococcus_faecium	N185_BC11	tig00000002	1048143	1048690	Aac6-Ii_AGly
Enterococcus_faecium	N185_BC11	tig00000002	641503	642964	MsrC_MLS
Enterococcus_faecium	N186_BC11	tig00002666	154546	155040	Dfr_Tmt
Enterococcus_faecium	N186_BC11	tig00002667	203560	204105	Aac6-Ii_AGly
Enterococcus_faecium	N186_BC11	tig00002677	37494	38101	VanX-M_Gly
Enterococcus_faecium	N186_BC11	tig00002677	39155	40062	VanY-A_Gly
Enterococcus_faecium	N186_BC11	tig00002677	35510	36473	VanH-Pt_Gly
Enterococcus_faecium	N186_BC11	tig00002677	31596	32286	VanR-A_Gly
Enterococcus_faecium	N186_BC11	tig00002677	36466	37488	VanA_Gly
Enterococcus_faecium	N186_BC11	tig00002677	127694	128440	Spc_AGly
Enterococcus_faecium	N186_BC11	tig00002679	956	1734	Spc_AGly
Enterococcus_faecium	N186_BC11	tig00002679	1859	2586	ErmA_MLS
Enterococcus_faecium	N186_BC11	tig00014796	57825	59288	MsrC_MLS
Enterococcus_faecium	N189_BC09	tig00000027	620795	621341	Aac6-Ii_AGly
Enterococcus_faecium	N189_BC09	tig00000027	189161	190630	MsrC_MLS
Enterococcus_faecium	N189_BC09	tig00001469	407679	408173	Dfr_Tmt
Enterococcus_faecium	N189_BC09	tig00001469	974403	976303	TetM_Tet
Enterococcus_faecium	N189_BC11	tig00000244	56175	56665	Dfr_Tmt
Enterococcus_faecium	N189_BC11	tig00000318	30978	32440	MsrC_MLS
Enterococcus_faecium	N189_BC11	tig00000354	12122	14023	TetM_Tet
Enterococcus_faecium	N189_BC11	tig00004976	18973	19519	Aac6-Ii_AGly
Enterococcus_faecium	N189_BC11	tig00004996	22900	24818	TetS_Tet
Enterococcus_faecium	N189_BC11	tig00005003	22566	24485	TetS_Tet
Enterococcus_faecium	N189_BC12	tig00000160	385228	385834	VanX-M_Gly
Enterococcus_faecium	N189_BC12	tig00000160	383244	384207	VanH-Pt_Gly
Enterococcus_faecium	N189_BC12	tig00000160	381884	383030	VanS-A_Gly
Enterococcus_faecium	N189_BC12	tig00000160	381216	381906	VanR-A_Gly
Enterococcus_faecium	N189_BC12	tig00000160	384200	385222	VanA_Gly
Enterococcus_faecium	N189_BC12	tig00000160	386254	387158	VanY-A_Gly
Enterococcus_faecium	N189_BC12	tig00000204	234196	235536	TetL_Tet
Enterococcus_faecium	N189_BC12	tig00000204	239882	240609	ErmC_MLS
Enterococcus_faecium	N189_BC12	tig00000204	232156	234067	TetM_Tet
Enterococcus_faecium	N189_BC12	tig00000210	203267	205171	TetM_Tet
Enterococcus_faecium	N189_BC12	tig00000264	2876	3370	Dfr_Tmt
Enterococcus_faecium	N189_BC12	tig00000359	33331	34797	MsrC_MLS
Enterococcus_faecium	N189_BC12	tig00000691	191114	191661	Aac6-Ii_AGly
Enterococcus_faecium	N190_BC03	tig00000038	562284	560821	MsrC_MLS
Enterococcus_faecium	N190_BC03	tig00000382	206845	207576	ErmB_MLS
Enterococcus_faecium	N190_BC03	tig00000382	213118	212323	LinB_MLS
Enterococcus_faecium	N190_BC03	tig00000114	8808	9302	Dfr_Tmt
Enterococcus_faecium	N190_BC03	tig00000038	130520	129974	Aac6-Ii_AGly
Enterococcus_faecium	N190_BC03	tig00008305	45459	46188	ErmC_MLS
Enterococcus_faecium	N190_BC03	tig00008305	51907	50541	TetL_Tet
Enterococcus_faecium	N190_BC03	tig00000378	373032	371124	TetM_Tet
Enterococcus_faecium	N190_BC04	tig00000063	47832	49168	TetL_Tet
Enterococcus_faecium	N190_BC04	tig00000063	276490	276982	Dfr_Tmt
Enterococcus_faecium	N190_BC04	tig00000063	862093	862637	Aac6-Ii_AGly
Enterococcus_faecium	N190_BC04	tig00000063	462588	464051	MsrC_MLS
Enterococcus_faecium	N190_BC04	tig00000063	49297	51208	TetM_Tet
Enterococcus_faecium	N190_BC04	tig00000065	5327	6660	TetL_Tet
Enterococcus_faecium	N190_BC04	tig00000065	34106	34899	LinB_MLS
Enterococcus_faecium	N190_BC04	tig00000065	39642	40374	ErmB_MLS
Enterococcus_faecium	N190_BC04	tig00000065	6789	8699	TetM_Tet
Enterococcus_faecium	N190_BC04	tig00000098	149053	149546	Dfr_Tmt
Enterococcus_faecium	N190_BC04	tig00000181	49159	49887	ErmC_MLS
Enterococcus_faecium	N190_BC04	tig00000181	54236	55586	TetL_Tet
Enterococcus_faecium	N193_BC02	tig00000247	28174	30082	TetM_Tet
Enterococcus_faecium	N193_BC02	tig00000641	388724	390186	MsrC_MLS
Enterococcus_faecium	N193_BC02	tig00006100	24170	24709	Aac6-Ii_AGly
Enterococcus_faecium	N193_BC02	tig00006101	18139	18686	Aac6-Ii_AGly
Enterococcus_faecium	N196_BC02	tig00000001	2450955	2451502	Aac6-Ii_AGly
Enterococcus_faecium	N196_BC02	tig00000001	832963	834872	TetM_Tet
Enterococcus_faecium	N196_BC02	tig00000001	2044132	2045598	MsrC_MLS
Enterococcus_faecium	N197_BC10	tig00000300	40155	40646	Dfr_Tmt
Enterococcus_faecium	N197_BC10	tig00002349	67969	68515	Aac6-Ii_AGly
Enterococcus_faecium	N197_BC10	tig00002354	105150	106611	MsrC_MLS
Enterococcus_faecium	N197_BC10	tig00017982	25279	27181	TetM_Tet
Enterococcus_faecium	N198_BC05	tig00000001	170003	170550	Aac6-Ii_AGly
Enterococcus_faecium	N198_BC05	tig00000001	1286126	1286619	Dfr_Tmt
Enterococcus_faecium	N198_BC05	tig00000001	1853325	1855234	TetM_Tet
Enterococcus_faecium	N198_BC05	tig00000001	2641969	2643434	MsrC_MLS
Enterococcus_faecium	N199_BC07	tig00000001	1848597	1849503	Ant6-Ia_AGly
Enterococcus_faecium	N199_BC07	tig00000001	1850131	1850922	Aph3-III_AGly
Enterococcus_faecium	N199_BC07	tig00000001	1849500	1850038	Sat4A_AGly
Enterococcus_faecium	N199_BC07	tig00000001	1844631	1845362	ErmB_MLS
