s_2377	s_2405	F_28	s_2393	F_47	F_17	F_12	s_2384	F_53	F_35	s_2373	F_51	s_2382	F_58	F_13	s_2370	F_37	s_2366	s_2414	s_2399	s_2368	F_39	s_2344	s_2371	F_44	s_2408	s_2401	s_2364	F_64	F_31	s_2387	F_61	G_2	s_2367	F_26	F_19	s_2390	F_21	s_2337	s_2360	G_5	s_2396	F_32	s_2391	s_2349	s_2336	F_56	s_2410	F_59	s_2412	F_41	s_2379	F_27	F_54	F_15	s_2340	s_2356	F_45	s_2361	s_2389	s_2335	F_24	s_2345	s_2397	s_2354	G_9	s_2403	G_4	s_2369	F_52	F_34	s_2363	F_25	F_11	F_18	F_62	s_2404	s_2378	F_43	F_29	s_2347	s_2409	F_42	F_40	s_2406	F_14	F_60	s_2353	F_48	F_20	s_2376	F_23	F_57	s_2343	s_2372	s_2388	s_2386	s_2400	F_36	F_66	F_38	G_7	s_2385	s_2338	s_2380	F_55	s_2398	s_2413	F_67	F_46	F_65	s_2350	G_8	s_2362	s_2381	F_63	s_2395	F_16	G_1	s_2355	F_22	s_2407	s_2415	G_6	F_30	s_2392	s_2411	s_2374	s_2348	s_2394	G_3	s_2351	s_2402	F_33	F_50	s_2383	F_49	s_2359	s_2365	s_2346
F_11 0.00523270 0.00533990 0.00505352 0.00511099 0.00523676 0.00520655 0.00565976 0.00533756 0.00566229 0.00473899 0.00076475 0.00494586 0.00515761 0.00582196 0.00558035 0.00515320 0.00565178 0.00520925 0.00079305 0.00533447 0.00520464 0.00519891 0.00533743 0.00521097 0.07554793 0.00536315 0.00533433 0.00082893 0.15129657 0.00546459 0.00511366 0.00505714 0.00547682 0.00511794 0.00560292 0.00527336 0.00519870 0.00506139 0.00520394 0.00515314 0.00487646 0.00533121 0.00567588 0.00515422 0.00520524 0.00523420 0.00576087 0.00520097 0.00520078 0.00534049 0.00527463 0.00536418 0.00522717 0.00543490 0.00000986 0.00087403 0.00077674 0.00540955 0.00082958 0.00512479 0.08022444 0.00000024 0.00536124 0.00534041 0.00077599 0.00478260 0.00533899 0.00527271 0.00521400 0.00487216 0.00550482 0.00088154 0.00528248 0 0.00523073 0.00000000 0.00534285 0.07600620 0.00474864 0.00544350 0.00533679 0.00533909 0.00565820 0.00552294 0.00536397 0.00505509 0.07555756 0.00085136 0.00541429 0.00008626 0.00533952 0.00528562 0.00534373 0.00534054 0.00090877 0.00520349 0.00523792 0.00533408 0.00524827 0.00508400 0.00554228 0.00481361 0.00522989 0.00534673 0.07501533 0.00474287 0.00534194 0.00533974 0.00491920 0.00508608 0.00590751 0.00515475 0.00547677 0.00074746 0.00520116 0.00509735 0.00534024 0.00505764 0.00001297 0.00074662 0.00491917 0.00534272 0.00505102 0.00478281 0.00530901 0.00512458 0.00512351 0.00081775 0.00512035 0.00534104 0.00002733 0.05370977 0.00533519 0.00566018 0.15063467 0.00512813 0.00522207 0.00523751 0.00086813 0.00493262
F_18 0.00001375 0.00530249 0.00002130 0.00513851 0.00000923 0.00000875 0.00531452 0.00521608 0.00531961 0.00004215 0.00479660 0.00003808 0.00002312 0.00551339 0.00539542 0.00001341 0.00541541 0.00001438 0.00479361 0.00529928 0.00001243 0.00001505 0.00530280 0.00002316 0.07610941 0.00536466 0.00529924 0.00480026 0.15237258 0.00516571 0.00001491 0.00002106 0.00533056 0.00001533 0.00546147 0.00001729 0.00001515 0.00002927 0.00001171 0.00001366 0.00003057 0.00527218 0.00529944 0.00001297 0.00001262 0.00001414 0.00545046 0.00001246 0.00001067 0.00538044 0.00001606 0.00545947 0.00001359 0.00517406 0.00520142 0.00469646 0.00480542 0.00516475 0.00482505 0.00001370 0.08329271 0.00522926 0.00544877 0.00539469 0.00479428 0.00002472 0.00536320 0.00001751 0.00003067 0.00525014 0.00524401 0.00481099 0.00001969 0.00523073 0 0.00000000 0.00533372 0.07944289 0.00003122 0.00518130 0.00536335 0.00529913 0.00529967 0.00526661 0.00537006 0.00002565 0.07609427 0.00479127 0.00516969 0.00515545 0.00536256 0.00001943 0.00538002 0.00539278 0.00467163 0.00001371 0.00002292 0.00529910 0.00001043 0.00002279 0.00538350 0.00002113 0.00002540 0.00534397 0.07851918 0.00002925 0.00533194 0.00530320 0.00002279 0.00002105 0.00564389 0.00001796 0.00532945 0.00481793 0.00002485 0.00002974 0.00533055 0.00002073 0.00536832 0.00482199 0.00002382 0.00536394 0.00003507 0.00002448 0.00522718 0.00001345 0.00001320 0.00477903 0.00001219 0.00535923 0.00522603 0.05619887 0.00527523 0.00531968 0.15193181 0.00002342 0.00001043 0.00001390 0.00476229 0.00496386
F_62 1.00000000 1.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 1.00000000 0.00000000 1.00000000 0.00000000 0.00000000 1.00000000 0.00000000 1.00000000 1.00000000 1.00000000 1.00000000 0.00000000 1.00000000 1.00000000 0.00000000 1.00000000 1.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 1.00000000 0.00000000 1.00000000 0.00000000 1.00000000 1.00000000 1.00000000 0.00000000 1.00000000 0.00000000 1.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 1.00000000 1.00000000 0.00000000 1.00000000 1.00000000 1.00000000 0.00000000 1.00000000 1.00000000 1.00000000 0.00000000 1.00000000 0.00000000 1.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0 1.00000000 1.00000000 0.00000000 0.00000000 1.00000000 1.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 1.00000000 1.00000000 1.00000000 1.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 1.00000000 0.00000000 1.00000000 1.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 1.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 1.00000000 0.00000000 1.00000000 1.00000000 0.00000000 0.00000000 1.00000000 1.00000000 1.00000000 1.00000000 1.00000000 0.00000000 1.00000000 1.00000000 0.00000000 0.00000000 1.00000000 0.00000000 1.00000000 1.00000000 1.00000000
s_2404 0.00529923 0.00001239 0.00533125 0.00001268 0.00534824 0.00534491 0.00478171 0.00001453 0.00478121 0.00506697 0.00560602 0.00505618 0.00538765 0.00503446 0.00493870 0.00529164 0.00502949 0.00537530 0.00559224 0.00001047 0.00537097 0.00536238 0.00001382 0.00537817 0.07585521 0.00001514 0.00000952 0.00556550 0.15209224 0.00577931 0.00531772 0.00533496 0.00489808 0.00537470 0.00509919 0.00533963 0.00536787 0.00534656 0.00528978 0.00537279 0.00505187 0.00001309 0.00475905 0.00536293 0.00527728 0.00528966 0.00447888 0.00533823 0.00533479 0.00001215 0.00536491 0.00001150 0.00534417 0.00578050 0.00533134 0.00543879 0.00561424 0.00577947 0.00559883 0.00540514 0.08236118 0.00534724 0.00001292 0.00001097 0.00561076 0.00504674 0.00001215 0.00534056 0.00536197 0.00570233 0.00492916 0.00549680 0.00535125 0.00534285 0.00533372 1.00000000 0 0.07910227 0.00505764 0.00573394 0.00001265 0.00001191 0.00478739 0.00499289 0.00001246 0.00534131 0.07586432 0.00555323 0.00580882 0.00534224 0.00001143 0.00534709 0.00003930 0.00001193 0.00484330 0.00536637 0.00538733 0.00000952 0.00535329 0.00534165 0.00499149 0.00503789 0.00531550 0.00006290 0.07755723 0.00504984 0.00001383 0.00001167 0.00504454 0.00533422 0.00519120 0.00520057 0.00486064 0.00561878 0.00531398 0.00535692 0.00001169 0.00533377 0.00547626 0.00561696 0.00505202 0.00001239 0.00535630 0.00505202 0.00570445 0.00539219 0.00533779 0.00554808 0.00531253 0.00001273 0.00532771 0.02964160 0.00000905 0.00478344 0.15165458 0.00532790 0.00532342 0.00537018 0.00554816 0.00000877
s_2378 0.07931088 0.07925543 0.07626596 0.07917678 0.07940410 0.07945268 0.08275026 0.07913073 0.08272598 0.07534378 0.07453217 0.07949542 0.07958644 0.08259613 0.08212528 0.07965915 0.08177730 0.07967429 0.07581150 0.07916424 0.07966591 0.07938835 0.07904989 0.07972054 0.07487806 0.07953547 0.07916764 0.07633463 0.15289367 0.08016528 0.07953657 0.07626685 0.08096290 0.07966517 0.08260575 0.07986455 0.07953840 0.07609278 0.07965708 0.07966232 0.07954418 0.07917764 0.08235467 0.07953694 0.07944283 0.07965116 0.08270147 0.07958941 0.07946142 0.07918961 0.07979230 0.07948140 0.07941381 0.08023808 0.07602747 0.07914351 0.07548818 0.08015470 0.07987942 0.07957031 0.00000059 0.07602153 0.07933162 0.07903903 0.07535118 0.07966335 0.07922659 0.07985959 0.07937992 0.08280061 0.08215010 0.07315150 0.07983418 0.07600620 0.07944289 1.00000000 0.07910227 0 0.07539910 0.08021515 0.07908554 0.07922318 0.08263702 0.08095256 0.07966597 0.07621340 0.07486771 0.07940467 0.08010560 0.07841544 0.07907507 0.07978602 0.07913932 0.07905978 0.07069911 0.07954358 0.07954074 0.07917332 0.07983254 0.07618850 0.08225195 0.07934865 0.07952461 0.07862852 0.00000061 0.07555233 0.07904986 0.07915724 0.07931078 0.07626598 0.08331738 0.07895466 0.08096169 0.07522883 0.07953690 0.07603624 0.07905449 0.07619788 0.07762174 0.07528174 0.07958812 0.07924804 0.07625430 0.07958921 0.08068697 0.07954277 0.07958688 0.07440894 0.07965837 0.07882715 0.07615929 0.00003559 0.07917367 0.08230512 0.15145383 0.07954423 0.07954544 0.07965736 0.07478643 0.07404980
F_43 0.00003010 0.00502606 0.00002124 0.00487557 0.00002788 0.00002880 0.00531831 0.00494828 0.00532306 0.00002094 0.00465961 0.00002730 0.00003970 0.00556479 0.00540076 0.00002989 0.00541978 0.00003063 0.00470157 0.00502460 0.00002766 0.00003119 0.00502661 0.00003703 0.07564136 0.00507791 0.00502447 0.00472526 0.15221771 0.00514976 0.00003042 0.00002058 0.00540687 0.00003081 0.00546073 0.00003503 0.00003241 0.00001197 0.00003028 0.00002840 0.00002787 0.00499795 0.00527333 0.00003198 0.00003813 0.00003086 0.00551332 0.00003219 0.00002443 0.00510186 0.00003529 0.00516507 0.00002801 0.00503072 0.00466149 0.00471923 0.00472669 0.00503120 0.00484889 0.00003248 0.07974611 0.00469751 0.00514937 0.00511034 0.00471018 0.00002493 0.00508097 0.00003516 0.00004364 0.00524328 0.00524631 0.00475004 0.00003574 0.00474864 0.00003122 0.00000000 0.00505764 0.07539910 0 0.00518692 0.00508094 0.00502541 0.00530414 0.00523238 0.00507999 0.00002464 0.07529672 0.00484217 0.00501729 0.00489995 0.00508042 0.00003467 0.00498581 0.00510821 0.00464109 0.00003123 0.00003850 0.00502436 0.00003189 0.00002253 0.00540307 0.00002109 0.00003753 0.00505227 0.07464782 0.00001206 0.00505071 0.00502800 0.00002221 0.00002106 0.00575737 0.00004601 0.00540576 0.00474056 0.00003795 0.00001276 0.00505216 0.00002145 0.00488554 0.00474455 0.00002229 0.00508217 0.00002358 0.00002420 0.00521997 0.00003173 0.00003096 0.00470474 0.00002768 0.00507974 0.00473258 0.11582165 0.00500179 0.00531804 0.15130213 0.00003953 0.00002618 0.00003014 0.00474204 0.00473181
F_29 0.00509566 0.00565902 0.00508851 0.00547181 0.00517752 0.00516941 0.00545670 0.00561229 0.00546129 0.00509071 0.00520325 0.00516474 0.00513646 0.00531433 0.00517937 0.00511088 0.00538185 0.00511149 0.00520476 0.00571221 0.00511911 0.00511682 0.00566523 0.00511544 0.07444666 0.00569212 0.00569078 0.00528658 0.15114049 0.00000468 0.00511846 0.00511006 0.00551948 0.00509977 0.00523600 0.00511288 0.00510221 0.00508272 0.00511554 0.00511609 0.00508278 0.00566069 0.00538097 0.00509582 0.00510232 0.00510971 0.00547664 0.00511424 0.00510806 0.00577411 0.00517985 0.00589373 0.00512562 0.00000316 0.00552383 0.00509633 0.00520946 0.00000567 0.00531272 0.00511093 0.08201149 0.00550819 0.00589230 0.00577449 0.00521467 0.00502961 0.00573966 0.00509061 0.00512224 0.00510673 0.00502011 0.00521871 0.00512044 0.00544350 0.00518130 0.00000000 0.00573394 0.08021515 0.00518692 0 0.00577993 0.00568785 0.00540548 0.00495669 0.00574006 0.00511376 0.07462075 0.00524844 0.00000292 0.00541837 0.00572259 0.00510227 0.00579768 0.00578109 0.00514374 0.00509402 0.00511911 0.00569090 0.00512150 0.00511460 0.00484942 0.00500007 0.00511780 0.00570111 0.07725566 0.00514525 0.00571651 0.00568727 0.00513738 0.00511097 0.00532435 0.00503324 0.00551876 0.00524319 0.00512541 0.00515808 0.00571373 0.00512663 0.00536860 0.00524467 0.00505128 0.00572467 0.00516968 0.00503344 0.00528570 0.00511424 0.00509816 0.00528246 0.00511586 0.00577639 0.00541674 0.05602286 0.00568772 0.00545962 0.15105909 0.00513864 0.00510702 0.00511434 0.00526636 0.00536540
s_2347 0.00537113 0.00000786 0.00535682 0.00000810 0.00537567 0.00536984 0.00477637 0.00000762 0.00477236 0.00509113 0.00559477 0.00507729 0.00537860 0.00503172 0.00494985 0.00536243 0.00503179 0.00536249 0.00558828 0.00000835 0.00536077 0.00535673 0.00000786 0.00536542 0.07603356 0.00000660 0.00000835 0.00556118 0.15212840 0.00575971 0.00536723 0.00536061 0.00494769 0.00536228 0.00509835 0.00536029 0.00535974 0.00537700 0.00528496 0.00536058 0.00507279 0.00000453 0.00475469 0.00535466 0.00534604 0.00528511 0.00447148 0.00536069 0.00535724 0.00000643 0.00538964 0.00000367 0.00536712 0.00578424 0.00532751 0.00543905 0.00560507 0.00576010 0.00558722 0.00537030 0.08231190 0.00534316 0.00001118 0.00000453 0.00560077 0.00506729 0.00000500 0.00535945 0.00536754 0.00571143 0.00492236 0.00561779 0.00537165 0.00533679 0.00536335 1.00000000 0.00001265 0.07908554 0.00508094 0.00577993 0 0.00000763 0.00478095 0.00498894 0.00000635 0.00536913 0.07603960 0.00553269 0.00581624 0.00533713 0.00000357 0.00537067 0.00003004 0.00000239 0.00504995 0.00535879 0.00537620 0.00000835 0.00537618 0.00536942 0.00499618 0.00505768 0.00536570 0.00005858 0.08084319 0.00507993 0.00000548 0.00000524 0.00507066 0.00535728 0.00519535 0.00532969 0.00491087 0.00560956 0.00536349 0.00538454 0.00000429 0.00535994 0.00547000 0.00560707 0.00507477 0.00000572 0.00538066 0.00507347 0.00570269 0.00536030 0.00536033 0.00557745 0.00535963 0.00000624 0.00532097 3.59900580 0.00001050 0.00477672 0.15166363 0.00537670 0.00534291 0.00535753 0.00561031 0.00000404
s_2409 0.00529705 0.00000715 0.00529660 0.00000669 0.00531541 0.00530965 0.00477815 0.00000809 0.00477678 0.00502896 0.00559517 0.00502186 0.00538665 0.00503313 0.00497348 0.00528978 0.00502466 0.00537308 0.00558662 0.00000906 0.00536872 0.00530247 0.00000977 0.00537595 0.07622450 0.00000587 0.00000929 0.00555539 0.15212156 0.00570829 0.00531399 0.00530072 0.00495454 0.00537249 0.00509734 0.00530403 0.00536624 0.00531166 0.00528724 0.00537092 0.00501836 0.00000572 0.00476251 0.00536074 0.00527538 0.00528781 0.00447456 0.00530254 0.00530173 0.00000572 0.00533272 0.00000563 0.00531082 0.00575420 0.00532667 0.00543052 0.00560400 0.00577360 0.00558811 0.00540057 0.08230196 0.00534232 0.00001018 0.00000763 0.00559963 0.00501266 0.00000691 0.00530558 0.00535985 0.00570082 0.00492429 0.00546560 0.00531555 0.00533909 0.00529913 1.00000000 0.00001191 0.07922318 0.00502541 0.00568785 0.00000763 0 0.00478605 0.00489381 0.00000586 0.00530882 0.07623233 0.00554410 0.00580438 0.00533629 0.00000858 0.00531490 0.00003195 0.00000740 0.00483246 0.00536443 0.00538607 0.00000882 0.00532084 0.00530912 0.00498413 0.00500344 0.00531420 0.00005834 0.07750522 0.00501842 0.00000501 0.00000500 0.00501459 0.00529904 0.00519292 0.00519155 0.00491831 0.00560880 0.00531272 0.00532065 0.00000716 0.00529967 0.00547288 0.00560657 0.00501754 0.00000524 0.00532011 0.00501833 0.00570425 0.00539058 0.00530158 0.00553138 0.00531002 0.00000553 0.00532437 0.02972951 0.00000905 0.00478191 0.15166055 0.00532664 0.00528793 0.00536766 0.00553196 0.00000786
F_42 0.00532545 0.00478545 0.00531721 0.00458847 0.00530253 0.00531204 0.00000026 0.00479691 0.00000026 0.00526935 0.00558562 0.00529083 0.00532076 0.00468534 0.00493684 0.00532667 0.00496182 0.00532547 0.00559072 0.00479103 0.00531158 0.00530560 0.00478853 0.00531881 0.07540617 0.00481835 0.00478275 0.00556886 0.15141688 0.00539786 0.00530356 0.00529603 0.00341270 0.00531910 0.00498153 0.00529800 0.00530250 0.00531324 0.00532765 0.00532726 0.00530321 0.00477762 0.00002724 0.00532642 0.00526517 0.00532667 0.00475579 0.00530927 0.00529977 0.00479153 0.00529779 0.00480904 0.00529901 0.00540047 0.00567521 0.00545448 0.00558985 0.00540741 0.00559719 0.00532622 0.08425808 0.00566198 0.00481519 0.00478966 0.00559040 0.00531434 0.00477987 0.00531195 0.00531483 0.00551064 0.00486355 0.00561783 0.00530755 0.00565820 0.00529967 0.00000000 0.00478739 0.08263702 0.00530414 0.00540548 0.00478095 0.00478605 0 0.00491425 0.00480526 0.00531573 0.07542400 0.00560055 0.00539961 0.00564716 0.00478088 0.00531877 0.00475434 0.00476710 0.00539762 0.00532379 0.00531889 0.00478215 0.00531070 0.00529914 0.00493761 0.00524701 0.00531510 0.00478646 0.08023338 0.00530349 0.00478441 0.00479244 0.00529644 0.00529565 0.00513991 0.00523012 0.00341286 0.00559203 0.00531198 0.00527996 0.00477801 0.00531366 0.00567973 0.00559436 0.00530295 0.00479100 0.00531020 0.00532048 0.00564402 0.00531020 0.00532649 0.00560263 0.00530953 0.00479061 0.00565402 0.05551396 0.00479288 0.00000078 0.15174204 0.00532267 0.00529356 0.00532668 0.00563967 0.00443102
F_40 0.00523695 0.00489305 0.00521440 0.00477618 0.00527071 0.00526972 0.00492192 0.00498813 0.00491427 0.00520233 0.00544047 0.00521340 0.00522761 0.00478654 0.00371317 0.00522849 0.00481751 0.00522456 0.00542484 0.00489796 0.00522197 0.00522992 0.00499126 0.00523514 0.07445955 0.00494638 0.00489848 0.00542000 0.15207429 0.00495079 0.00521593 0.00520737 0.00498440 0.00522341 0.00364930 0.00522269 0.00521951 0.00520928 0.00522529 0.00522875 0.00521500 0.00489237 0.00488192 0.00522144 0.00520146 0.00522816 0.00503193 0.00522024 0.00521005 0.00501083 0.00526579 0.00506867 0.00522069 0.00492249 0.00551426 0.00525878 0.00544693 0.00495581 0.00543801 0.00522319 0.08438136 0.00552144 0.00505760 0.00501949 0.00544725 0.00521834 0.00498933 0.00522477 0.00522335 0.00534313 0.00001278 0.00545425 0.00522367 0.00552294 0.00526661 0.00000000 0.00499289 0.08095256 0.00523238 0.00495669 0.00498894 0.00489381 0.00491425 0 0.00494494 0.00521241 0.07448786 0.00541615 0.00494076 0.00547839 0.00498922 0.00520204 0.00501990 0.00501971 0.00525216 0.00522406 0.00522525 0.00489818 0.00522033 0.00521870 0.00442062 0.00516029 0.00523594 0.00503393 0.08035302 0.00521425 0.00492415 0.00490012 0.00521988 0.00520830 0.00351814 0.00520317 0.00498373 0.00544714 0.00522869 0.00526368 0.00492390 0.00520851 0.00551867 0.00545434 0.00521733 0.00498455 0.00526346 0.00521741 0.00533244 0.00522735 0.00522387 0.00545513 0.00522707 0.00501773 0.00544475 0.05606326 0.00489662 0.00490532 0.15201714 0.00522945 0.00520541 0.00522597 0.00547964 0.00462718
s_2406 0.00536045 0.00000586 0.00536329 0.00000614 0.00538281 0.00537706 0.00480344 0.00000634 0.00479911 0.00509006 0.00563686 0.00507611 0.00545249 0.00505542 0.00501467 0.00535229 0.00504798 0.00543925 0.00561677 0.00000807 0.00543467 0.00536280 0.00000831 0.00544254 0.07582019 0.00000415 0.00000855 0.00559388 0.15215805 0.00576442 0.00537913 0.00536731 0.00499069 0.00543837 0.00514386 0.00536479 0.00543309 0.00538444 0.00535004 0.00543640 0.00507232 0.00000537 0.00478436 0.00542735 0.00533223 0.00535047 0.00448927 0.00536651 0.00536411 0.00000660 0.00539499 0.00000538 0.00537188 0.00578606 0.00535409 0.00545872 0.00563790 0.00583049 0.00562280 0.00546879 0.08290597 0.00537063 0.00001192 0.00000563 0.00563291 0.00506638 0.00000562 0.00536643 0.00543023 0.00573937 0.00497061 0.00551811 0.00537647 0.00536397 0.00537006 1.00000000 0.00001246 0.07966597 0.00507999 0.00574006 0.00000635 0.00000586 0.00480526 0.00494494 0 0.00537423 0.07583088 0.00558470 0.00586070 0.00536397 0.00000635 0.00537578 0.00003178 0.00000612 0.00484414 0.00543132 0.00545254 0.00000806 0.00538263 0.00537453 0.00502446 0.00505603 0.00537589 0.00005782 0.07791626 0.00507955 0.00000489 0.00000489 0.00506971 0.00536403 0.00524117 0.00524804 0.00495299 0.00564198 0.00537664 0.00539287 0.00000514 0.00536638 0.00550156 0.00564014 0.00507199 0.00000489 0.00538755 0.00507203 0.00574935 0.00545838 0.00536551 0.00557577 0.00537395 0.00000518 0.00534958 0.02287726 0.00000881 0.00480049 0.15163408 0.00539101 0.00534845 0.00543360 0.00554633 0.00000690
F_14 0.00003932 0.00531260 0.00000705 0.00514411 0.00002394 0.00002297 0.00528363 0.00522198 0.00532018 0.00003782 0.00463841 0.00004109 0.00004927 0.00553134 0.00540962 0.00003880 0.00541359 0.00003953 0.00467846 0.00530239 0.00003786 0.00002563 0.00531321 0.00004709 0.07541488 0.00536934 0.00530227 0.00469633 0.15229954 0.00509489 0.00003850 0.00000564 0.00532486 0.00003972 0.00549792 0.00002158 0.00003875 0.00001815 0.00003712 0.00003929 0.00003553 0.00527673 0.00530400 0.00003808 0.00003700 0.00003927 0.00553174 0.00003784 0.00003540 0.00539016 0.00002277 0.00546507 0.00002322 0.00510848 0.00503496 0.00472326 0.00469797 0.00509333 0.00485455 0.00003807 0.08039641 0.00504009 0.00545419 0.00539798 0.00468731 0.00002984 0.00536927 0.00002195 0.00005525 0.00524425 0.00524059 0.00463667 0.00002348 0.00505509 0.00002565 0.00000000 0.00534131 0.07621340 0.00002464 0.00511376 0.00536913 0.00530882 0.00531573 0.00521241 0.00537423 0 0.07540078 0.00482132 0.00510234 0.00523857 0.00536833 0.00002347 0.00539699 0.00539869 0.00473468 0.00003879 0.00004927 0.00530221 0.00002252 0.00000752 0.00540555 0.00002474 0.00004908 0.00537033 0.07543469 0.00002390 0.00533827 0.00531348 0.00002620 0.00000728 0.00574652 0.00003019 0.00532204 0.00471290 0.00004896 0.00002026 0.00534024 0.00000681 0.00520936 0.00471711 0.00002745 0.00536964 0.00002808 0.00002934 0.00522814 0.00003806 0.00003807 0.00468861 0.00003688 0.00536795 0.00500435 0.71776636 0.00527806 0.00531962 0.15213514 0.00004883 0.00003687 0.00003930 0.00469949 0.00498771
F_60 0.07508738 0.07623758 0.07519301 0.07319957 0.07624528 0.07629014 0.07565178 0.07621542 0.07587409 0.07485314 0.07593667 0.07535473 0.07537689 0.07589979 0.07586927 0.07537112 0.07623983 0.07532736 0.07625033 0.07613403 0.07534759 0.07528734 0.07624093 0.07533884 0.00000192 0.07602156 0.07575320 0.07593482 0.15112490 0.07441838 0.07501443 0.07540755 0.07536911 0.07517428 0.07550903 0.07501422 0.07516964 0.07515103 0.07536569 0.07532905 0.07503255 0.07577311 0.07566830 0.07516182 0.07510818 0.07534801 0.07608349 0.07532819 0.07498109 0.07586518 0.07613958 0.07620454 0.07539198 0.07460178 0.07538447 0.07423873 0.07603617 0.07453518 0.07544924 0.07515832 0.07735003 0.07558579 0.07599640 0.07604578 0.07601514 0.07531504 0.07604288 0.07539807 0.07502319 0.07633228 0.07571145 0.07625089 0.07527219 0.07555756 0.07609427 0.00000000 0.07586432 0.07486771 0.07529672 0.07462075 0.07603960 0.07623233 0.07542400 0.07448786 0.07583088 0.07540078 0 0.07574813 0.07449895 0.07484083 0.07603570 0.07536712 0.07587075 0.07605160 0.07321384 0.07518748 0.07537784 0.07575471 0.07532298 0.07539710 0.07580767 0.07447933 0.07522986 0.07554905 0.07139583 0.07511512 0.07604669 0.07587292 0.07539180 0.07519423 0.07593082 0.07501740 0.07532965 0.07566653 0.07524936 0.07615022 0.07625679 0.07513222 0.07522139 0.07569530 0.07540293 0.07602994 0.07629150 0.07534807 0.07649277 0.07517456 0.07534120 0.07587705 0.07538954 0.07609274 0.07407756 0.06222121 0.07611775 0.07557209 0.15147565 0.07542064 0.07507060 0.07516986 0.07550329 0.07096570
s_2353 0.00481310 0.00554519 0.00481787 0.00554343 0.00481571 0.00478837 0.00560274 0.00549883 0.00560211 0.00479223 0.00001904 0.00481299 0.00479693 0.00550481 0.00549559 0.00481809 0.00468502 0.00481831 0.00001441 0.00554677 0.00479023 0.00478464 0.00553568 0.00482113 0.07573406 0.00557968 0.00554982 0.00001260 0.15159591 0.00524232 0.00480304 0.00482815 0.00558747 0.00481796 0.00550083 0.00486789 0.00483110 0.00485929 0.00478636 0.00478744 0.00479738 0.00554881 0.00560495 0.00480234 0.00477444 0.00481107 0.00561315 0.00480466 0.00478562 0.00555151 0.00487327 0.00557951 0.00478816 0.00519232 0.00085654 0.00000199 0.00001511 0.00518519 0.00000074 0.00480325 0.08290651 0.00085141 0.00557209 0.00555232 0.00001448 0.00478790 0.00555148 0.00483737 0.00477828 0.00502889 0.00540736 0.00010850 0.00487408 0.00085136 0.00479127 1.00000000 0.00555323 0.07940467 0.00484217 0.00524844 0.00553269 0.00554410 0.00560055 0.00541615 0.00558470 0.00482132 0.07574813 0 0.00518327 0.00083036 0.00555002 0.00487117 0.00555160 0.00553297 0.00000491 0.00483083 0.00479310 0.00554501 0.00487162 0.00485888 0.00549307 0.00481060 0.00482645 0.00556508 0.08182535 0.00481450 0.00554966 0.00555099 0.00478693 0.00485868 0.00550005 0.00468179 0.00550549 0.00001619 0.00479292 0.00489111 0.00555136 0.00483259 0.00087798 0.00001291 0.00479261 0.00554651 0.00489076 0.00481637 0.00536471 0.00483380 0.00483313 0.00002571 0.00481033 0.00554492 0.00082131 0.05879760 0.00554570 0.00559965 0.14738849 0.00482787 0.00480763 0.00478908 0.00006039 0.00520262
