phage	is_Circular	is_Novel	AR	VF
N197_BC09_tig00000015	False	False	NA	NA
N197_BC09_tig00000302	False	False	NA	VFDB|VFG001799, VFDB|VFG002423, VFDB|VFG002422, VFDB|VFG001328
N140_BC02_tig00000019	True	True	NA	NA
N132_BC09_tig00000001	False	True	NA	NA
N173_BC08_tig00000158	False	False	NA	NA
N173_BC08_tig00000162	False	False	NA	NA
N173_BC08_tig00001156	False	False	NA	NA
N173_BC08_tig00006578	False	True	NA	NA
N197_BC01_tig00000086	False	True	NA	NA
N225_BC07_tig00000519	False	True	NA	NA
N225_BC07_tig00000520	True	True	NA	NA
N225_BC07_tig00002450	False	True	NA	NA
N152_BC03_tig00000043	False	True	NA	NA
N182_BC10_tig00000169	False	True	NA	NA
N182_BC10_tig00006457	False	False	NA	NA
N168_BC03_tig00000133	False	True	NA	NA
N103_BC10_tig00000008	False	False	NA	NA
N103_BC10_tig00000025	False	True	NA	NA
N156_BC06_tig00000052	False	True	NA	NA
N156_BC06_tig00000024	False	True	NA	NA
N156_BC06_tig00000028	False	False	NA	NA
N151_BC03_tig00000097	False	True	NA	NA
N185_BC12_tig00000042	False	True	NA	NA
N224_BC09_tig00000178	True	False	NA	NA
N224_BC09_tig00000204	False	True	NA	NA
N224_BC09_tig00000303	False	True	NA	NA
N224_BC09_tig00004090	False	True	NA	NA
N109_BC06_tig00000034	False	True	NA	NA
N236_BC06_tig00000074	False	True	NA	NA
N219_BC09_tig00000003	False	False	NA	NA
N219_BC09_tig00000089	False	False	NA	VFDB|VFG001328, VFDB|VFG002422, VFDB|VFG002423, VFDB|VFG001799
N219_BC09_tig00000167	False	False	NA	NA
N194_BC03_tig00003388	False	True	NA	NA
N194_BC03_tig00003377	False	True	NA	NA
N194_BC03_tig00003392	False	True	NA	NA
N194_BC03_tig00003393	False	True	NA	NA
N148_BC06_tig00000022	False	False	NA	NA
N170_BC07_tig00000108	False	True	NA	NA
N187_BC03_tig00000346	False	True	NA	NA
N202_BC07_tig00000113	False	True	NA	NA
N202_BC07_tig00000114	False	True	NA	NA
N202_BC07_tig00000167	False	False	NA	NA
N202_BC07_tig00000173	False	False	NA	NA
N202_BC07_tig00000180	False	True	['Far1_Fcd']	NA
N225_BC04_tig00000255	False	False	NA	NA
N104_BC05_tig00000052	False	False	NA	NA
N104_BC05_tig00000059	False	False	NA	NA
N148_BC03_tig00000198	False	False	NA	NA
N237_BC08_tig00000203	False	False	NA	NA
N158_BC06_tig00000077	True	True	NA	NA
N158_BC06_tig00000173	False	True	NA	NA
N122_BC09_tig00000003	True	False	NA	NA
N122_BC09_tig00000015	False	True	NA	NA
N101_BC05_tig00000021	True	True	NA	NA
N101_BC05_tig00000022	True	True	NA	NA
N101_BC05_tig00000036	False	True	NA	NA
N101_BC05_tig00000039	False	True	NA	NA
N101_BC05_tig00000055	True	True	NA	NA
N101_BC05_tig00000159	False	True	NA	NA
N101_BC05_tig00000209	False	False	NA	NA
N101_BC05_tig00000493	False	True	NA	NA
N101_BC05_tig00000494	False	True	NA	NA
N133_BC06_tig00000000	False	False	NA	NA
N230_BC10_tig00000114	False	True	NA	NA
N230_BC10_tig00001110	False	True	NA	NA
N117_BC12_tig00000004	False	True	NA	NA
N234_BC10_tig00001995	False	True	NA	NA
N234_BC10_tig00000062	False	True	NA	NA
N234_BC10_tig00000072	False	True	NA	NA
N234_BC10_tig00001992	False	True	NA	NA
N234_BC10_tig00001996	False	True	NA	NA
N106_BC05_tig00000004	False	True	NA	NA
N218_BC05_tig00000132	False	True	NA	NA
N218_BC05_tig00000144	False	True	NA	NA
N218_BC05_tig00002028	False	True	NA	NA
N218_BC05_tig00002029	False	True	NA	NA
N229_BC08_tig00000047	True	True	NA	NA
N224_BC07_tig00000232	False	True	NA	NA
N224_BC07_tig00000194	False	True	NA	NA
N224_BC07_tig00000213	False	True	NA	NA
N224_BC07_tig00000267	False	True	NA	NA
N173_BC12_tig00000179	True	True	NA	NA
N173_BC12_tig00000314	False	True	NA	NA
N173_BC12_tig00000345	False	True	NA	NA
N151_BC05_tig00000015	True	False	NA	NA
N147_BC01_tig00000032	False	False	NA	NA
N144_BC11_tig00000078	False	True	NA	NA
N144_BC11_tig00000099	False	True	NA	NA
N144_BC11_tig00000451	False	False	NA	NA
N144_BC11_tig00000465	False	True	NA	NA
N144_BC11_tig00000493	False	True	NA	NA
N144_BC11_tig00012292	False	False	NA	NA
N239_BC04_tig00000469	False	False	NA	NA
N239_BC04_tig00000630	False	True	NA	NA
N239_BC04_tig00000063	False	True	NA	NA
N239_BC04_tig00000079	False	True	NA	NA
N239_BC04_tig00000156	False	True	NA	NA
N239_BC04_tig00000308	True	True	NA	NA
N239_BC04_tig00000396	True	True	NA	NA
N239_BC04_tig00000463	False	True	NA	NA
N239_BC04_tig00000521	False	True	NA	NA
N239_BC04_tig00000528	True	True	NA	NA
N239_BC04_tig00000697	False	False	NA	NA
N239_BC04_tig00000763	False	True	NA	NA
N239_BC04_tig00001417	False	True	NA	NA
N239_BC04_tig00011466	False	True	NA	NA
N239_BC04_tig00011467	True	True	NA	NA
N239_BC04_tig00011469	False	True	NA	NA
N210_BC02_tig00000018	False	True	NA	NA
N210_BC02_tig00000286	False	True	NA	NA
N117_BC05_tig00000038	False	False	NA	NA
N117_BC05_tig00000052	False	False	NA	NA
N117_BC05_tig00000061	False	False	NA	NA
N117_BC05_tig00000063	False	False	NA	NA
N117_BC05_tig00000099	False	True	NA	NA
N117_BC05_tig00000107	False	True	NA	NA
N210_BC03_tig00000050	False	False	NA	NA
N210_BC03_tig00000051	False	False	NA	VFDB|VFG001328, VFDB|VFG002422, VFDB|VFG002423
N210_BC03_tig00000291	False	False	NA	NA
N210_BC03_tig00000296	False	False	NA	NA
N164_BC08_tig00000022	False	True	NA	NA
N174_BC12_tig00000043	False	True	NA	NA
N216_BC02_tig00000004	False	False	NA	VFDB|VFG002171
N216_BC02_tig00000092	False	True	NA	NA
N216_BC02_tig00001427	False	False	NA	NA
N160_BC05_tig00000112	False	True	NA	NA
N176_BC09_tig00000078	False	True	NA	NA
N179_BC02_tig00000376	False	True	NA	NA
N179_BC02_tig00000380	False	True	NA	NA
N179_BC02_tig00000411	False	True	NA	NA
N179_BC02_tig00000475	True	True	NA	NA
N179_BC02_tig00000491	False	True	NA	NA
N169_BC04_tig00000078	False	False	NA	NA
N227_BC03_tig00001515	False	False	NA	NA
N227_BC03_tig00000451	False	False	NA	NA
N227_BC03_tig00000568	False	True	NA	NA
N227_BC03_tig00000609	False	True	NA	NA
N227_BC03_tig00000619	False	True	NA	NA
N227_BC03_tig00000833	False	True	NA	NA
N227_BC03_tig00001107	False	True	NA	NA
N227_BC03_tig00001114	False	False	NA	NA
N155_BC03_tig00000033	False	True	NA	NA
N131_BC12_tig00000004	True	False	NA	NA
N204_BC08_tig00000193	False	True	NA	NA
N204_BC08_tig00000697	False	True	NA	NA
N204_BC08_tig00003502	False	True	NA	NA
N204_BC08_tig00003503	True	True	NA	NA
N184_BC10_tig00000104	False	True	NA	NA
N184_BC10_tig00007358	False	False	NA	NA
N218_BC10_tig00000080	True	True	NA	NA
N218_BC10_tig00000093	False	True	NA	NA
N133_BC07_tig00000003	False	True	NA	NA
N161_BC09_tig00000202	False	False	NA	NA
N168_BC11_tig00000200	False	False	NA	NA
N168_BC11_tig00000247	False	False	NA	NA
N107_BC05_tig00000001	False	True	NA	NA
N107_BC05_tig00000006	False	True	NA	NA
N107_BC05_tig00000017	False	False	NA	NA
N107_BC05_tig00000041	False	True	NA	NA
N107_BC05_tig00000072	False	False	NA	NA
N223_BC12_tig00000676	False	False	NA	NA
N223_BC12_tig00005538	False	False	NA	NA
N223_BC12_tig00005539	False	False	NA	NA
N189_BC09_tig00007869	False	True	NA	NA
N205_BC09_tig00000107	False	True	NA	NA
N190_BC10_tig00000533	False	True	NA	NA
N190_BC10_tig00000033	False	True	NA	NA
N190_BC10_tig00000071	False	True	NA	NA
N190_BC10_tig00000106	False	True	NA	NA
N190_BC10_tig00000435	False	True	NA	NA
N190_BC10_tig00000811	False	True	NA	NA
N190_BC10_tig00002244	False	True	NA	NA
N177_BC09_tig00000181	False	True	NA	NA
N109_BC12_tig00000003	True	True	NA	NA
N167_BC09_tig00001726	False	True	NA	NA
N203_BC07_tig00006305	False	True	NA	NA
N131_BC01_tig00000024	False	False	NA	NA
N131_BC01_tig00000031	False	True	NA	NA
N214_BC07_tig00000777	False	False	NA	NA
N214_BC07_tig00004114	False	False	NA	NA
N126_BC09_tig00000007	False	True	NA	NA
N119_BC03_tig00000094	False	False	NA	NA
N119_BC03_tig00000124	False	True	NA	NA
N140_BC03_tig00000120	False	True	NA	NA
N140_BC03_tig00000013	True	True	NA	NA
N140_BC03_tig00000039	False	True	NA	NA
N205_BC08_tig00000028	True	True	NA	NA
N126_BC05_tig00000004	True	False	NA	NA
N149_BC02_tig00000034	False	False	NA	VFDB|VFG001328, VFDB|VFG002422, VFDB|VFG002423
N230_BC05_tig00000329	False	True	NA	NA
N230_BC05_tig00000347	False	True	NA	NA
N230_BC05_tig00000462	False	False	NA	NA
N230_BC05_tig00000657	False	True	NA	NA
N230_BC05_tig00000666	False	True	NA	NA
N215_BC04_tig00000869	True	True	NA	NA
N131_BC10_tig00000129	False	False	NA	NA
N131_BC10_tig00000144	False	True	NA	NA
N228_BC04_tig00000578	False	False	NA	NA
N228_BC04_tig00008866	False	True	NA	NA
N228_BC04_tig00008867	True	True	NA	NA
N178_BC10_tig00000001	False	True	NA	NA
N178_BC10_tig00000216	True	True	NA	NA
N178_BC10_tig00000972	False	True	NA	NA
N178_BC10_tig00000976	False	True	NA	NA
N178_BC10_tig00006017	True	True	NA	NA
N178_BC10_tig00006024	False	True	NA	NA
N178_BC10_tig00006025	False	True	NA	NA
N123_BC10_tig00000028	True	True	NA	NA
N123_BC10_tig00000039	False	True	NA	NA
N123_BC10_tig00000040	False	True	NA	NA
N123_BC10_tig00000049	False	True	NA	NA
N139_BC05_tig00000003	True	False	NA	NA
N139_BC05_tig00000056	False	False	NA	NA
N197_BC05_tig00000016	False	True	NA	VFDB|VFG016338
N197_BC05_tig00000320	True	True	NA	NA
N197_BC05_tig00000002	False	True	NA	NA
N197_BC05_tig00000452	True	True	NA	NA
N197_BC05_tig00000542	False	True	NA	NA
N197_BC05_tig00000692	False	True	NA	NA
N197_BC05_tig00001693	False	True	NA	NA
N197_BC05_tig00018989	False	True	NA	NA
N240_BC01_tig00000341	False	True	NA	NA
N156_BC03_tig00000044	False	True	NA	NA
N156_BC03_tig00000067	False	True	NA	NA
N156_BC03_tig00000176	False	True	NA	NA
N144_BC02_tig00000078	False	True	NA	NA
N144_BC02_tig00000081	False	True	NA	NA
N144_BC02_tig00000102	False	False	NA	NA
N108_BC06_tig00000015	False	True	NA	NA
N108_BC06_tig00000016	False	True	NA	NA
N108_BC06_tig00000036	False	True	NA	NA
N222_BC04_tig00000137	True	True	NA	NA
N222_BC04_tig00000822	False	True	NA	NA
N222_BC04_tig00000825	False	True	NA	NA
N222_BC04_tig00004746	False	True	NA	NA
N222_BC04_tig00004747	False	True	NA	NA
N222_BC04_tig00004748	False	True	NA	NA
N183_BC12_tig00000093	True	True	NA	NA
N183_BC12_tig00000588	False	False	NA	VFDB|VFG002422, VFDB|VFG001328
N183_BC12_tig00000137	False	True	NA	NA
N183_BC12_tig00000151	False	False	NA	NA
N183_BC12_tig00000299	False	True	NA	NA
N183_BC12_tig00000353	False	True	NA	NA
N183_BC12_tig00001259	False	True	NA	NA
N129_BC06_tig00000017	False	True	NA	NA
N221_BC10_tig00000101	False	True	NA	NA
N221_BC10_tig00000137	True	True	NA	NA
N221_BC10_tig00000142	True	True	NA	NA
N221_BC10_tig00000254	False	True	NA	NA
N134_BC04_tig00000010	False	False	NA	NA
N134_BC04_tig00000021	False	True	NA	NA
N192_BC05_tig00000085	True	True	NA	NA
N124_BC09_tig00000042	False	True	NA	NA
N124_BC09_tig00000076	True	True	NA	NA
N124_BC09_tig00000111	False	True	NA	NA
N124_BC09_tig00000127	False	False	NA	NA
N124_BC09_tig00000152	False	True	NA	NA
N124_BC09_tig00000169	False	True	NA	NA
N124_BC09_tig00000206	False	True	NA	NA
N124_BC09_tig00000270	False	True	NA	NA
N126_BC02_tig00000003	False	False	NA	NA
N212_BC04_tig00000284	False	True	NA	NA
N212_BC04_tig00000293	False	True	NA	NA
N212_BC04_tig00000485	False	True	NA	NA
N212_BC04_tig00008958	False	True	NA	NA
N212_BC04_tig00008959	False	True	NA	NA
N235_BC02_tig00000402	True	True	NA	NA
N235_BC02_tig00000429	True	True	NA	NA
N235_BC02_tig00000664	True	True	NA	NA
N235_BC02_tig00013641	False	True	NA	NA
N238_BC08_tig00000019	False	True	NA	NA
N160_BC07_tig00000019	False	True	NA	NA
N188_BC04_tig00000189	False	True	NA	NA
N188_BC04_tig00000193	False	False	NA	NA
N188_BC04_tig00002868	False	False	NA	VFDB|VFG001328, VFDB|VFG002422
N172_BC03_tig00000540	False	True	NA	NA
N217_BC02_tig00000507	False	True	NA	NA
N217_BC02_tig00000513	True	True	NA	NA
N217_BC02_tig00009243	False	True	NA	NA
N200_BC05_tig00000066	False	True	NA	NA
N102_BC06_tig00000001	False	True	NA	NA
N102_BC06_tig00000018	False	True	NA	NA
N102_BC06_tig00000042	False	False	NA	NA
N182_BC06_tig00000347	True	True	NA	NA
N182_BC06_tig00000455	False	True	NA	NA
N182_BC06_tig00001261	False	True	NA	NA
N182_BC06_tig00001282	False	True	NA	NA
N182_BC06_tig00001291	False	True	NA	NA
N182_BC06_tig00001292	True	True	NA	NA
N211_BC04_tig00000111	False	True	NA	NA
N160_BC01_tig00000002	False	True	NA	NA
N160_BC01_tig00000043	False	True	NA	NA
N160_BC01_tig00000107	False	True	NA	NA
N211_BC08_tig00000268	False	False	NA	NA
N211_BC08_tig00000004	True	True	NA	NA
N211_BC08_tig00000151	False	False	NA	NA
N211_BC08_tig00000165	False	True	NA	NA
N211_BC08_tig00000202	False	True	NA	NA
N211_BC08_tig00000217	False	True	NA	NA
N143_BC08_tig00000047	False	False	NA	NA
N186_BC01_tig00000065	False	True	NA	NA
N186_BC01_tig00000363	False	False	NA	NA
N152_BC02_tig00000033	True	False	NA	NA
N152_BC02_tig00000293	False	True	NA	NA
N152_BC02_tig00000388	False	True	NA	NA
N179_BC09_tig00000029	False	True	NA	NA
N102_BC04_tig00000024	False	True	NA	NA
N102_BC04_tig00000047	False	True	NA	NA
N102_BC04_tig00000074	False	True	NA	NA
N102_BC04_tig00000075	False	True	NA	NA
N105_BC06_tig00000044	False	False	NA	NA
N105_BC06_tig00000082	False	False	NA	NA
N105_BC06_tig00000380	False	False	NA	NA
N179_BC12_tig00000122	False	True	NA	NA
N179_BC12_tig00000174	True	True	NA	NA
N179_BC12_tig00005311	True	True	NA	NA
N179_BC12_tig00005312	False	True	NA	NA
N211_BC09_tig00000794	False	False	NA	NA
N211_BC09_tig00009176	False	True	NA	NA
N219_BC08_tig00000018	False	True	NA	NA
N231_BC10_tig00000270	False	True	NA	NA
N231_BC10_tig00002001	True	True	NA	NA
N231_BC10_tig00002002	False	True	NA	NA
N231_BC10_tig00009975	True	True	NA	NA
N221_BC12_tig00000085	False	True	NA	NA
N221_BC12_tig00000241	True	True	NA	NA
N221_BC12_tig00000725	False	True	NA	NA
N139_BC01_tig00000003	True	False	NA	NA
N203_BC10_tig00011623	False	True	NA	NA
N203_BC10_tig00000059	False	True	NA	NA
N203_BC10_tig00011622	False	True	NA	NA
N224_BC05_tig00000136	True	True	NA	NA
N223_BC06_tig00000157	False	False	NA	NA
N201_BC11_tig00000426	False	True	NA	NA
N103_BC04_tig00000070	False	True	NA	NA
N103_BC04_tig00000078	False	True	NA	NA
N103_BC04_tig00000116	False	False	NA	NA
N118_BC10_tig00000046	False	True	NA	NA
N118_BC10_tig00000048	False	True	NA	NA
N118_BC10_tig00000062	False	False	NA	NA
N118_BC10_tig00000064	False	False	NA	NA
N118_BC10_tig00000066	False	True	NA	NA
N229_BC02_tig00000038	True	True	NA	NA
N229_BC02_tig00010247	True	False	NA	NA
N164_BC09_tig00000003	False	False	NA	NA
N164_BC09_tig00000075	False	True	NA	NA
N164_BC09_tig00005109	False	True	NA	NA
N164_BC09_tig00005115	False	True	NA	NA
N164_BC09_tig00005116	False	True	NA	NA
N164_BC09_tig00005120	False	True	NA	NA
N131_BC04_tig00000003	False	True	NA	NA
N131_BC04_tig00000004	False	True	NA	NA
N200_BC03_tig00000159	False	False	NA	NA
N200_BC03_tig00004932	False	False	NA	NA
N102_BC09_tig00000009	False	True	NA	NA
N186_BC12_tig00000249	False	True	NA	NA
N186_BC12_tig00000173	False	True	NA	NA
N151_BC04_tig00000015	True	False	NA	NA
N151_BC04_tig00000017	False	True	NA	NA
N123_BC09_tig00000007	False	True	NA	NA
N199_BC05_tig00000270	True	True	NA	NA
N199_BC05_tig00000284	False	True	NA	NA
N199_BC05_tig00000332	False	True	NA	NA
N111_BC11_tig00000006	False	True	NA	NA
N173_BC10_tig00000145	False	False	NA	NA
N173_BC10_tig00001404	False	False	NA	NA
N173_BC10_tig00000215	True	False	NA	NA
N173_BC10_tig00000301	False	False	NA	NA
N173_BC10_tig00000312	True	True	NA	NA
N173_BC10_tig00000552	False	True	NA	NA
N173_BC10_tig00001392	False	False	NA	NA
N173_BC10_tig00001394	False	False	NA	NA
N173_BC10_tig00007922	False	False	NA	NA
N173_BC10_tig00007923	True	False	NA	NA
N236_BC08_tig00001301	False	True	NA	NA
N212_BC12_tig00000214	False	True	NA	NA
N104_BC01_tig00000001	False	False	NA	NA
N174_BC11_tig00000016	False	True	NA	NA
N174_BC11_tig00000288	False	True	NA	NA
N208_BC08_tig00000166	True	True	NA	NA
N208_BC08_tig00000243	False	False	NA	NA
N208_BC08_tig00000897	False	True	NA	NA
N208_BC08_tig00000898	False	True	NA	NA
N208_BC08_tig00006971	False	True	NA	NA
N208_BC08_tig00006972	False	True	NA	NA
N221_BC09_tig00000109	True	True	NA	NA
N221_BC09_tig00000145	False	True	NA	VFDB|VFG016338
N221_BC09_tig00000150	True	True	NA	NA
N221_BC09_tig00000159	False	True	NA	NA
N221_BC09_tig00005251	True	True	NA	NA
N133_BC03_tig00000004	True	True	NA	NA
N201_BC05_tig00002852	False	False	NA	NA
N201_BC05_tig00002853	False	False	NA	NA
N232_BC02_tig00001357	False	False	NA	NA
N115_BC07_tig00000003	True	True	NA	NA
N115_BC07_tig00000007	False	False	NA	NA
N206_BC07_tig00000099	False	True	NA	NA
N187_BC08_tig00000003	True	True	NA	NA
N223_BC11_tig00000032	False	True	NA	NA
N223_BC11_tig00000060	False	True	NA	NA
N223_BC11_tig00000362	False	True	NA	NA
N223_BC11_tig00000496	False	True	NA	NA
N223_BC11_tig00017641	False	True	NA	NA
N224_BC12_tig00000154	True	False	NA	NA
N218_BC01_tig00000569	False	True	NA	NA
N216_BC12_tig00000045	False	True	NA	NA
N117_BC04_tig00000019	False	True	NA	NA
N132_BC02_tig00000006	False	True	NA	NA
N220_BC06_tig00000205	False	True	NA	NA
N161_BC08_tig00000135	False	False	NA	NA
N161_BC08_tig00000165	True	False	NA	NA
N161_BC08_tig00000306	False	False	NA	NA
N168_BC08_tig00000092	False	True	NA	NA
N168_BC08_tig00000153	False	True	NA	NA
N143_BC11_tig00000280	False	True	NA	NA
N143_BC11_tig00000289	False	True	NA	NA
N143_BC11_tig00000290	False	True	NA	NA
N137_BC08_tig00000035	False	False	NA	NA
N137_BC08_tig00000062	False	False	NA	NA
N137_BC08_tig00000165	False	False	NA	VFDB|VFG001799, VFDB|VFG002423, VFDB|VFG001328
N201_BC12_tig00000538	False	True	NA	NA
N111_BC01_tig00000000	False	True	NA	NA
N236_BC05_tig00000564	False	True	NA	NA
N236_BC05_tig00001112	False	True	NA	NA
N236_BC05_tig00001812	False	True	NA	NA
N236_BC05_tig00001841	False	True	NA	NA
N236_BC05_tig00001845	False	True	NA	NA
N236_BC05_tig00001851	False	True	NA	NA
N236_BC05_tig00001893	False	True	NA	NA
N236_BC05_tig00000573	True	True	NA	NA
N236_BC05_tig00000655	False	True	NA	NA
N236_BC05_tig00000879	False	True	NA	NA
N236_BC05_tig00001016	False	True	NA	NA
N236_BC05_tig00001075	False	True	NA	NA
N236_BC05_tig00001107	False	True	NA	NA
N236_BC05_tig00001813	False	True	NA	NA
N236_BC05_tig00001830	False	True	NA	NA
N236_BC05_tig00001832	False	True	NA	NA
N236_BC05_tig00001833	False	True	NA	NA
N236_BC05_tig00001834	False	True	NA	NA
N236_BC05_tig00001842	False	True	NA	NA
N236_BC05_tig00001850	False	True	NA	NA
N236_BC05_tig00001852	False	True	NA	NA
N236_BC05_tig00001892	False	True	NA	NA
N236_BC05_tig00012768	False	True	NA	NA
N128_BC08_tig00000097	True	True	NA	NA
N128_BC08_tig00000188	False	True	NA	NA
N128_BC08_tig00000249	False	True	NA	NA
N104_BC07_tig00000082	False	True	NA	NA
N104_BC07_tig00000655	False	True	NA	NA
N230_BC06_tig00003309	False	True	NA	NA
N131_BC09_tig00000154	False	False	NA	NA
N108_BC07_tig00000004	False	True	NA	NA
N208_BC11_tig00000195	True	False	NA	NA
N208_BC11_tig00000254	False	False	NA	NA
N208_BC11_tig00000288	False	False	NA	NA
N208_BC11_tig00000329	False	False	NA	NA
N226_BC06_tig00000004	False	False	NA	NA
N125_BC09_tig00000016	False	True	NA	NA
N207_BC06_tig00000216	False	True	NA	NA
N207_BC02_tig00000077	False	True	NA	NA
N207_BC02_tig00000137	False	True	NA	NA
N118_BC11_tig00000007	False	False	NA	NA
N118_BC11_tig00000076	False	True	NA	NA
N212_BC01_tig00000058	True	True	NA	NA
N194_BC05_tig00000283	False	True	NA	NA
N194_BC05_tig00000312	False	True	NA	NA
N188_BC03_tig00000010	True	True	NA	NA
N188_BC03_tig00000244	False	False	NA	NA
N188_BC03_tig00000257	False	False	NA	NA
N188_BC03_tig00008073	False	False	NA	NA
N139_BC03_tig00000002	True	False	NA	NA
N152_BC09_tig00000093	False	True	NA	NA
N229_BC03_tig00000029	False	True	NA	NA
N229_BC03_tig00000211	True	True	NA	NA
N229_BC03_tig00000258	False	False	NA	NA
N229_BC03_tig00000266	False	False	NA	NA
N229_BC03_tig00000283	False	False	NA	NA
N229_BC03_tig00000371	False	True	NA	NA
N229_BC03_tig00000393	False	True	NA	NA
N233_BC10_tig00000269	True	True	NA	NA
N228_BC08_tig00000578	True	False	NA	NA
N220_BC11_tig00000470	False	True	NA	NA
N220_BC11_tig00000504	False	True	NA	NA
N220_BC11_tig00000581	False	False	NA	NA
N191_BC04_tig00004371	False	True	NA	NA
N191_BC04_tig00004385	False	True	NA	NA
N217_BC09_tig00000104	True	True	NA	NA
N217_BC09_tig00000105	False	True	NA	NA
N217_BC09_tig00000254	False	True	NA	NA
N217_BC09_tig00008761	False	True	NA	NA
N201_BC03_tig00000080	False	False	NA	NA
N184_BC11_tig00000002	False	False	NA	NA
N235_BC11_tig00014728	True	True	NA	NA
N213_BC07_tig00000480	False	True	NA	NA
N213_BC07_tig00000073	True	True	NA	NA
N213_BC07_tig00000110	True	False	NA	NA
N128_BC01_tig00000013	False	False	NA	NA
N128_BC01_tig00000040	True	True	NA	NA
N227_BC07_tig00000035	False	True	NA	NA
N234_BC08_tig00000193	True	True	NA	NA
N165_BC03_tig00000355	False	True	NA	NA
N205_BC12_tig00000147	False	True	NA	NA
N231_BC12_tig00000848	False	True	NA	NA
N222_BC09_tig00000002	False	True	NA	NA
N222_BC09_tig00000054	False	True	NA	NA
N222_BC09_tig00000448	False	True	NA	NA
N161_BC10_tig00000524	False	True	NA	NA
N161_BC10_tig00000525	False	True	NA	NA
N161_BC10_tig00000248	False	True	NA	NA
N161_BC10_tig00000574	False	False	NA	NA
N161_BC10_tig00012600	False	True	NA	NA
N232_BC12_tig00000108	False	True	NA	NA
N221_BC07_tig00000514	False	False	NA	NA
N221_BC07_tig00000122	False	True	NA	NA
N221_BC07_tig00000228	False	True	NA	NA
N221_BC07_tig00000259	False	False	NA	NA
N221_BC07_tig00008409	False	False	NA	NA
N197_BC02_tig00016795	False	False	NA	NA
N107_BC12_tig00000020	False	True	NA	NA
N107_BC12_tig00000019	False	True	NA	NA
N121_BC11_tig00000021	False	True	NA	NA
N134_BC12_tig00000116	False	True	NA	NA
N144_BC04_tig00000008	False	True	NA	NA
N144_BC04_tig00000180	False	True	NA	NA
N144_BC04_tig00006443	False	True	NA	NA
N210_BC09_tig00000849	False	False	NA	NA
N210_BC09_tig00000582	True	True	NA	NA
N210_BC09_tig00000993	False	False	NA	NA
N210_BC09_tig00002388	False	True	NA	NA
N210_BC09_tig00002411	False	True	NA	NA
N210_BC09_tig00017532	False	True	NA	NA
N118_BC12_tig00000118	False	True	NA	NA
N219_BC07_tig00000180	False	True	NA	NA
N219_BC07_tig00000071	True	True	NA	NA
N219_BC07_tig00000111	False	True	NA	NA
N219_BC07_tig00000129	False	True	NA	NA
N219_BC07_tig00005701	False	True	NA	NA
N165_BC04_tig00000109	False	False	NA	NA
N148_BC09_tig00000190	False	True	NA	NA
N148_BC09_tig00000220	False	True	NA	NA
N148_BC09_tig00000462	False	False	NA	NA
N114_BC08_tig00000002	True	True	NA	NA
N114_BC08_tig00000004	False	True	NA	NA
N114_BC08_tig00000005	False	True	NA	NA
N168_BC12_tig00000132	False	True	NA	NA
N168_BC12_tig00000177	False	False	NA	NA
N201_BC02_tig00000002	False	True	NA	NA
N201_BC02_tig00000036	False	True	NA	NA
N210_BC05_tig00000208	False	True	NA	NA
N210_BC05_tig00000342	False	False	NA	VFDB|VFG001328
N210_BC05_tig00000403	False	False	NA	NA
N210_BC05_tig00011318	False	True	NA	NA
N220_BC09_tig00011194	False	True	NA	NA
N220_BC09_tig00000244	True	True	NA	NA
N220_BC09_tig00000261	True	True	NA	NA
N220_BC09_tig00001835	False	True	NA	NA
N220_BC09_tig00001836	True	True	NA	NA
N220_BC09_tig00011195	False	True	NA	NA
N115_BC09_tig00000039	False	True	NA	NA
N129_BC10_tig00000007	True	False	NA	NA
N129_BC10_tig00000009	False	False	NA	NA
N129_BC10_tig00000021	False	False	NA	NA
N129_BC10_tig00000022	False	False	NA	NA
N129_BC10_tig00000050	False	True	NA	NA
N129_BC10_tig00000056	False	False	NA	NA
N129_BC10_tig00000064	False	True	NA	NA
N142_BC01_tig00000062	False	True	NA	NA
N156_BC09_tig00000148	False	False	NA	NA
N098_BC10_tig00000001	True	False	NA	NA
N237_BC06_tig00000827	False	True	NA	NA
N237_BC06_tig00000990	False	True	NA	NA
N237_BC06_tig00000997	False	True	NA	NA
N237_BC06_tig00001148	False	False	NA	NA
N237_BC06_tig00001278	False	True	NA	NA
N237_BC06_tig00001322	False	False	NA	NA
N148_BC05_tig00000010	False	False	NA	NA
N148_BC05_tig00000125	False	True	NA	NA
N148_BC05_tig00000248	False	True	NA	NA
N154_BC01_tig00000103	True	True	NA	NA
N154_BC01_tig00010294	False	True	NA	NA
N240_BC08_tig00000037	False	True	NA	NA
N240_BC08_tig00000039	False	True	NA	NA
N240_BC08_tig00000119	True	True	NA	NA
N240_BC08_tig00000201	False	True	NA	NA
N240_BC08_tig00000732	False	True	NA	NA
N135_BC02_tig00000027	True	True	NA	NA
N135_BC02_tig00000062	False	True	NA	NA
N135_BC02_tig00000065	False	True	NA	NA
N218_BC08_tig00000081	True	True	NA	NA
N218_BC08_tig00000198	False	True	NA	NA
N218_BC08_tig00000248	False	True	NA	NA
N218_BC08_tig00000547	False	True	NA	NA
N218_BC08_tig00000549	False	True	NA	NA
N218_BC08_tig00004309	False	True	NA	NA
N136_BC05_tig00000076	False	True	NA	NA
