Sample_ID	Site	Library	Cubicle_room	Sample_type	Material	Human_Traffic	timept	Room_type	bed_number
HMBR004	WEE310	WEE310	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	2
HMBR001	WEE198	WEE198	Cubicle_1	Bed_Rail	Metal	Empty	2	MDRO_cubicles	1
HMBR001	WEE269	WEE269	Cubicle_1	Bed_Rail	Metal	Empty	1	MDRO_cubicles	1
HMBL133	WEE035	WEE035	Room_5	Bedside_Locker	Wood	Moderate_(2-5)	2	Isolation_rooms	NA
HMBL133	WEE166	WEE166	Room_5	Bedside_Locker	Wood	Moderate_(2-5)	1	Isolation_rooms	NA
HMBL130	WEE034	WEE034	Room_4	Bedside_Locker	Wood	Moderate_(2-5)	1	Isolation_rooms	NA
HMBL130	WEE220	WEE220	Room_4	Bedside_Locker	Wood	Empty	2	Isolation_rooms	NA
HMBL127	WEE033	WEE033	Room_3	Bedside_Locker	Wood	Empty	2	Isolation_rooms	NA
HMBL127	WEE364	WEE364	Room_3	Bedside_Locker	Wood	Empty	1	Isolation_rooms	NA
HMBL124	WEE032	WEE032	Room_2	Bedside_Locker	Wood	Empty	1	Isolation_rooms	NA
HMBL124	WEE241	WEE241	Room_2	Bedside_Locker	Wood	Empty	2	Isolation_rooms	NA
HMBL121	WEE031	WEE031	Room_1	Bedside_Locker	Wood	Empty	2	Isolation_rooms	NA
HMBL121	WEE156	WEE156	Room_1	Bedside_Locker	Metal_and_Wood	Low_(less_than_2)	1	Isolation_rooms	NA
HMBL118	WEE375	WEE375	Cubicle_4	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	5
HMBL118	WEE376	WEE376	Cubicle_4	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	5
HMBL115	WEE106	WEE106	Cubicle_4	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	4
HMBL115	WEE316	WEE316	Cubicle_4	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	4
HMBL112	WEE096	WEE096	Cubicle_4	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	3
HMBL112	WEE326	WEE326	Cubicle_4	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	3
HMBL109	WEE088	WEE088	Cubicle_4	Bedside_Locker	Metal_and_Wood	Low_(less_than_2)	1	Non-cohort_cubicles	2
HMBL109	WEE329	WEE329	Cubicle_4	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	2
HMBL106	WEE079	WEE079	Cubicle_4	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	1
HMBL106	WEE327	WEE327	Cubicle_4	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	1
HMBL103	WEE120	WEE120	Cubicle_3	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	5
HMBL103	WEE318	WEE318	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	5
HMBL100	WEE105	WEE105	Cubicle_3	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	4
HMBL100	WEE338	WEE338	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	4
HMBL097	WEE095	WEE095	Cubicle_3	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	3
HMBL097	WEE333	WEE333	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	3
HMBL094	WEE087	WEE087	Cubicle_3	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	2
HMBL094	WEE186	WEE186	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	2
HMBL091	WEE078	WEE078	Cubicle_3	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	1
HMBL091	WEE335	WEE335	Cubicle_3	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	1
HMBL088	WEE118	WEE118	Cubicle_2	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	5
HMBL088	WEE119	WEE119	Cubicle_2	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	5
HMBL085	WEE103	WEE103	Cubicle_2	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	4
HMBL085	WEE104	WEE104	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Non-cohort_cubicles	4
HMBL082	WEE128	WEE128	Cubicle_2	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	3
HMBL082	WEE183	WEE183	Cubicle_2	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	3
HMBL079	WEE135	WEE135	Cubicle_2	Bedside_Locker	Wood	Low_(less_than_2)	2	Non-cohort_cubicles	2
HMBL079	WEE159	WEE159	Cubicle_2	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	2
HMBL076	WEE077	WEE077	Cubicle_2	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	1
HMBL076	WEE162	WEE162	Cubicle_2	Bedside_Locker	Wood	Empty	1	Non-cohort_cubicles	1
HMBL073	WEE117	WEE117	Cubicle_1	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	5
HMBL073	WEE143	WEE143	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	5
HMBL070	WEE168	WEE168	Cubicle_1	Bedside_Locker	Wood	Low_(less_than_2)	2	Non-cohort_cubicles	4
HMBL070	WEE178	WEE178	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	4
HMBL067	WEE165	WEE165	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	3
HMBL067	WEE354	WEE354	Cubicle_1	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	3
HMBL064	WEE086	WEE086	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	2
HMBL064	WEE167	WEE167	Cubicle_1	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	2
HMBL061	WEE177	WEE177	Cubicle_1	Bedside_Locker	Metal_and_Wood	Empty	1	Non-cohort_cubicles	1
HMBL061	WEE194	WEE194	Cubicle_1	Bedside_Locker	Wood	Empty	2	Non-cohort_cubicles	1
HMBL058	WEE188	WEE188	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	5
HMBL058	WEE215	WEE215	Cubicle_4	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	5
HMBL055	WEE212	WEE212	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4
HMBL055	WEE246	WEE246	Cubicle_4	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	4
HMBL052	WEE242	WEE242	Cubicle_4	Bedside_Locker	Wood	Low_(less_than_2)	1	MDRO_cubicles	3
HMBL052	WEE248	WEE248	Cubicle_4	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	3
HMBL049	WEE232	WEE232	Cubicle_4	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2
HMBL049	WEE340	WEE340	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2
HMBL046	WEE235	WEE235	Cubicle_4	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	1
HMBL046	WEE311	WEE311	Cubicle_4	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	1
HMBL043	WEE223	WEE223	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	5
HMBL043	WEE234	WEE234	Cubicle_3	Bedside_Locker	Wood	Low_(less_than_2)	2	MDRO_cubicles	5
HMBL040	WEE228	WEE228	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	4
HMBL040	WEE300	WEE300	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4
HMBL037	WEE199	WEE199	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	3
HMBL037	WEE286	WEE286	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	3
HMBL034	WEE201	WEE201	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2
HMBL034	WEE322	WEE322	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2
HMBL031	WEE230	WEE230	Cubicle_3	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	1
HMBL031	WEE254	WEE254	Cubicle_3	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	1
HMBL028	WEE071	WEE071	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	5
HMBL028	WEE284	WEE284	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	1	MDRO_cubicles	5
HMBL025	WEE067	WEE067	Cubicle_2	Bedside_Locker	Wood	Moderate_(2-5)	2	MDRO_cubicles	4
HMBL025	WEE308	WEE308	Cubicle_2	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4
HMBL022	WEE064	WEE064	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	3
HMBL022	WEE283	WEE283	Cubicle_2	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	3
HMBL019	WEE061	WEE061	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2
HMBL019	WEE307	WEE307	Cubicle_2	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2
HMBL016	WEE058	WEE058	Cubicle_2	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	1
HMBL016	WEE276	WEE276	Cubicle_2	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	1
HMBL013	WEE070	WEE070	Cubicle_1	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	5
HMBL013	WEE278	WEE278	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	5
HMBL010	WEE172	WEE172	Cubicle_1	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	4
HMBL010	WEE280	WEE280	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	4
HMBL007	WEE140	WEE140	Cubicle_1	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	3
HMBL007	WEE291	WEE291	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	3
HMBL004	WEE155	WEE155	Cubicle_1	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	2
HMBL004	WEE297	WEE297	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	2
HMBL001	WEE196	WEE196	Cubicle_1	Bedside_Locker	Wood	Empty	2	MDRO_cubicles	1
HMBL001	WEE264	WEE264	Cubicle_1	Bedside_Locker	Wood	Empty	1	MDRO_cubicles	1
HMA042	WEE029	WEE029	Room_5	Aerator	Metal	Moderate_(2-5)	1	Isolation_rooms	NA
HMA042	WEE030	WEE030	Room_5	Aerator	Metal	Moderate_(2-5)	2	Isolation_rooms	NA
HMA039	WEE028	WEE028	Room_4	Aerator	Metal	Moderate_(2-5)	1	Isolation_rooms	NA
HMA039	WEE298	WEE298	Room_4	Aerator	Metal	Moderate_(2-5)	2	Isolation_rooms	NA
HMA036	WEE027	WEE027	Room_3	Aerator	Metal	Empty	2	Isolation_rooms	NA
HMA036	WEE139	WEE139	Room_3	Aerator	Metal	Empty	1	Isolation_rooms	NA
HMA033	WEE142	WEE142	Room_2	Aerator	Metal	Empty	1	Isolation_rooms	NA
HMA033	WEE240	WEE240	Room_2	Aerator	Metal	Empty	2	Isolation_rooms	NA
HMA030	WEE025	WEE025	Room_1	Aerator	Metal	Low_(less_than_2)	1	Isolation_rooms	NA
HMA030	WEE026	WEE026	Room_1	Aerator	Metal	Empty	2	Isolation_rooms	NA
HMA027	WEE337	WEE337	Cubicle_4	Aerator	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
HMA027	WEE356	WEE356	Cubicle_4	Aerator	Metal	Empty	1	Non-cohort_cubicles	NA
HMA024	WEE219	WEE219	Cubicle_3	Aerator	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
HMA024	WEE355	WEE355	Cubicle_3	Aerator	Metal	Empty	1	Non-cohort_cubicles	NA
HMA021	WEE351	WEE351	Cubicle_2	Aerator	Metal	Empty	1	Non-cohort_cubicles	NA
HMA021	WEE358	WEE358	Cubicle_2	Aerator	Metal	Moderate_(2-5)	2	Non-cohort_cubicles	NA
HMA018	WEE137	WEE137	Cubicle_1	Aerator	Metal	Empty	2	Non-cohort_cubicles	NA
HMA018	WEE362	WEE362	Cubicle_1	Aerator	Metal	Empty	1	Non-cohort_cubicles	NA
HMA010	WEE214	WEE214	Cubicle_4	Aerator	Metal	Empty	2	MDRO_cubicles	NA
HMA010	WEE290	WEE290	Cubicle_4	Aerator	Metal	Empty	1	MDRO_cubicles	NA
HMA007	WEE233	WEE233	Cubicle_3	Aerator	Metal	Empty	2	MDRO_cubicles	NA
HMA007	WEE342	WEE342	Cubicle_3	Aerator	Metal	Empty	1	MDRO_cubicles	NA
HMA004	WEE074	WEE074	Cubicle_2	Aerator	Metal	Empty	2	MDRO_cubicles	NA
HMA004	WEE315	WEE315	Cubicle_2	Aerator	Metal	Empty	1	MDRO_cubicles	NA
HMA001	WEE125	WEE125	Cubicle_1	Aerator	Metal	Empty	2	MDRO_cubicles	NA
HMA001	WEE287	WEE287	Cubicle_1	Aerator	Metal	Empty	1	MDRO_cubicles	NA
HMR001	MEE001	MEE001	Cubicle_1	Bed_Rail	NA	NA	3	MDRO_cubicles	2
HMR003	MEE002	MEE002	Cubicle_1	Cardiac_Table	NA	NA	3	MDRO_cubicles	2
HMR004	MEE003	MEE003	Cubicle_1	Aerator	NA	NA	3	MDRO_cubicles	NA
HMR005	MEE004	MEE004	Cubicle_1	Sink_Trap	NA	NA	3	MDRO_cubicles	NA
HMR006	MEE005	MEE005	Cubicle_3	Bed_Rail	NA	NA	3	MDRO_cubicles	2
HMR007	MEE006	MEE006	Cubicle_3	Bedside_Locker	NA	NA	3	MDRO_cubicles	2
HMR008	MEE007	MEE007	Cubicle_3	Cardiac_Table	NA	NA	3	MDRO_cubicles	2
HMR009	MEE008	MEE008	Cubicle_3	Aerator	NA	NA	3	MDRO_cubicles	NA
HMR010	MEE009	MEE009	Cubicle_3	Sink_Trap	NA	NA	3	MDRO_cubicles	NA
HMR014	MEE010	MEE010	Cubicle_2	Aerator	NA	NA	3	Non-cohort_cubicles	NA
HMR015	MEE011	MEE011	Cubicle_2	Sink_Trap	NA	NA	3	Non-cohort_cubicles	NA
HMR016	MEE012	MEE012	Cubicle_3	Bed_Rail	NA	NA	3	Non-cohort_cubicles	4
HMR017	MEE013	MEE013	Cubicle_3	Bedside_Locker	NA	NA	3	Non-cohort_cubicles	4
HMR018	MEE014	MEE014	Cubicle_3	Cardiac_Table	NA	NA	3	Non-cohort_cubicles	4
HMR019	MEE015	MEE015	Cubicle_3	Sink_Trap	NA	NA	3	Non-cohort_cubicles	NA
HMR020	MEE016	MEE016	Cubicle_3	Aerator	NA	NA	3	Non-cohort_cubicles	NA
HMR021	MEE017	MEE017	Room_3	Aerator	NA	NA	3	Isolation_rooms	NA
HMR022	MEE018	MEE018	Room_3	Bed_Rail	NA	NA	3	Isolation_rooms	NA
HMR023	MEE019	MEE019	Room_3	Bedside_Locker	NA	NA	3	Isolation_rooms	NA
HMR024	MEE020	MEE020	Room_3	Cardiac_Table	NA	NA	3	Isolation_rooms	NA
HMR025	MEE021	MEE021	Room_3	Door_handle-interior	NA	NA	3	Isolation_rooms	NA
HMR026	MEE022	MEE022	Room_3	Pulse_Oxymeter	NA	NA	3	Isolation_rooms	NA
HMR027	MEE023	MEE023	Room_3	Sink_Trap	NA	NA	3	Isolation_rooms	NA
HMR028	MEE024	MEE024	Room_4	Aerator	NA	NA	3	Isolation_rooms	NA
HMR029	MEE025	MEE025	Room_4	Bed_Rail	NA	NA	3	Isolation_rooms	NA
HMR030	MEE026	MEE026	Room_4	Bedside_Locker	NA	NA	3	Isolation_rooms	NA
HMR031	MEE027	MEE027	Room_4	Cardiac_Table	NA	NA	3	Isolation_rooms	NA
HMR033	MEE028	MEE028	Room_4	Pulse_Oxymeter	NA	NA	3	Isolation_rooms	NA
HMR034	MEE029	MEE029	Room_4	Sink_Trap	NA	NA	3	Isolation_rooms	NA
HMR035	MEE030	MEE030	Room_5	Aerator	NA	NA	3	Isolation_rooms	NA
HMR036	MEE031	MEE031	Room_5	Bed_Rail	NA	NA	3	Isolation_rooms	NA
HMR037	MEE032	MEE032	Room_5	Bedside_Locker	NA	NA	3	Isolation_rooms	NA
HMR038	MEE033	MEE033	Room_5	Cardiac_Table	NA	NA	3	Isolation_rooms	NA
HMR040	MEE035	MEE035	Room_5	Pulse_Oxymeter	NA	NA	3	Isolation_rooms	NA
HMR041	MEE036	MEE036	Room_5	Sink_Trap	NA	NA	3	Isolation_rooms	NA
HMR042	MEE037	MEE037	Cubicle_2	Bed_Rail	NA	NA	3	MDRO_cubicles	1
HMR043	MEE038	MEE038	Cubicle_2	Bedside_Locker	NA	NA	3	MDRO_cubicles	1
HMR044	MEE039	MEE039	Cubicle_2	Cardiac_Table	NA	NA	3	MDRO_cubicles	1
HMR045	MEE040	MEE040	Cubicle_2	Bed_Rail	NA	NA	3	MDRO_cubicles	2
HMR046	MEE041	MEE041	Cubicle_2	Bedside_Locker	NA	NA	3	MDRO_cubicles	2
HMR047	MEE042	MEE042	Cubicle_2	Cardiac_Table	NA	NA	3	MDRO_cubicles	2
HMR048	MEE043	MEE043	Cubicle_2	Bed_Rail	NA	NA	3	MDRO_cubicles	4
HMR049	MEE044	MEE044	Cubicle_2	Bedside_Locker	NA	NA	3	MDRO_cubicles	4
HMR050	MEE045	MEE045	Cubicle_2	Cardiac_Table	NA	NA	3	MDRO_cubicles	4
HMR051	MEE046	MEE046	Cubicle_2	Bed_Rail	NA	NA	3	MDRO_cubicles	5
HMR052	MEE047	MEE047	Cubicle_2	Bedside_Locker	NA	NA	3	MDRO_cubicles	5
HMR053	MEE048	MEE048	Cubicle_2	Cardiac_Table	NA	NA	3	MDRO_cubicles	5
HMR054	MEE049	MEE049	Cubicle_2	Aerator	NA	NA	3	MDRO_cubicles	NA
HMR055	MEE050	MEE050	Cubicle_2	Sink_Trap	NA	NA	3	MDRO_cubicles	NA
HMR056	MEE051	MEE051	Cubicle_4	Cardiac_Table	NA	NA	3	MDRO_cubicles	1
HMR057	MEE052	MEE052	Cubicle_4	Bed_Rail	NA	NA	3	MDRO_cubicles	2
HMR058	MEE053	MEE053	Cubicle_4	Bedside_Locker	NA	NA	3	MDRO_cubicles	2
HMR059	MEE054	MEE054	Cubicle_4	Cardiac_Table	NA	NA	3	MDRO_cubicles	2
HMR060	MEE055	MEE055	Cubicle_4	Bed_Rail	NA	NA	3	MDRO_cubicles	3
HMR061	MEE056	MEE056	Cubicle_4	Bedside_Locker	NA	NA	3	MDRO_cubicles	3
HMR062	MEE057	MEE057	Cubicle_4	Cardiac_Table	NA	NA	3	MDRO_cubicles	3
HMR063	MEE058	MEE058	Cubicle_4	Bed_Rail	NA	NA	3	MDRO_cubicles	4
HMR064	MEE059	MEE059	Cubicle_4	Bedside_Locker	NA	NA	3	MDRO_cubicles	4
HMR065	MEE060	MEE060	Cubicle_4	Cardiac_Table	NA	NA	3	MDRO_cubicles	4
HMR066	MEE061	MEE061	Cubicle_4	Aerator	NA	NA	3	MDRO_cubicles	NA
HMR068	MEE062	MEE062	Cubicle_4	Sink_Trap	NA	NA	3	MDRO_cubicles	NA
HMR069	MEE063	MEE063	Room_1	Aerator	NA	NA	3	Isolation_rooms	NA
HMR070	MEE064	MEE064	Room_1	Sink_Trap	NA	NA	3	Isolation_rooms	NA
HMR071	MEE065	MEE065	Room_2	Aerator	NA	NA	3	Isolation_rooms	NA
HMR072	MEE066	MEE066	Room_2	Sink_Trap	NA	NA	3	Isolation_rooms	NA
HMR073	MEE067	MEE067	Cubicle_1	Bed_Rail	NA	NA	3	Non-cohort_cubicles	2
HMR074	MEE068	MEE068	Cubicle_1	Bedside_Locker	NA	NA	3	Non-cohort_cubicles	2
HMR075	MEE069	MEE069	Cubicle_1	Cardiac_Table	NA	NA	3	Non-cohort_cubicles	2
HMR076	MEE070	MEE070	Cubicle_1	Aerator	NA	NA	3	Non-cohort_cubicles	NA
HMR077	MEE071	MEE071	Cubicle_1	Pulse_Oxymeter	NA	NA	3	Non-cohort_cubicles	NA
HMR078	MEE072	MEE072	Cubicle_1	Sink_Trap	NA	NA	3	Non-cohort_cubicles	NA
HMR079	MEE073	MEE073	Cubicle_4	Aerator	NA	NA	3	Non-cohort_cubicles	NA
HMR080	MEE074	MEE074	Cubicle_4	Sink_Trap	NA	NA	3	Non-cohort_cubicles	NA
HMN1512	WEE331 	WEE331 	NA	Negative_Control	NA	NA	NA	Negative_Control	NA
HMN1912	WEE350 	WEE350 	NA	Negative_Control	NA	NA	NA	Negative_Control	NA
HMN2112	WEE369 	WEE369 	NA	Negative_Control	NA	NA	NA	Negative_Control	NA
HMN2212	WEE383 	WEE383 	NA	Negative_Control	NA	NA	NA	Negative_Control	NA
